policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,blocked_movement_events,stuck_steps,repeated_blocked_movement,upper_lane_use,lower_lane_use,neutral_lane_use,route_switches,movement_attempts,successful_movement_steps,collision_metric_source,stuck_metric_source,route_metric_source,wall_collision_source,stuck_source,route_source,obstacle_collisions_per_1000_steps,blocked_movements_per_1000_movement_attempts,stuck_steps_per_1000_steps,successful_movement_rate,upper_lane_fraction,lower_lane_fraction,route_switches_per_episode,episode_steps
candidate,map_b_split_lane,OP8,OP8,OP8,7003,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,11.0,74.0,121.0,2.0,206.0,206.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,9.70873786407767,0.0,0.0,1.0,0.05339805825242718,0.3592233009708738,2.0,103
baseline,map_b_split_lane,OP8,OP8,OP8,7004,3.0,2.0,1,0,0,1.0,2.0,0.0,0.0,0.0,0.0,202.0,188.0,0.0,390.0,390.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,10.256410256410257,0.0,0.0,1.0,0.0,0.517948717948718,0.0,195
candidate,map_b_split_lane,OP8,OP8,OP8,7004,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,79.0,115.0,0.0,194.0,194.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.0,0.4072164948453608,0.0,97
baseline,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,30.0,50.0,144.0,4.0,224.0,224.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,8.928571428571429,0.0,0.0,1.0,0.13392857142857142,0.22321428571428573,4.0,112
candidate,map_b_split_lane,OP8,OP8,OP8,7005,3.0,1.0,1,0,0,2.0,2.0,0.0,0.0,0.0,23.0,69.0,98.0,4.0,190.0,190.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,21.05263157894737,0.0,0.0,1.0,0.12105263157894737,0.3631578947368421,4.0,95
baseline,map_b_split_lane,OP8,OP8,OP8,7006,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,40.0,54.0,122.0,3.0,216.0,216.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.18518518518518517,0.25,3.0,108
candidate,map_b_split_lane,OP8,OP8,OP8,7006,3.0,2.0,1,0,0,1.0,7.0,4.0,1.0,1.0,112.0,48.0,198.0,3.0,358.0,354.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,39.10614525139665,11.1731843575419,5.58659217877095,0.9888268156424581,0.3128491620111732,0.1340782122905028,3.0,179
baseline,map_b_split_lane,OP8,OP8,OP8,7007,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,90.0,102.0,0.0,192.0,192.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.0,0.46875,0.0,96
candidate,map_b_split_lane,OP8,OP8,OP8,7007,3.0,0.0,1,0,0,3.0,13.0,10.0,6.0,6.0,28.0,95.0,133.0,2.0,256.0,246.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,101.5625,39.0625,46.875,0.9609375,0.109375,0.37109375,2.0,128
baseline,map_b_split_lane,OP8,OP8,OP8,7008,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,28.0,78.0,160.0,5.0,266.0,266.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.10526315789473684,0.2932330827067669,5.0,133
candidate,map_b_split_lane,OP8,OP8,OP8,7008,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,9.0,97.0,118.0,1.0,224.0,224.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.04017857142857143,0.4330357142857143,1.0,112
baseline,map_b_split_lane,OP8,OP8,OP8,7009,2.0,3.0,0,1,0,-1.0,0.0,0.0,0.0,0.0,93.0,17.0,134.0,4.0,244.0,244.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.38114754098360654,0.06967213114754098,4.0,122
candidate,map_b_split_lane,OP8,OP8,OP8,7009,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,45.0,42.0,127.0,6.0,214.0,214.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.2102803738317757,0.19626168224299065,6.0,107
baseline,map_b_split_lane,OP8,OP8,OP8,7010,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,20.0,97.0,133.0,3.0,250.0,250.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.08,0.388,3.0,125
candidate,map_b_split_lane,OP8,OP8,OP8,7010,3.0,0.0,1,0,0,3.0,14.0,11.0,7.0,7.0,46.0,43.0,103.0,5.0,192.0,181.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,145.83333333333334,57.291666666666664,72.91666666666667,0.9427083333333334,0.23958333333333334,0.22395833333333334,5.0,96
baseline,map_b_split_lane,OP8,OP8,OP8,7011,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,77.0,34.0,123.0,3.0,234.0,234.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.32905982905982906,0.1452991452991453,3.0,117
candidate,map_b_split_lane,OP8,OP8,OP8,7011,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,37.0,37.0,136.0,4.0,210.0,210.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.1761904761904762,0.1761904761904762,4.0,105
