episode_id,success,time_to_first_score,time_to_game_over,collisions_per_episode,near_misses_per_episode,collision_free_episode,mean_inter_robot_dist,std_inter_robot_dist,zone_coverage,phase_name,opponent_kind,scripted_tag,blue_score,red_score
257,1,36.729,131.67,55,31,0,5.41918,3.36504,0.2,OP2,scripted,OP2,3,0
258,1,28.413,120.582,59,37,0,5.00306,3.31954,0.208333,OP2,scripted,OP2,3,0
259,1,27.027,133.056,63,31,0,5.25647,3.20959,0.191667,OP2,scripted,OP2,3,0
260,1,24.948,128.898,54,27,0,5.93095,3.64066,0.191667,OP2,scripted,OP2,3,0
261,1,17.325,184.338,84,46,0,6.47177,3.68367,0.208333,OP2,scripted,OP2,3,0
262,1,48.51,95.634,43,24,0,4.72182,2.89837,0.225,OP2,scripted,OP2,3,0
263,1,12.474,89.397,51,34,0,6.1554,3.71595,0.2,OP2,scripted,OP2,3,0
264,1,61.677,100.485,46,24,0,6.03951,3.84325,0.241667,OP2,scripted,OP2,3,0
265,1,22.176,75.537,55,12,0,4.88278,2.79138,0.158333,OP2,scripted,OP2,3,0
266,1,13.86,55.44,36,14,0,5.01983,3.42923,0.158333,OP2,scripted,OP2,3,0
267,1,47.124,103.257,53,24,0,7.04722,4.26177,0.25,OP2,scripted,OP2,3,0
268,1,29.106,126.126,71,29,0,6.18907,3.82828,0.266667,OP2,scripted,OP2,3,0
269,1,15.246,73.458,41,7,0,6.32062,3.68254,0.2,OP2,scripted,OP2,3,0
270,1,13.167,51.282,31,10,0,6.26761,3.91418,0.166667,OP2,scripted,OP2,3,0
271,1,13.86,40.194,25,8,0,5.3952,3.13727,0.116667,OP2,scripted,OP2,3,0
272,1,12.474,106.029,54,23,0,5.20729,3.35913,0.2,OP2,scripted,OP2,3,0
273,1,13.167,99.792,51,25,0,5.3004,2.60721,0.233333,OP2,scripted,OP2,3,0
274,1,27.72,86.625,56,19,0,7.0405,3.98496,0.225,OP2,scripted,OP2,3,0
275,1,116.424,173.943,88,50,0,6.81605,4.02451,0.2,OP2,scripted,OP2,3,0
276,1,18.711,74.844,38,17,0,6.42692,3.30834,0.183333,OP2,scripted,OP2,3,0
277,1,18.711,114.345,51,34,0,6.57025,4.2647,0.25,OP2,scripted,OP2,3,0
278,1,25.641,63.063,34,18,0,5.84426,3.88542,0.2,OP2,scripted,OP2,3,0
