update,run_id,run_pid,timesteps,episodes_completed,wins,losses,draws,win_rate,rolling_win_rate_50ep,rolling_win_rate_200ep,rollout_reward_mean,rollout_reward_std,rollout_return_mean,rollout_return_std,rollout_episodes,rollout_wins,rollout_losses,rollout_draws,rollout_win_rate,rollout_win_margin_mean,rollout_blue_score_mean,rollout_red_score_mean,explained_variance,reward_terminal_mean,reward_offense_mean,reward_pbrs_mean,reward_team_mean,reward_sparse_mean,reward_sparse_points_mean,reward_failure_mean,reward_total_mean,reward_outcome_mean,reward_shaping_mean,reward_shaping_to_outcome_abs_ratio,reward_shaping_coef,reward_failure_to_outcome_abs,policy_loss,value_loss,value_loss_min,value_loss_std,value_loss_p10,value_loss_p50,value_loss_p90,value_loss_max,return_norm_mean,return_norm_std,return_norm_count,entropy,approx_kl,clip_fraction,grad_norm,learning_rate,strategy_entropy,strategy_entropy_frac,strategy_policy_loss,strategy_approx_kl,strategy_clip_fraction,strategy_ratio_std,strategy_q_loss,strategy_persist_loss,strategy_grad_norm,strategy_resample_count,strategy_resample_fraction,strategy_unique_count,strategy_dominant,strategy_switch_count,strategy_switch_fraction,strategy_wr_spread,strategy_resample_fraction_rollout,rollout_adv_std,rollout_adv_std_at_z_switch,rollout_adv_std_not_z_switch,curriculum_phase,curriculum_phase_idx,curriculum_phase_episodes,curriculum_phase_win_rate,strategy_kl,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,episode_z_0_count,episode_z_0_win_rate,episode_z_0_blue_score_mean,episode_z_0_red_score_mean,episode_z_0_win_margin_mean,episode_z_1_count,episode_z_1_win_rate,episode_z_1_blue_score_mean,episode_z_1_red_score_mean,episode_z_1_win_margin_mean,episode_z_2_count,episode_z_2_win_rate,episode_z_2_blue_score_mean,episode_z_2_red_score_mean,episode_z_2_win_margin_mean,episode_z_3_count,episode_z_3_win_rate,episode_z_3_blue_score_mean,episode_z_3_red_score_mean,episode_z_3_win_margin_mean,strategy_resample_adv_mean_z0,strategy_resample_adv_std_z0,strategy_resample_adv_n_z0,strategy_resample_adv_mean_z1,strategy_resample_adv_std_z1,strategy_resample_adv_n_z1,strategy_resample_adv_mean_z2,strategy_resample_adv_std_z2,strategy_resample_adv_n_z2,strategy_resample_adv_mean_z3,strategy_resample_adv_std_z3,strategy_resample_adv_n_z3
42,44068-1778169022417944700,44068,688128,7135,6359,704,72,0.891240364400841,0.88,0.895,0.003298339666798711,0.07843368500471115,0.26217564940452576,0.3195517659187317,171,153,17,1,0.8947368421052632,1.304093567251462,2.888888888888889,1.5847953216374269,0.2777285575866699,0.01271972618997097,0.0026879883371293545,0.0019238621462136507,0.003284362144768238,0.01123046875,1.123046875,-0.00963745079934597,0.003298339666798711,0.02395019493997097,0.0031046462804079056,0.12962385752314654,0.30000000000000004,0.40237870484125626,-0.04162290122288958,0.5843898698182429,0.4662448465824127,0.044418610632419586,0.5305095911026001,0.5853921175003052,0.6396270990371704,0.7212305068969727,0.2390871313718351,0.3447196357097649,688128.0001000001,2.190750484244298,0.014521921879288314,0.2151913400423729,2.4494711112672998,5.613696000000001e-05,1.3748722025903606,0.9917606542665998,0.006308912267594662,0.0011985321992904023,0.0,0.03479109347735036,0.8693103767858456,0.0,2.1935171248801684,171.0,0.010535288665254237,4.0,1.0,0.0,0.0,0.05978260869565222,0.01043701171875,0.27157604694366455,0.26011109352111816,0.27164846658706665,,,,,0.0,0.1981201171875,0.321044921875,0.20904541015625,0.27178955078125,34,0.8823529411764706,2.8823529411764706,1.5294117647058822,1.3529411764705883,56,0.875,2.875,1.6428571428571428,1.2321428571428572,35,0.8857142857142857,2.857142857142857,1.542857142857143,1.3142857142857143,46,0.9347826086956522,2.9347826086956523,1.5869565217391304,1.3478260869565217,-0.01887313462793827,0.22432895004749298,34.0,-0.10401517152786255,0.29367363452911377,53.0,-0.040760304778814316,0.3040759563446045,36.0,-0.05817858874797821,0.22586533427238464,48.0
43,44068-1778169022417944700,44068,704512,7307,6511,722,74,0.8910633638976324,0.9,0.875,0.0038085314445197582,0.07727651298046112,0.27227091789245605,0.33771106600761414,172,152,18,2,0.8837209302325582,1.4069767441860466,2.895348837209302,1.4883720930232558,0.27168500423431396,0.01251220703125,0.003037719987332821,0.0018718944629654288,0.003179569263011217,0.013275146484375,1.3275146484375,-0.009613037109375,0.0038085314445197582,0.025787353515625,0.0034418370854109527,0.13346478608359255,0.30000000000000004,0.3727666096848921,-0.04202023573543556,0.6550218868069351,0.5248066186904907,0.05357969552278519,0.5817893743515015,0.6555123925209045,0.7231616377830505,0.8047268986701965,0.2398588473373214,0.34459456025054225,704512.0001000001,2.1880030930042267,0.013218338998740364,0.20639801025390625,2.496658112620935,5.3187839999999995e-05,1.3790601282380521,0.9947816040483679,-0.0020877267987376366,0.0008281340280283517,0.0,0.028496408090965868,0.8846264714130712,0.0,2.236988429329358,172.0,0.010498046875,4.0,3.0,0.0,0.0,0.06304347826086953,0.010498046875,0.2882072627544403,0.2888557016849518,0.28820210695266724,,,,,0.0,0.24359130859375,0.25201416015625,0.2357177734375,0.2686767578125,42,0.8571428571428571,2.880952380952381,1.4285714285714286,1.4523809523809523,46,0.9130434782608695,2.9130434782608696,1.565217391304348,1.3478260869565217,40,0.85,2.875,1.475,1.4,44,0.9090909090909091,2.909090909090909,1.4772727272727273,1.4318181818181819,0.0397622250020504,0.2890704870223999,43.0,0.013435489498078823,0.24866832792758942,45.0,-0.016582760959863663,0.31527599692344666,38.0,-0.04606429114937782,0.2805347144603729,46.0
44,44068-1778169022417944700,44068,720896,7478,6668,734,76,0.8916822679860925,0.88,0.92,0.004133660811930895,0.07769396901130676,0.2916768789291382,0.3211252987384796,171,157,12,2,0.9181286549707602,1.4269005847953216,2.912280701754386,1.4853801169590644,0.2529405951499939,0.013409423641860485,0.003101806854829192,0.0018836071249097586,0.003137164516374469,0.01397705078125,1.397705078125,-0.00960693322122097,0.004133660811930895,0.027386474423110485,0.0035034685861319304,0.12792229513414294,0.30000000000000004,0.35077835483487707,-0.04229673057307082,0.6116542030358687,0.44755613803863525,0.05387856066226959,0.5479230284690857,0.6136361956596375,0.6859153509140015,0.7311040163040161,0.2410365298733357,0.34416559905401034,720896.0001000001,2.167662045918405,0.013035689420576091,0.20758819580078125,2.466004654765129,5.0238720000000005e-05,1.3815524075180292,0.9965794035272345,0.01006699873815986,8.346324448105236e-05,0.0,0.010174754883585713,0.8161761841784028,0.0,2.2045113386120647,171.0,0.01043701171875,4.0,3.0,0.0,0.0,0.06944444444444453,0.01043701171875,0.2775569558143616,0.27939239144325256,0.27752676606178284,,,,,0.0,0.28033447265625,0.236083984375,0.17779541015625,0.3057861328125,48,0.9583333333333334,2.9583333333333335,1.4166666666666667,1.5416666666666667,39,0.9230769230769231,2.8974358974358974,1.358974358974359,1.5384615384615385,30,0.9,2.933333333333333,1.5666666666666667,1.3666666666666667,54,0.8888888888888888,2.8703703703703702,1.5925925925925926,1.2777777777777777,-0.044808950275182724,0.27675196528434753,47.0,-0.013919678516685963,0.31332293152809143,41.0,0.014111271128058434,0.25808805227279663,32.0,-0.018456535413861275,0.2621733546257019,51.0
45,44068-1778169022417944700,44068,737280,7648,6823,747,78,0.8921286610878661,0.94,0.905,0.003382820636034012,0.07815048843622208,0.2651616334915161,0.311484694480896,170,155,13,2,0.9117647058823529,1.3470588235294119,2.911764705882353,1.5647058823529412,0.23203188180923462,0.013153076171875,0.002649536356329918,0.0018475878750905395,0.0032978192903101444,0.011383056640625,1.1383056640625,-0.009770506992936134,0.003382820636034012,0.0245361328125,0.0030611689295619725,0.12475658639311415,0.30000000000000004,0.3981926929929941,-0.03538406727813095,0.6040584567081497,0.47783616185188293,0.04621125012636185,0.5503230690956116,0.6016066074371338,0.6551680564880371,0.76631760597229,0.24157264328700034,0.3434915502015566,737280.0001000001,2.1823917541159203,0.011216760131233114,0.16893354668674698,2.460036357483232,4.7289599999999995e-05,1.3813962160822857,0.9964667352223463,-0.009175439959908107,0.0002345758751016136,0.0,0.01460783870637429,0.7797238381736609,0.0,2.1302507799792,169.0,0.010377447289156627,4.0,3.0,0.0,0.0,0.033695652173913127,0.01031494140625,0.27296584844589233,0.26238760352134705,0.27301257848739624,,,,,0.0,0.26300048828125,0.23846435546875,0.21014404296875,0.28839111328125,46,0.8913043478260869,2.869565217391304,1.434782608695652,1.434782608695652,40,0.925,2.95,1.625,1.325,34,0.9117647058823529,2.911764705882353,1.6470588235294117,1.2647058823529411,50,0.92,2.92,1.58,1.34,-0.07212661951780319,0.28966400027275085,45.0,-0.0993613749742508,0.2934010922908783,39.0,-0.061231523752212524,0.2247321754693985,35.0,-0.022419309243559837,0.2229660004377365,50.0
46,44068-1778169022417944700,44068,753664,7821,6978,764,79,0.8922132719601074,0.92,0.905,0.0036314213648438454,0.07805442065000534,0.27165883779525757,0.32891762256622314,173,155,17,1,0.8959537572254336,1.323699421965318,2.901734104046243,1.5780346820809248,0.2538447380065918,0.01290283165872097,0.0028253174386918545,0.0019020478939637542,0.003151885699480772,0.0123291015625,1.23291015625,-0.009630126878619194,0.0036314213648438454,0.02523193322122097,0.0032296321261674164,0.12799273464772168,0.30000000000000004,0.38164912474465035,-0.042427558268173016,0.6495297143701464,0.5024571418762207,0.052813880145549774,0.5943430662155151,0.6440889239311218,0.7151987552642822,0.8451672792434692,0.2422266909936148,0.3432093521562908,753664.0001000001,2.142957279458642,0.011946597766382183,0.20034027099609375,2.5815599700435996,4.4340480000000005e-05,1.3798655006103218,0.9953625574121391,-0.012970055725190832,0.0006450248230448555,0.0,0.025385151023697955,0.9000478863072203,0.0,2.301353967632167,174.0,0.0106201171875,4.0,0.0,0.0,0.0,0.0443262411347517,0.0106201171875,0.28411996364593506,0.28909745812416077,0.2840561270713806,,,,,0.0,0.2734375,0.23858642578125,0.21490478515625,0.2730712890625,48,0.9166666666666666,2.9166666666666665,1.4375,1.4791666666666667,41,0.9024390243902439,2.926829268292683,1.5853658536585367,1.3414634146341464,37,0.8918918918918919,2.891891891891892,1.6486486486486487,1.2432432432432432,47,0.8723404255319149,2.872340425531915,1.6595744680851063,1.2127659574468086,-0.017219942063093185,0.2690642476081848,50.0,-0.020129352807998657,0.2794114351272583,42.0,-0.06299278885126114,0.28612419962882996,35.0,-0.069605253636837,0.2971441149711609,47.0
47,44068-1778169022417944700,44068,770048,7994,7138,776,80,0.8929196897673255,0.94,0.93,0.004115882329642773,0.07846663147211075,0.30308830738067627,0.3020462095737457,173,160,12,1,0.9248554913294798,1.4566473988439306,2.9248554913294798,1.4682080924855492,0.2256317138671875,0.01372680626809597,0.003154907375574112,0.0019523982191458344,0.0033384705893695354,0.013519287109375,1.3519287109375,-0.009584960527718067,0.004115882329642773,0.02724609337747097,0.0035781768802553415,0.13132325091284514,0.30000000000000004,0.3517791932861107,-0.0417866179250268,0.5666634003864601,0.4543447494506836,0.04504551365971565,0.5061907768249512,0.5659648180007935,0.6266658902168274,0.7258961200714111,0.24352161900168198,0.34249769590968804,770048.0001000001,2.120141210965812,0.011678632390157873,0.1934661865234375,2.4382199896499515,4.139136000000001e-05,1.3755846437998116,0.9922745719664997,-0.005860667516643048,0.0008223220144324417,0.0,0.02939168609754006,0.8723026252991986,0.0,2.1595861967653036,173.0,0.01055908203125,4.0,0.0,0.0,0.0,0.0625641025641025,0.01055908203125,0.2657952308654785,0.29410988092422485,0.26544860005378723,,,,,0.0,0.2802734375,0.2801513671875,0.23095703125,0.2086181640625,50,0.96,2.94,1.28,1.66,49,0.9183673469387755,2.9183673469387754,1.510204081632653,1.4081632653061225,39,0.8974358974358975,2.923076923076923,1.641025641025641,1.2820512820512822,35,0.9142857142857143,2.914285714285714,1.4857142857142858,1.4285714285714286,0.017538344487547874,0.2974209785461426,49.0,-0.07281526923179626,0.2785572409629822,48.0,-0.06953690201044083,0.2586410641670227,40.0,-0.04838184267282486,0.2558337450027466,36.0
48,44068-1778169022417944700,44068,786432,8168,7304,783,81,0.8942213516160626,0.96,0.955,0.00447509903460741,0.07869932800531387,0.3264710307121277,0.26976051926612854,174,166,7,1,0.9540229885057471,1.471264367816092,2.954022988505747,1.4827586206896552,0.17890197038650513,0.01464233361184597,0.0032501220703125,0.001954772276803851,0.003166168462485075,0.014312744140625,1.4312744140625,-0.00958251953125,0.00447509903460741,0.02895507775247097,0.003659797329455614,0.12639133520572568,0.30000000000000004,0.33093292583220374,-0.041305872895463835,0.4792026797076687,0.38005000352859497,0.03705534711480141,0.4373518228530884,0.47520196437835693,0.5303212404251099,0.5836742520332336,0.24524973174542986,0.3413462188403355,786432.0001000001,2.1166432318277657,0.011163009395659174,0.1903228759765625,2.379203201038763,3.844224e-05,1.3742916751652956,0.9913418922479791,-0.004319163570940532,0.0006792830588382426,0.0,0.026232576671745042,0.6877080259455397,0.0,2.128098779183347,174.0,0.0106201171875,4.0,0.0,0.0,0.0,0.025974025974025983,0.0106201171875,0.24444204568862915,0.25085487961769104,0.24437300860881805,,,,,0.0,0.30499267578125,0.24737548828125,0.2037353515625,0.243896484375,55,0.9454545454545454,2.9272727272727272,1.4,1.5272727272727273,43,0.9534883720930233,2.953488372093023,1.627906976744186,1.3255813953488371,35,0.9714285714285714,2.9714285714285715,1.4,1.5714285714285714,41,0.9512195121951219,2.975609756097561,1.5121951219512195,1.4634146341463414,-0.05502950772643089,0.2841101586818695,54.0,-0.04031798243522644,0.21653005480766296,44.0,0.03720986470580101,0.2394953966140747,33.0,0.04255325347185135,0.23715974390506744,43.0
49,44068-1778169022417944700,44068,802816,8337,7459,795,83,0.8946863380112751,0.9,0.92,0.0034939127508550882,0.07792973518371582,0.2792729139328003,0.31254443526268005,169,155,12,2,0.9171597633136095,1.4142011834319526,2.9289940828402368,1.514792899408284,0.22631096839904785,0.01322631910443306,0.0028381349984556437,0.0018150403629988432,0.003312652464956045,0.0113525390625,1.13525390625,-0.009674072265625,0.0034939127508550882,0.02457885816693306,0.0032483504246920347,0.13215497024559705,0.30000000000000004,0.39357722082543967,-0.040062266738459584,0.6253162688808516,0.493246465921402,0.04982627555727959,0.5634378790855408,0.6257798075675964,0.6888319253921509,0.7924187779426575,0.24594408240222848,0.34081671295733346,802816.0001000001,2.128522930201143,0.009408291824001935,0.171783447265625,2.591462885728106,3.549312000000001e-05,1.3777935127727687,0.9938679341231291,0.002822778920923419,0.0001771995041415647,0.0,0.013403234773193162,0.8484365000913385,0.0,2.3276788626099005,169.0,0.01031494140625,4.0,0.0,0.0,0.0,0.023603461841070095,0.01031494140625,0.27491283416748047,0.2612284719944,0.27501124143600464,,,,,0.0,0.29669189453125,0.2381591796875,0.188232421875,0.27691650390625,50,0.92,2.94,1.62,1.32,41,0.926829268292683,2.951219512195122,1.3658536585365855,1.5853658536585367,31,0.9032258064516129,2.903225806451613,1.5483870967741935,1.3548387096774193,47,0.9148936170212766,2.9148936170212765,1.5106382978723405,1.4042553191489362,-0.06973590701818466,0.23528917133808136,52.0,-0.05288936570286751,0.3193686008453369,40.0,-0.051425568759441376,0.2729627192020416,33.0,-0.05604401230812073,0.2468421459197998,44.0
50,44068-1778169022417944700,44068,819200,8509,7620,804,85,0.8955223880597015,0.94,0.935,0.004060194827616215,0.07824663817882538,0.30890804529190063,0.28438064455986023,172,161,9,2,0.936046511627907,1.4186046511627908,2.9302325581395348,1.5116279069767442,0.264350950717926,0.01399536058306694,0.003043212927877903,0.001843292498961091,0.003200866747647524,0.013214111328125,1.3214111328125,-0.009639892727136612,0.004060194827616215,0.02720947191119194,0.003446745667606592,0.12666982325245565,0.30000000000000004,0.35427142750771723,-0.04031164678235655,0.4907302251085639,0.3893781304359436,0.042887285351753235,0.4400246739387512,0.4876517951488495,0.5479558706283569,0.6164113879203796,0.2472033616598682,0.33989419178845176,819200.0001000001,2.0967217525467277,0.009518604946606501,0.17291259765625,2.4343393973540515,3.254399999999999e-05,1.3801975781098008,0.9956021006929837,-0.0013421892712674188,0.0002064681393902021,0.0,0.014848323164800767,0.7354513206946649,0.0,2.16418050089851,172.0,0.010498046875,4.0,1.0,0.0,0.0,0.08543983822042467,0.010498046875,0.24391324818134308,0.24140037596225739,0.24392548203468323,,,,,0.0,0.24969482421875,0.261474609375,0.25372314453125,0.235107421875,44,0.9545454545454546,2.9318181818181817,1.3863636363636365,1.5454545454545454,46,0.8913043478260869,2.891304347826087,1.6521739130434783,1.2391304347826086,43,0.9767441860465116,2.9767441860465116,1.4883720930232558,1.4883720930232558,39,0.9230769230769231,2.923076923076923,1.5128205128205128,1.4102564102564104,-0.022437183186411858,0.2787948250770569,44.0,-0.05451430752873421,0.2507600784301758,45.0,-0.013513225130736828,0.23527291417121887,42.0,-0.02020796202123165,0.22020451724529266,41.0
51,44068-1778169022417944700,44068,835584,8679,7777,817,85,0.8960709759188846,0.96,0.93,0.004169469699263573,0.07813845574855804,0.31376972794532776,0.3149292767047882,170,157,13,0,0.9235294117647059,1.5058823529411764,2.9176470588235293,1.411764705882353,0.23419559001922607,0.01342163048684597,0.003317871131002903,0.0019278876716271043,0.0031285169534385204,0.013946533203125,1.3946533203125,-0.009708251804113388,0.004169469699263573,0.02736816368997097,0.003722383501008153,0.1360064758709513,0.30000000000000004,0.3547149600216259,-0.03933094707736018,0.6308758947998285,0.4882029891014099,0.05721556395292282,0.5615904331207275,0.6240732669830322,0.7086633443832397,0.8316804766654968,0.24850858452805433,0.3395477881648471,835584.0001000001,2.1097287628799677,0.007946832205561805,0.15703582763671875,2.725045934552327,2.9594880000000002e-05,1.3819355494342744,0.9968557819984963,0.014812340355544795,0.00010428466626610788,0.0,0.010136215911570129,0.9307604560328855,0.0,2.422144821000984,170.0,0.0103759765625,4.0,3.0,0.0,0.0,0.06226415094339621,0.0103759765625,0.27559539675712585,0.2931883633136749,0.27544471621513367,,,,,0.0,0.2760009765625,0.23284912109375,0.17669677734375,0.314453125,46,0.9130434782608695,2.9130434782608696,1.5,1.4130434782608696,40,0.9,2.875,1.4,1.475,31,0.9032258064516129,2.903225806451613,1.1935483870967742,1.7096774193548387,53,0.9622641509433962,2.9622641509433962,1.471698113207547,1.490566037735849,-0.02792965993285179,0.24170933663845062,44.0,-0.01408892311155796,0.30971983075141907,42.0,-0.01570967212319374,0.2971678376197815,33.0,-0.01845426671206951,0.27492958307266235,51.0
52,44068-1778169022417944700,44068,851968,8852,7936,829,87,0.8965205603253502,0.9,0.93,0.003928714897483587,0.07823009043931961,0.2993547022342682,0.29033446311950684,173,159,12,2,0.9190751445086706,1.3872832369942196,2.930635838150289,1.5433526011560694,0.28121668100357056,0.013592529110610485,0.0030560302548110485,0.001946343807503581,0.0031773378141224384,0.012908935546875,1.2908935546875,-0.009573973715305328,0.003928714897483587,0.026501464657485485,0.00346592478454113,0.13077745143081237,0.30000000000000004,0.3612484287419362,-0.0371815640010027,0.5026075756177306,0.3988436460494995,0.041442129760980606,0.45076441764831543,0.49932217597961426,0.556774377822876,0.6835269927978516,0.24948639448382828,0.3387408084408587,851968.0001000001,2.064255996607244,0.007792928172420943,0.15012359619140625,2.5681721896398813,2.6645760000000012e-05,1.3820169996470213,0.996914535907501,-0.005382860317610039,0.00013322823109984672,0.0,0.011394227515864941,0.7765017676101706,0.0,2.2679573367349803,173.0,0.01055908203125,4.0,3.0,0.0,0.0,0.11463046757164408,0.01055908203125,0.2461487203836441,0.2583533525466919,0.24596434831619263,,,,,0.0,0.29925537109375,0.17852783203125,0.219970703125,0.30224609375,52,0.9423076923076923,2.9423076923076925,1.4423076923076923,1.5,31,0.9032258064516129,2.935483870967742,1.7096774193548387,1.2258064516129032,39,0.8461538461538461,2.871794871794872,1.7179487179487178,1.1538461538461537,51,0.9607843137254902,2.9607843137254903,1.411764705882353,1.5490196078431373,-0.04496106505393982,0.2706920802593231,53.0,-0.09162506461143494,0.2789798974990845,29.0,-0.11385172605514526,0.23781220614910126,38.0,-0.01447913609445095,0.2182646095752716,53.0
53,44068-1778169022417944700,44068,868352,9024,8086,848,90,0.8960549645390071,0.86,0.88,0.0033107269555330276,0.07815039157867432,0.26491329073905945,0.3346234858036041,172,150,19,3,0.872093023255814,1.2674418604651163,2.877906976744186,1.6104651162790697,0.2629302144050598,0.01221313513815403,0.00274658203125,0.0018083795439451933,0.003270996268838644,0.01153564453125,1.153564453125,-0.00966186448931694,0.0033107269555330276,0.02374877966940403,0.003152932096272707,0.13275626722274453,0.30000000000000004,0.40681912101121365,-0.03665339546751056,0.6957811939064413,0.5551846623420715,0.059032898396253586,0.6168889999389648,0.6951904296875,0.7754631042480469,0.828771710395813,0.2497774679980444,0.33867009077475635,868352.0001000001,2.0781172197312117,0.006486735251201026,0.13178253173828125,2.6569749631453305,2.369664e-05,1.3808658425696194,0.996084151604075,-0.007403458261497539,0.00019333470874802194,0.0,0.014028859334132449,0.8351588985881335,0.0,2.2892125438083895,172.0,0.010498046875,4.0,2.0,0.0,0.0,0.07269249163079872,0.010498046875,0.2872835397720337,0.2673758864402771,0.2874367833137512,,,,,0.0,0.247802734375,0.21575927734375,0.297119140625,0.23931884765625,41,0.8780487804878049,2.8780487804878048,1.7073170731707317,1.170731707317073,39,0.8717948717948718,2.8974358974358974,1.6923076923076923,1.205128205128205,51,0.9019607843137255,2.9215686274509802,1.5098039215686274,1.411764705882353,41,0.8292682926829268,2.8048780487804876,1.5609756097560976,1.2439024390243902,-0.07050526142120361,0.2324880212545395,43.0,-0.049404703080654144,0.24503964185714722,38.0,-0.007108788471668959,0.2764248549938202,50.0,-0.06085866689682007,0.3190058171749115,41.0
54,44068-1778169022417944700,44068,884736,9195,8245,860,90,0.8966829798803697,0.9,0.92,0.003481777384877205,0.07847946882247925,0.27548128366470337,0.29870840907096863,171,159,12,0,0.9298245614035088,1.327485380116959,2.91812865497076,1.590643274853801,0.22866559028625488,0.013677977956831455,0.0027136229909956455,0.0018377525266259909,0.0031506542582064867,0.011199951171875,1.1199951171875,-0.009749755263328552,0.003481777384877205,0.024877929128706455,0.0031126955337822436,0.1251137264662518,0.30000000000000004,0.3918880596865737,-0.035818945196297136,0.5822677472606301,0.4888109266757965,0.04888490214943886,0.522912859916687,0.5769823789596558,0.6490662097930908,0.7199500799179077,0.2502534645844102,0.337990767172152,884736.0001000001,2.0754563943482935,0.005997537376742912,0.12456512451171875,2.5200452525168657,2.0747520000000006e-05,1.3814585395157337,0.9965116920765296,0.008819946995058572,7.378795230155236e-05,0.0,0.00855759490730866,0.6916134511629934,0.0,2.1689874879084527,171.0,0.01043701171875,4.0,0.0,0.0,0.0,0.057558507273877346,0.01043701171875,0.26234257221221924,0.2383027970790863,0.26251575350761414,,,,,0.0,0.29248046875,0.18548583984375,0.2647705078125,0.25726318359375,51,0.9607843137254902,2.9607843137254903,1.4509803921568627,1.5098039215686274,31,0.9032258064516129,2.903225806451613,1.6774193548387097,1.2258064516129032,44,0.9318181818181818,2.9318181818181817,1.5454545454545454,1.3863636363636365,45,0.9111111111111111,2.8666666666666667,1.7333333333333334,1.1333333333333333,-0.010872884653508663,0.20832638442516327,49.0,-0.023869588971138,0.25020045042037964,33.0,-0.046933338046073914,0.27449411153793335,44.0,-0.07442072033882141,0.2305077165365219,45.0
55,44068-1778169022417944700,44068,901120,9365,8403,871,91,0.8972770955686065,0.92,0.925,0.003921650815755129,0.07824859023094177,0.275388240814209,0.3273943066596985,170,158,11,1,0.9294117647058824,1.4411764705882353,2.911764705882353,1.4705882352941178,0.22811180353164673,0.013616942800581455,0.002973632887005806,0.0018610715633258224,0.0032013244926929474,0.013092041015625,1.3092041015625,-0.009768065996468067,0.003921650815755129,0.026708983816206455,0.0033786245714873073,0.1264929471592306,0.30000000000000004,0.3657084206296385,-0.03342574589441938,0.6978673019912094,0.5063461661338806,0.06135835126042366,0.6308050751686096,0.6877995729446411,0.783368706703186,0.8841038346290588,0.2507104605158104,0.3378177636777234,901120.0001000001,2.075462854001671,0.0051101843810101855,0.1069488525390625,2.7464527850970626,1.7798399999999995e-05,1.383019701577723,0.9976378324589575,0.020563241329679016,9.407588013973442e-05,0.0,0.009127414464785488,0.8825717104336945,0.0,2.3895137027138844,170.0,0.0103759765625,4.0,0.0,0.0,0.0,0.014423076923076872,0.0103759765625,0.2876393496990204,0.26243191957473755,0.2878255546092987,,,,,0.0,0.2808837890625,0.2232666015625,0.269287109375,0.2265625,48,0.9375,2.9166666666666665,1.4583333333333333,1.4583333333333333,39,0.9230769230769231,2.948717948717949,1.5384615384615385,1.4102564102564104,44,0.9318181818181818,2.909090909090909,1.3636363636363635,1.5454545454545454,39,0.9230769230769231,2.871794871794872,1.5384615384615385,1.3333333333333333,-0.040205735713243484,0.26191064715385437,47.0,0.044288989156484604,0.2391061782836914,39.0,0.01602647267282009,0.2578471601009369,45.0,-0.05759800970554352,0.3088723421096802,39.0
56,44068-1778169022417944700,44068,917504,9535,8553,887,95,0.8970110120608286,0.88,0.9,0.0037300498224794865,0.07713325321674347,0.27768564224243164,0.31420817971229553,170,150,16,4,0.8823529411764706,1.3294117647058823,2.9058823529411764,1.576470588235294,0.25150948762893677,0.01239013671875,0.002969970926642418,0.0017788996919989586,0.0031850277446210384,0.013092041015625,1.3092041015625,-0.009597167372703552,0.0037300498224794865,0.025482177734375,0.0033670851215720178,0.13212971932578324,0.30000000000000004,0.37660795183159806,-0.030343102128426835,0.6242099914234132,0.49532270431518555,0.04813816770911217,0.5603354573249817,0.622409999370575,0.6885218024253845,0.7524628639221191,0.25119216018944757,0.33742956211548375,917504.0001000001,2.0348696364089847,0.004176336535238079,0.08721923828125,2.7924336972646415,1.4849280000000004e-05,1.3841071738861501,0.9984222779121935,-0.006946181390082629,3.480393922261106e-05,0.0,0.005231171361870679,0.8737716489140439,0.0,2.376723290537484,170.0,0.0103759765625,4.0,1.0,0.0,0.0,0.06382978723404253,0.0103759765625,0.27183830738067627,0.26031357049942017,0.2719101011753082,,,,,0.0,0.22149658203125,0.29217529296875,0.270751953125,0.215576171875,38,0.868421052631579,2.8947368421052633,1.5526315789473684,1.3421052631578947,47,0.851063829787234,2.872340425531915,1.6808510638297873,1.1914893617021276,47,0.9148936170212766,2.9574468085106385,1.425531914893617,1.5319148936170213,38,0.8947368421052632,2.8947368421052633,1.6578947368421053,1.236842105263158,-0.022460417822003365,0.27877092361450195,38.0,-0.07192286103963852,0.28534525632858276,48.0,0.023077083751559258,0.2322840541601181,49.0,-0.022262893617153168,0.2586100995540619,35.0
