blue_style,red_style,map,episode_index,episode_seed,blue_score,red_score,win_margin,steps,time_first_red_midfield_cross,time_both_red_enter_blue_territory,time_first_red_flag_touch,time_first_red_capture,time_blue_counterattack_start,time_first_blue_flag_touch,time_first_blue_capture,red_death_count,blue_death_count,red_carrier_death_count,blue_carrier_death_count,red_tag_count,blue_tag_count,red_carrier_tag_count,blue_carrier_tag_count,post_tag_carrier_event_count,post_tag_counterattack_launch_count,post_tag_blue_flag_touch_count,post_tag_blue_capture_before_red_reentry_count,post_tag_mean_steps_to_blue_flag_touch,post_tag_mean_steps_to_red_reentry,op6_regroup_active_steps,op6_regroup_blue_flag_touch_count,op6_regroup_blue_capture_count,op7_mean_red_lateral_separation,op7_blue_opposite_lane_penetration_steps,op7_min_blue0_to_red_flag,op7_min_blue1_to_red_flag,op7_red0_target_switches,op7_red1_target_switches,op7_both_red_target_same_blue_steps,op7_uncovered_lane_steps,op7_max_consecutive_uncovered_lane_steps,op7_mean_uncovered_blue_progress,op7_flag_touch_during_uncovered_lane,split_flag_touch_count,split_pickup_count,split_touches_per_pickup,split_capture_count,split_capture_given_pickup,split_mean_carrier_lifetime,split_mean_max_return_progress,split_mean_teammate_dist_at_pickup,split_mean_sep_before_pickup,split_mean_sep_after_pickup,split_converged_after_pickup_count,split_noncarrier_flag_pressure_steps,split_noncarrier_support_steps,split_mean_red_retarget_latency_after_pickup,split_carrier_loss_tag_count,split_carrier_loss_capture_count,split_carrier_loss_other_count,pre_touch_min_red0_to_blue,pre_touch_min_red1_to_blue,pre_touch_min_any_red_to_blue,pre_touch_steps_red0_one_defender_in_tag_range,pre_touch_steps_red1_one_defender_in_tag_range,pre_touch_steps_red0_two_defenders_in_tag_range,pre_touch_steps_red1_two_defenders_in_tag_range,pre_touch_steps_any_red_two_defenders_in_tag_range,pre_touch_max_consecutive_red0_two_defenders,pre_touch_max_consecutive_red1_two_defenders,pre_touch_max_consecutive_any_red_two_defenders,pre_touch_max_red0_tag_accumulator,pre_touch_max_red1_tag_accumulator,tag_threshold_seconds,tag_required_consecutive_steps,pre_touch_red0_accumulator_reset_count,pre_touch_red1_accumulator_reset_count,pre_touch_reset_defender0_left_radius,pre_touch_reset_defender1_left_radius,pre_touch_reset_red_left_blue_side,pre_touch_reset_defender_left_blue_side,pre_touch_reset_target_switched,pre_touch_reset_defender_became_tagged,pre_touch_reset_red_target_became_tagged,pre_touch_reset_carrier_turn_or_lane_change,pre_touch_reset_other,pre_touch_mean_reset_relative_speed,pre_touch_path_cross_count,turtle_def0_target_red0_steps,turtle_def0_target_red1_steps,turtle_def0_target_blue_flag_steps,turtle_def0_target_red_flag_steps,turtle_def1_target_red0_steps,turtle_def1_target_red1_steps,turtle_def1_target_blue_flag_steps,turtle_def1_target_red_flag_steps,min_turtle_defender_dist_to_blue_flag,mean_turtle_defender_dist_to_blue_flag,final_both_red_forward,final_blue_had_counterattack
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,2,561003,3,0,3,159,6,95,,,7,18,98,0,0,0,0,1,3,0,3,0,0,0,0,,,0,0,0,2.760419893564668,46,0.0,0.0,10,10,32,40,14,5.955484832205424,20,6,6,1.0,2,0.3333333333333333,14.666666666666666,9.700507918993631,8.492626190185547,10.469965816383631,10.068320108408278,3,4,9,0.3333333333333333,3,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,2,561003,1,1,0,240,6,45,88,112,7,14,235,0,0,0,0,0,10,0,3,0,0,0,0,,,0,0,0,2.389220480124156,13,0.0,0.6088501084956743,24,28,86,2,2,5.231435537338257,2,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,3,561004,0,0,0,240,8,100,,,7,13,,0,0,0,0,0,12,0,6,0,0,0,0,,,0,0,0,1.3588955144087473,10,0.0,2.2895462824049875,19,15,52,6,2,5.30602536882673,4,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,3,561004,0,1,-1,240,8,11,77,105,8,60,,0,0,0,0,1,10,0,1,0,0,0,0,,,0,0,0,2.115378036101659,26,0.5802679403223713,0.0,27,33,49,5,4,0.9577306111653646,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.47939828038215637,0.41139352321624756,0.41139352321624756,3,12,0,1,10,0,1,1,0.0,0.4950000047683716,1.0,3,0,1,1,0,0,0,0,0,0,0,0,2.120363418213439,0,26,51,0,1,27,33,0,18,0.9922248125076294,8.363515389710665,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,3,561004,0,0,0,240,87,,,,6,18,,0,0,0,0,2,11,0,8,0,0,0,0,,,0,0,0,2.5863479038079578,56,0.0,0.0,17,15,42,47,17,5.637749095757802,25,9,8,1.125,0,0.0,6.625,3.8048977851867676,8.51432791352272,9.653581815607408,8.5531774646831,2,1,5,0.25,8,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,3,561004,0,1,-1,240,8,45,128,151,7,13,,0,0,0,0,1,8,0,5,0,0,0,0,,,0,0,0,2.3784541845321656,36,0.0,0.7501687543390764,39,41,90,12,5,3.6009493350982664,5,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,0,0,0,240,100,101,,,7,37,,0,0,0,0,1,10,0,4,0,0,0,0,,,0,0,0,1.7502164284388224,33,0.0,2.0978669302472337,19,15,48,28,6,3.3857702386790307,12,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,0,0,0,240,7,47,180,,7,202,,0,0,0,0,2,14,1,1,1,1,1,0,19.0,1.0,0,0,0,1.8299509058396022,5,4.427804571925846,0.0,25,29,31,3,3,0.8510780334472656,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.49184268712997437,0.708497166633606,0.49184268712997437,9,11,3,2,43,3,2,3,0.4950000047683716,0.9900000095367432,1.0,3,1,1,1,2,1,0,0,0,0,0,0,1.0093480606718015,2,73,106,0,2,69,108,0,4,0.406856894493103,7.481772315626343,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,1,1,0,240,7,45,50,70,6,21,54,0,0,0,0,1,9,0,7,0,0,0,0,,,0,0,0,3.172893544038137,80,0.0,0.0,17,21,58,53,16,5.675664523862443,19,10,8,1.25,1,0.125,9.375,5.600371062755585,7.287605196237564,8.70095136346239,8.455444482167563,3,4,7,0.0,7,1,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,4,561005,0,1,-1,240,101,132,134,155,7,99,,0,0,0,0,2,12,0,3,0,0,0,0,,,0,0,0,2.0922097990910213,19,0.0,0.7913601869192786,39,43,83,6,4,1.246517817179362,4,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,0,0,0,240,5,6,,,9,16,,0,0,0,0,0,12,0,5,0,0,0,0,,,0,0,0,0.9226166531443596,22,0.0,2.78774738177158,19,20,64,20,8,3.5171045373987266,5,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,0,0,0,240,5,6,,,11,,,0,0,0,0,2,14,0,0,0,0,0,0,,,0,0,0,1.3954435621698698,7,3.018755588204978,2.8643247873744286,29,33,34,0,0,,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.5435775518417358,0.4936012625694275,0.4936012625694275,12,7,5,3,62,3,3,3,0.9900000095367432,0.4950000047683716,1.0,3,2,1,3,1,1,0,2,0,1,0,0,1.398200170586126,1,125,103,0,12,124,96,0,20,0.17986121773719788,7.759217718802392,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,3,1,2,144,5,6,53,84,10,21,56,0,0,0,0,1,2,1,2,1,1,1,0,15.0,1.0,0,0,0,2.6881885387831264,49,0.0,0.0,11,12,56,46,21,5.96205505248039,27,5,5,1.0,2,0.4,17.4,10.349486255645752,7.7580263137817385,10.106479331066733,9.799172487752191,1,2,3,0.4,2,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,5,561006,0,1,-1,240,5,6,50,76,9,16,,0,0,0,0,0,11,0,5,0,0,0,0,,,0,0,0,1.3908925160765648,33,0.0,0.3238696180838396,39,39,110,8,2,4.944082339604695,8,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,6,561007,0,1,-1,240,6,7,150,176,8,16,,0,0,0,0,2,9,0,4,0,0,0,0,,,0,0,0,2.5027204394340514,46,0.0,1.0708593495749879,25,11,55,36,8,2.847441945757185,16,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,6,561007,0,1,-1,240,6,7,15,105,28,104,,0,0,0,0,8,8,5,2,5,5,5,0,64.2,1.0,0,0,0,3.0868371466795606,22,0.7368925386204609,0.0,27,29,19,13,6,1.4672735333442688,0,0,0,,0,,,,,,,0,0,0,,0,0,0,2.6878886222839355,0.9081517457962036,0.9081517457962036,0,10,0,2,2,0,1,1,0.0,0.4950000047683716,1.0,3,0,1,0,1,0,0,0,0,0,0,0,1.7626554103326528,0,0,16,0,0,0,16,0,0,0.2617463767528534,7.457575593826672,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,6,561007,3,0,3,151,6,7,,,13,24,45,0,0,0,0,1,2,0,2,0,0,0,0,,,0,0,0,2.9797552310867816,41,0.0,0.0,7,9,45,39,21,4.986287297873662,25,5,5,1.0,2,0.4,17.8,10.406411170959473,9.838754558563233,9.414586683434825,11.062096238136292,2,3,6,0.2,2,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,6,561007,0,0,0,240,6,7,,,9,16,,0,0,0,0,2,10,0,4,0,0,0,0,,,0,0,0,1.818781328201294,31,0.0,0.6903121649186423,37,37,99,11,3,2.306032551659478,11,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,7,561008,0,0,0,240,8,120,,,8,15,,0,0,0,0,0,11,0,6,0,0,0,0,,,0,0,0,2.1127875447273254,22,0.0,2.3148225766382042,15,17,57,19,6,4.2007607911762435,7,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,7,561008,0,1,-1,240,8,9,18,45,31,46,,0,0,0,0,3,10,0,1,0,0,0,0,,,0,0,0,2.2755156566699344,7,0.0,0.9513593577658394,26,24,32,3,2,2.424675941467285,3,0,0,,0,,,,,,,0,0,0,,0,0,0,0.7525757551193237,1.7532799243927002,0.7525757551193237,3,1,2,1,6,2,1,2,0.9900000095367432,0.4950000047683716,1.0,3,1,0,1,1,1,0,0,0,1,0,0,0.9309415942087849,0,10,9,0,0,10,9,0,0,0.3922806978225708,7.700654823457201,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,7,561008,0,0,0,240,8,235,,,8,19,,0,0,0,0,1,9,0,8,0,0,0,0,,,0,0,0,2.349835099776586,39,0.0,0.0,19,17,56,36,25,5.745225107347643,16,10,9,1.1111111111111112,0,0.0,10.222222222222221,6.0650924113061695,9.541979683770073,9.307158044866613,7.857606877451357,4,7,15,0.3333333333333333,8,0,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,7,561008,0,1,-1,240,8,9,87,107,9,16,,0,0,0,0,1,11,0,6,0,0,0,0,,,0,0,0,2.6349688400824864,35,0.0,0.7122414470200932,30,30,101,4,2,5.39179801940918,4,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,8,561009,0,1,-1,240,5,7,131,157,8,16,,0,0,0,0,0,12,0,5,0,0,0,0,,,0,0,0,2.2795264184474946,16,0.0,2.6120047522598533,14,14,53,13,8,4.4629121193519,6,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,8,561009,0,1,-1,240,5,7,16,46,30,47,,0,0,0,0,1,14,0,1,0,0,0,0,,,0,0,0,2.422077946861585,10,1.0596824888265561,0.0,36,32,54,2,2,3.0263891220092773,2,0,0,,0,,,,,,,0,0,0,,0,0,0,0.8278566598892212,1.2941935062408447,0.8278566598892212,2,5,2,0,4,2,0,2,0.9900000095367432,0.0,1.0,3,1,0,1,1,1,0,0,0,1,0,0,1.3235827610186632,0,9,8,0,0,9,8,0,0,1.2073955535888672,8.132386366526285,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,8,561009,3,1,2,173,5,7,53,84,9,21,58,0,0,0,0,1,4,0,4,0,0,0,0,,,0,0,0,3.472059911386126,42,0.0,0.0,10,12,39,40,25,5.8076025581359865,21,6,7,0.8571428571428571,2,0.2857142857142857,14.285714285714286,9.029643416404724,10.156622886657715,10.277008249335093,10.423537001609802,1,1,1,0.2857142857142857,4,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,8,561009,0,2,-2,240,5,7,50,71,8,16,,0,0,0,0,1,11,0,5,0,0,0,0,,,0,0,0,2.1711037317911783,37,0.0,0.411623974676378,32,34,98,7,2,4.143387031555176,6,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,0,0,0,240,7,126,,,8,14,,0,0,0,0,0,13,0,5,0,0,0,0,,,0,0,0,1.0070672849814097,9,0.0,2.1139060656925155,15,17,51,5,3,6.075602213541667,5,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,0,0,0,240,11,103,77,,11,237,,0,0,0,0,5,11,3,0,3,3,3,0,139.0,1.0,0,0,0,1.7133892357349396,0,3.56745936174881,0.0,36,32,21,0,0,,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.4707864820957184,0.7572814226150513,0.4707864820957184,0,11,0,2,25,0,1,1,0.0,0.4950000047683716,1.0,3,0,2,2,1,1,0,0,0,0,0,0,1.6442249478738973,1,47,30,0,1,44,34,0,0,0.3308943808078766,6.886197801058491,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,0,0,0,240,7,,,,8,19,,0,0,0,0,1,10,0,7,0,0,0,0,,,0,0,0,1.176170848806699,35,0.0,0.0,20,18,57,34,10,4.293696263257195,5,8,8,1.0,0,0.0,8.75,5.642057180404663,9.623377740383148,9.436970872738781,7.429260638781956,3,6,13,0.125,7,0,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,9,561010,1,1,0,240,7,48,151,182,8,15,,0,0,0,0,1,7,1,4,1,1,1,0,1.0,1.0,0,0,0,1.9769558231035869,35,0.0,0.7583048158797824,32,29,100,15,5,2.878076116243998,15,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,10,561011,0,0,0,240,7,8,,,8,15,,0,0,0,0,0,11,0,4,0,0,0,0,,,0,0,0,1.969089874625206,38,0.0,1.966103293327625,14,18,53,19,7,2.5920752977070056,9,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
