policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,wall_collision_source,stuck_steps,stuck_source,repeated_blocked_movement,upper_lane_use,lower_lane_use,route_switches,route_source,episode_steps
candidate,map_b_split_lane,OP8,OP8,OP8,7033,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,5.0,7.0,5.0,episode_info,135
baseline,map_b_split_lane,OP8,OP8,OP8,7034,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,8.0,4.0,3.0,episode_info,118
candidate,map_b_split_lane,OP8,OP8,OP8,7034,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,102
baseline,map_b_split_lane,OP8,OP8,OP8,7035,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,11.0,4.0,episode_info,152
candidate,map_b_split_lane,OP8,OP8,OP8,7035,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,2.0,7.0,4.0,episode_info,104
baseline,map_b_split_lane,OP8,OP8,OP8,7036,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,15.0,1.0,episode_info,122
candidate,map_b_split_lane,OP8,OP8,OP8,7036,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,15.0,1.0,episode_info,140
baseline,map_b_split_lane,OP8,OP8,OP8,7037,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,9.0,4.0,episode_info,128
candidate,map_b_split_lane,OP8,OP8,OP8,7037,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,11.0,4.0,episode_info,134
baseline,map_b_split_lane,OP8,OP8,OP8,7038,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,111
candidate,map_b_split_lane,OP8,OP8,OP8,7038,3.0,2.0,1,0,0,1.0,,unavailable,5.0,position_proxy,2.0,3.0,15.0,1.0,episode_info,166
baseline,map_b_split_lane,OP8,OP8,OP8,7039,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,4.0,12.0,3.0,episode_info,143
candidate,map_b_split_lane,OP8,OP8,OP8,7039,3.0,3.0,0,0,1,0.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,122
baseline,map_b_split_lane,OP8,OP8,OP8,7040,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,13.0,5.0,3.0,episode_info,172
candidate,map_b_split_lane,OP8,OP8,OP8,7040,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,7.0,5.0,2.0,episode_info,138
baseline,map_b_split_lane,OP8,OP8,OP8,7041,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,5.0,4.0,episode_info,117
candidate,map_b_split_lane,OP8,OP8,OP8,7041,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,5.0,episode_info,112
baseline,map_b_split_lane,OP8,OP8,OP8,7042,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,16.0,0.0,episode_info,142
candidate,map_b_split_lane,OP8,OP8,OP8,7042,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,101
baseline,map_b_split_lane,OP8,OP8,OP8,7043,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,12.0,3.0,episode_info,98
candidate,map_b_split_lane,OP8,OP8,OP8,7043,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,4.0,episode_info,104
baseline,map_b_split_lane,OP8,OP8,OP8,7044,3.0,1.0,1,0,0,2.0,,unavailable,3.0,position_proxy,1.0,6.0,6.0,2.0,episode_info,107
candidate,map_b_split_lane,OP8,OP8,OP8,7044,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,9.0,2.0,3.0,episode_info,119
baseline,map_b_split_lane,OP8,OP8,OP8,7045,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,9.0,2.0,3.0,episode_info,119
candidate,map_b_split_lane,OP8,OP8,OP8,7045,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,2.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7046,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,115
candidate,map_b_split_lane,OP8,OP8,OP8,7046,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,2.0,episode_info,105
baseline,map_b_split_lane,OP8,OP8,OP8,7047,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,9.0,3.0,2.0,episode_info,143
candidate,map_b_split_lane,OP8,OP8,OP8,7047,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,11.0,3.0,episode_info,131
baseline,map_b_split_lane,OP8,OP8,OP8,7048,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,122
candidate,map_b_split_lane,OP8,OP8,OP8,7048,3.0,0.0,1,0,0,3.0,,unavailable,1.0,position_proxy,1.0,2.0,9.0,2.0,episode_info,119
baseline,map_b_split_lane,OP8,OP8,OP8,7049,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7049,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,13.0,1.0,episode_info,141
baseline,map_b_split_lane,OP8,OP8,OP8,7050,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,3.0,episode_info,110
candidate,map_b_split_lane,OP8,OP8,OP8,7050,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,10.0,2.0,3.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7051,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,105
candidate,map_b_split_lane,OP8,OP8,OP8,7051,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,104
baseline,map_b_split_lane,OP8,OP8,OP8,7052,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,7.0,1.0,1.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7052,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,3.0,episode_info,116
baseline,map_b_split_lane,OP8,OP8,OP8,7053,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,6.0,5.0,2.0,episode_info,114
candidate,map_b_split_lane,OP8,OP8,OP8,7053,3.0,1.0,1,0,0,2.0,,unavailable,2.0,position_proxy,1.0,7.0,4.0,3.0,episode_info,112
baseline,map_b_split_lane,OP8,OP8,OP8,7054,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,4.0,episode_info,99
candidate,map_b_split_lane,OP8,OP8,OP8,7054,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,106
baseline,map_b_split_lane,OP8,OP8,OP8,7055,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,7.0,3.0,episode_info,109
candidate,map_b_split_lane,OP8,OP8,OP8,7055,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,11.0,1.0,1.0,episode_info,111
baseline,map_b_split_lane,OP8,OP8,OP8,7056,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,101
candidate,map_b_split_lane,OP8,OP8,OP8,7056,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,8.0,4.0,episode_info,109
baseline,map_b_split_lane,OP8,OP8,OP8,7057,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,10.0,3.0,episode_info,111
candidate,map_b_split_lane,OP8,OP8,OP8,7057,3.0,1.0,1,0,0,2.0,,unavailable,4.0,position_proxy,2.0,3.0,7.0,4.0,episode_info,106
baseline,map_b_split_lane,OP8,OP8,OP8,7058,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,3.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7058,3.0,2.0,1,0,0,1.0,,unavailable,6.0,position_proxy,2.0,7.0,7.0,3.0,episode_info,142
baseline,map_b_split_lane,OP8,OP8,OP8,7059,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,3.0,9.0,5.0,episode_info,105
candidate,map_b_split_lane,OP8,OP8,OP8,7059,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,114
baseline,map_b_split_lane,OP8,OP8,OP8,7060,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,2.0,episode_info,119
candidate,map_b_split_lane,OP8,OP8,OP8,7060,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,2.0,episode_info,123
baseline,map_b_split_lane,OP8,OP8,OP8,7061,3.0,1.0,1,0,0,2.0,,unavailable,3.0,position_proxy,1.0,2.0,7.0,2.0,episode_info,96
candidate,map_b_split_lane,OP8,OP8,OP8,7061,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,4.0,15.0,4.0,episode_info,165
baseline,map_b_split_lane,OP8,OP8,OP8,7062,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,6.0,3.0,episode_info,96
candidate,map_b_split_lane,OP8,OP8,OP8,7062,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,5.0,7.0,5.0,episode_info,131
baseline,map_b_split_lane,OP8,OP8,OP8,7063,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,107
candidate,map_b_split_lane,OP8,OP8,OP8,7063,3.0,0.0,1,0,0,3.0,,unavailable,4.0,position_proxy,1.0,2.0,8.0,3.0,episode_info,91
baseline,map_b_split_lane,OP8,OP8,OP8,7064,3.0,2.0,1,0,0,1.0,,unavailable,5.0,position_proxy,2.0,3.0,9.0,2.0,episode_info,117
candidate,map_b_split_lane,OP8,OP8,OP8,7064,3.0,2.0,1,0,0,1.0,,unavailable,2.0,position_proxy,1.0,1.0,13.0,1.0,episode_info,111
baseline,map_b_split_lane,OP8,OP8,OP8,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,2.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7065,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,9.0,1.0,episode_info,112
baseline,map_b_split_lane,OP8,OP8,OP8,7066,3.0,1.0,1,0,0,2.0,,unavailable,3.0,position_proxy,1.0,7.0,4.0,4.0,episode_info,108
candidate,map_b_split_lane,OP8,OP8,OP8,7066,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,8.0,5.0,5.0,episode_info,135
baseline,map_b_split_lane,OP8,OP8,OP8,7067,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,6.0,2.0,episode_info,96
candidate,map_b_split_lane,OP8,OP8,OP8,7067,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,3.0,7.0,3.0,episode_info,96
baseline,map_b_split_lane,OP8,OP8,OP8,7068,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,119
candidate,map_b_split_lane,OP8,OP8,OP8,7068,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,9.0,3.0,2.0,episode_info,114
baseline,map_b_split_lane,OP8,OP8,OP8,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,11.0,4.0,episode_info,99
candidate,map_b_split_lane,OP8,OP8,OP8,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,104
baseline,map_b_split_lane,OP8,OP8,OP8,7070,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,107
candidate,map_b_split_lane,OP8,OP8,OP8,7070,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,3.0,episode_info,110
baseline,map_b_split_lane,OP8,OP8,OP8,7071,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,13.0,2.0,episode_info,156
candidate,map_b_split_lane,OP8,OP8,OP8,7071,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,3.0,episode_info,102
baseline,map_b_split_lane,OP8,OP8,OP8,7072,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,114
candidate,map_b_split_lane,OP8,OP8,OP8,7072,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,9.0,4.0,episode_info,107
baseline,map_b_split_lane,OP8,OP8,OP8,7073,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,5.0,1.0,episode_info,95
candidate,map_b_split_lane,OP8,OP8,OP8,7073,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,13.0,1.0,episode_info,96
baseline,map_b_split_lane,OP8,OP8,OP8,7074,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,1.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7074,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,122
baseline,map_b_split_lane,OP8,OP8,OP8,7075,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,7.0,2.0,3.0,episode_info,113
candidate,map_b_split_lane,OP8,OP8,OP8,7075,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,107
baseline,map_b_split_lane,OP8,OP8,OP8,7076,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,110
candidate,map_b_split_lane,OP8,OP8,OP8,7076,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,99
baseline,map_b_split_lane,OP8,OP8,OP8,7077,3.0,2.0,1,0,0,1.0,,unavailable,2.0,position_proxy,1.0,3.0,7.0,2.0,episode_info,119
candidate,map_b_split_lane,OP8,OP8,OP8,7077,1.0,3.0,0,1,0,-2.0,,unavailable,0.0,position_proxy,0.0,8.0,6.0,4.0,episode_info,131
baseline,map_b_split_lane,OP8,OP8,OP8,7078,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,5.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7078,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,2.0,episode_info,102
baseline,map_b_split_lane,OP8,OP8,OP8,7079,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,10.0,2.0,1.0,episode_info,131
candidate,map_b_split_lane,OP8,OP8,OP8,7079,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,6.0,5.0,episode_info,125
baseline,map_b_split_lane,OP8,OP8,OP8,7080,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,131
candidate,map_b_split_lane,OP8,OP8,OP8,7080,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,3.0,9.0,2.0,episode_info,136
baseline,map_b_split_lane,OP8,OP8,OP8,7081,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,2.0,episode_info,129
candidate,map_b_split_lane,OP8,OP8,OP8,7081,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,2.0,episode_info,110
baseline,map_b_split_lane,OP8,OP8,OP8,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,123
candidate,map_b_split_lane,OP8,OP8,OP8,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,3.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7083,3.0,1.0,1,0,0,2.0,,unavailable,2.0,position_proxy,1.0,2.0,10.0,4.0,episode_info,111
candidate,map_b_split_lane,OP8,OP8,OP8,7083,3.0,0.0,1,0,0,3.0,,unavailable,7.0,position_proxy,1.0,2.0,10.0,1.0,episode_info,98
baseline,map_b_split_lane,OP8,OP8,OP8,7084,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,115
candidate,map_b_split_lane,OP8,OP8,OP8,7084,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,2.0,9.0,2.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7085,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,7.0,3.0,episode_info,106
candidate,map_b_split_lane,OP8,OP8,OP8,7085,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,2.0,13.0,3.0,episode_info,151
baseline,map_b_split_lane,OP8,OP8,OP8,7086,3.0,2.0,1,0,0,1.0,,unavailable,5.0,position_proxy,1.0,5.0,11.0,5.0,episode_info,175
candidate,map_b_split_lane,OP8,OP8,OP8,7086,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,4.0,3.0,episode_info,110
baseline,map_b_split_lane,OP8,OP8,OP8,7087,3.0,2.0,1,0,0,1.0,,unavailable,2.0,position_proxy,2.0,2.0,10.0,1.0,episode_info,119
candidate,map_b_split_lane,OP8,OP8,OP8,7087,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,1.0,episode_info,102
baseline,map_b_split_lane,OP8,OP8,OP8,7088,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,7.0,1.0,episode_info,97
candidate,map_b_split_lane,OP8,OP8,OP8,7088,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,4.0,5.0,episode_info,123
baseline,map_b_split_lane,OP8,OP8,OP8,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,108
candidate,map_b_split_lane,OP8,OP8,OP8,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,7.0,1.0,episode_info,93
baseline,map_b_split_lane,OP8,OP8,OP8,7090,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,9.0,2.0,3.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7090,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,4.0,10.0,2.0,episode_info,133
baseline,map_b_split_lane,OP8,OP8,OP8,7091,3.0,1.0,1,0,0,2.0,,unavailable,6.0,position_proxy,1.0,3.0,9.0,4.0,episode_info,130
candidate,map_b_split_lane,OP8,OP8,OP8,7091,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,18.0,3.0,episode_info,134
baseline,map_b_split_lane,OP8,OP8,OP8,7092,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,12.0,4.0,episode_info,136
candidate,map_b_split_lane,OP8,OP8,OP8,7092,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,4.0,episode_info,127
baseline,map_b_split_lane,OP8,OP8,OP8,7093,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,112
candidate,map_b_split_lane,OP8,OP8,OP8,7093,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,115
baseline,map_b_split_lane,OP8,OP8,OP8,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,20.0,0.0,episode_info,176
candidate,map_b_split_lane,OP8,OP8,OP8,7094,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,4.0,episode_info,118
baseline,map_b_split_lane,OP8,OP8,OP8,7095,3.0,0.0,1,0,0,3.0,,unavailable,1.0,position_proxy,1.0,0.0,12.0,0.0,episode_info,114
candidate,map_b_split_lane,OP8,OP8,OP8,7095,3.0,0.0,1,0,0,3.0,,unavailable,1.0,position_proxy,1.0,0.0,12.0,0.0,episode_info,115
baseline,map_b_split_lane,OP8,OP8,OP8,7096,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,4.0,9.0,2.0,episode_info,120
candidate,map_b_split_lane,OP8,OP8,OP8,7096,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,4.0,10.0,3.0,episode_info,120
baseline,map_b_split_lane,OP8,OP8,OP8,7097,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,7.0,3.0,3.0,episode_info,122
candidate,map_b_split_lane,OP8,OP8,OP8,7097,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,6.0,8.0,3.0,episode_info,130
baseline,map_b_split_lane,OP8,OP8,OP8,7098,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,2.0,10.0,2.0,episode_info,110
candidate,map_b_split_lane,OP8,OP8,OP8,7098,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,1.0,8.0,2.0,episode_info,99
baseline,map_b_split_lane,OP8,OP8,OP8,7099,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,2.0,episode_info,98
candidate,map_b_split_lane,OP8,OP8,OP8,7099,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,8.0,3.0,episode_info,99
baseline,map_b_split_lane,OP9,OP9,OP9,7000,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,0.0,11.0,1.0,episode_info,110
candidate,map_b_split_lane,OP9,OP9,OP9,7000,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,2.0,episode_info,113
baseline,map_b_split_lane,OP9,OP9,OP9,7001,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,11.0,3.0,episode_info,113
candidate,map_b_split_lane,OP9,OP9,OP9,7001,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,10.0,1.0,episode_info,105
baseline,map_b_split_lane,OP9,OP9,OP9,7002,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,7.0,3.0,episode_info,96
candidate,map_b_split_lane,OP9,OP9,OP9,7002,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,6.0,3.0,episode_info,93
baseline,map_b_split_lane,OP9,OP9,OP9,7003,3.0,1.0,1,0,0,2.0,,unavailable,7.0,position_proxy,1.0,2.0,6.0,1.0,episode_info,103
candidate,map_b_split_lane,OP9,OP9,OP9,7003,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,7.0,2.0,episode_info,103
baseline,map_b_split_lane,OP9,OP9,OP9,7004,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,4.0,episode_info,123
candidate,map_b_split_lane,OP9,OP9,OP9,7004,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,107
baseline,map_b_split_lane,OP9,OP9,OP9,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,111
candidate,map_b_split_lane,OP9,OP9,OP9,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,85
baseline,map_b_split_lane,OP9,OP9,OP9,7006,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,9.0,1.0,episode_info,102
candidate,map_b_split_lane,OP9,OP9,OP9,7006,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,6.0,3.0,episode_info,100
baseline,map_b_split_lane,OP9,OP9,OP9,7007,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,10.0,0.0,episode_info,99
candidate,map_b_split_lane,OP9,OP9,OP9,7007,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,104
baseline,map_b_split_lane,OP9,OP9,OP9,7008,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,103
candidate,map_b_split_lane,OP9,OP9,OP9,7008,3.0,1.0,1,0,0,2.0,,unavailable,7.0,position_proxy,1.0,2.0,7.0,2.0,episode_info,94
baseline,map_b_split_lane,OP9,OP9,OP9,7009,3.0,1.0,1,0,0,2.0,,unavailable,1.0,position_proxy,1.0,10.0,2.0,4.0,episode_info,113
candidate,map_b_split_lane,OP9,OP9,OP9,7009,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,11.0,2.0,4.0,episode_info,112
baseline,map_b_split_lane,OP9,OP9,OP9,7010,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,3.0,9.0,3.0,episode_info,108
candidate,map_b_split_lane,OP9,OP9,OP9,7010,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,1.0,11.0,1.0,episode_info,115
baseline,map_b_split_lane,OP9,OP9,OP9,7011,3.0,2.0,1,0,0,1.0,,unavailable,1.0,position_proxy,1.0,2.0,12.0,3.0,episode_info,154
candidate,map_b_split_lane,OP9,OP9,OP9,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,4.0,8.0,3.0,episode_info,109
baseline,map_b_split_lane,OP9,OP9,OP9,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,12.0,0.0,0.0,episode_info,117
candidate,map_b_split_lane,OP9,OP9,OP9,7012,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,6.0,4.0,3.0,episode_info,128
baseline,map_b_split_lane,OP9,OP9,OP9,7013,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,11.0,1.0,episode_info,105
candidate,map_b_split_lane,OP9,OP9,OP9,7013,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,12.0,0.0,episode_info,110
baseline,map_b_split_lane,OP9,OP9,OP9,7014,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,2.0,10.0,3.0,episode_info,124
candidate,map_b_split_lane,OP9,OP9,OP9,7014,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,8.0,4.0,4.0,episode_info,131
