policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,wall_collision_source,stuck_steps,stuck_source,repeated_blocked_movement,upper_lane_use,lower_lane_use,route_switches,route_source,episode_steps
baseline,map_a_open,OP9,OP9,OP9,7066,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,106
candidate,map_a_open,OP9,OP9,OP9,7066,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,89
baseline,map_a_open,OP9,OP9,OP9,7067,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,84
candidate,map_a_open,OP9,OP9,OP9,7067,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7068,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7068,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,71
baseline,map_a_open,OP9,OP9,OP9,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,69
candidate,map_a_open,OP9,OP9,OP9,7069,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,76
baseline,map_a_open,OP9,OP9,OP9,7070,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
candidate,map_a_open,OP9,OP9,OP9,7070,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7071,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,68
candidate,map_a_open,OP9,OP9,OP9,7071,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,75
baseline,map_a_open,OP9,OP9,OP9,7072,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7072,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,79
baseline,map_a_open,OP9,OP9,OP9,7073,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,74
candidate,map_a_open,OP9,OP9,OP9,7073,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,83
baseline,map_a_open,OP9,OP9,OP9,7074,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,73
candidate,map_a_open,OP9,OP9,OP9,7074,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,84
baseline,map_a_open,OP9,OP9,OP9,7075,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,82
candidate,map_a_open,OP9,OP9,OP9,7075,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,89
baseline,map_a_open,OP9,OP9,OP9,7076,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,82
candidate,map_a_open,OP9,OP9,OP9,7076,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7077,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,67
candidate,map_a_open,OP9,OP9,OP9,7077,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,79
baseline,map_a_open,OP9,OP9,OP9,7078,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,77
candidate,map_a_open,OP9,OP9,OP9,7078,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,67
baseline,map_a_open,OP9,OP9,OP9,7079,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
candidate,map_a_open,OP9,OP9,OP9,7079,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,83
baseline,map_a_open,OP9,OP9,OP9,7080,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
candidate,map_a_open,OP9,OP9,OP9,7080,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7081,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
candidate,map_a_open,OP9,OP9,OP9,7081,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,82
baseline,map_a_open,OP9,OP9,OP9,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,71
candidate,map_a_open,OP9,OP9,OP9,7082,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7083,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,84
candidate,map_a_open,OP9,OP9,OP9,7083,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7084,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,85
candidate,map_a_open,OP9,OP9,OP9,7084,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,86
baseline,map_a_open,OP9,OP9,OP9,7085,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,81
candidate,map_a_open,OP9,OP9,OP9,7085,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,80
baseline,map_a_open,OP9,OP9,OP9,7086,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,72
candidate,map_a_open,OP9,OP9,OP9,7086,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,11.0,episode_info,108
baseline,map_a_open,OP9,OP9,OP9,7087,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,90
candidate,map_a_open,OP9,OP9,OP9,7087,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,89
baseline,map_a_open,OP9,OP9,OP9,7088,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,75
candidate,map_a_open,OP9,OP9,OP9,7088,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,70
candidate,map_a_open,OP9,OP9,OP9,7089,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,74
baseline,map_a_open,OP9,OP9,OP9,7090,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,66
candidate,map_a_open,OP9,OP9,OP9,7090,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
baseline,map_a_open,OP9,OP9,OP9,7091,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,82
candidate,map_a_open,OP9,OP9,OP9,7091,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
baseline,map_a_open,OP9,OP9,OP9,7092,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,13.0,episode_info,135
candidate,map_a_open,OP9,OP9,OP9,7092,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,65
baseline,map_a_open,OP9,OP9,OP9,7093,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,81
candidate,map_a_open,OP9,OP9,OP9,7093,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,11.0,episode_info,130
baseline,map_a_open,OP9,OP9,OP9,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,79
candidate,map_a_open,OP9,OP9,OP9,7094,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,71
baseline,map_a_open,OP9,OP9,OP9,7095,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
candidate,map_a_open,OP9,OP9,OP9,7095,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,76
baseline,map_a_open,OP9,OP9,OP9,7096,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,92
candidate,map_a_open,OP9,OP9,OP9,7096,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
baseline,map_a_open,OP9,OP9,OP9,7097,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
candidate,map_a_open,OP9,OP9,OP9,7097,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
baseline,map_a_open,OP9,OP9,OP9,7098,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,70
candidate,map_a_open,OP9,OP9,OP9,7098,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,85
baseline,map_a_open,OP9,OP9,OP9,7099,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,87
candidate,map_a_open,OP9,OP9,OP9,7099,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,97
baseline,map_a_open,OP10,OP10,OP10,7000,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,82
candidate,map_a_open,OP10,OP10,OP10,7000,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
baseline,map_a_open,OP10,OP10,OP10,7001,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,89
candidate,map_a_open,OP10,OP10,OP10,7001,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7002,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7002,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,89
baseline,map_a_open,OP10,OP10,OP10,7003,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7003,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,78
baseline,map_a_open,OP10,OP10,OP10,7004,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,99
candidate,map_a_open,OP10,OP10,OP10,7004,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,87
baseline,map_a_open,OP10,OP10,OP10,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7005,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7006,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,68
candidate,map_a_open,OP10,OP10,OP10,7006,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7007,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7007,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,85
baseline,map_a_open,OP10,OP10,OP10,7008,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,78
candidate,map_a_open,OP10,OP10,OP10,7008,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7009,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,69
candidate,map_a_open,OP10,OP10,OP10,7009,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
baseline,map_a_open,OP10,OP10,OP10,7010,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7010,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,67
baseline,map_a_open,OP10,OP10,OP10,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7011,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,64
baseline,map_a_open,OP10,OP10,OP10,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,87
candidate,map_a_open,OP10,OP10,OP10,7012,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7013,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,68
candidate,map_a_open,OP10,OP10,OP10,7013,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,91
baseline,map_a_open,OP10,OP10,OP10,7014,3.0,0.0,1,0,0,3.0,,unavailable,3.0,position_proxy,1.0,0.0,0.0,4.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7014,3.0,0.0,1,0,0,3.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,80
baseline,map_a_open,OP10,OP10,OP10,7015,2.0,3.0,0,1,0,-1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,94
candidate,map_a_open,OP10,OP10,OP10,7015,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7016,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
candidate,map_a_open,OP10,OP10,OP10,7016,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7017,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7017,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,88
baseline,map_a_open,OP10,OP10,OP10,7018,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,82
candidate,map_a_open,OP10,OP10,OP10,7018,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,84
baseline,map_a_open,OP10,OP10,OP10,7019,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,67
candidate,map_a_open,OP10,OP10,OP10,7019,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,85
baseline,map_a_open,OP10,OP10,OP10,7020,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,75
candidate,map_a_open,OP10,OP10,OP10,7020,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,86
baseline,map_a_open,OP10,OP10,OP10,7021,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,75
candidate,map_a_open,OP10,OP10,OP10,7021,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,76
baseline,map_a_open,OP10,OP10,OP10,7022,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,80
candidate,map_a_open,OP10,OP10,OP10,7022,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,84
baseline,map_a_open,OP10,OP10,OP10,7023,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,91
candidate,map_a_open,OP10,OP10,OP10,7023,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,70
baseline,map_a_open,OP10,OP10,OP10,7024,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,80
candidate,map_a_open,OP10,OP10,OP10,7024,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,93
baseline,map_a_open,OP10,OP10,OP10,7025,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,83
candidate,map_a_open,OP10,OP10,OP10,7025,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,72
baseline,map_a_open,OP10,OP10,OP10,7026,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
candidate,map_a_open,OP10,OP10,OP10,7026,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,82
baseline,map_a_open,OP10,OP10,OP10,7027,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,70
candidate,map_a_open,OP10,OP10,OP10,7027,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7028,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7028,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,83
baseline,map_a_open,OP10,OP10,OP10,7029,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,88
candidate,map_a_open,OP10,OP10,OP10,7029,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7030,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,116
candidate,map_a_open,OP10,OP10,OP10,7030,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,121
baseline,map_a_open,OP10,OP10,OP10,7031,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,114
candidate,map_a_open,OP10,OP10,OP10,7031,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,81
baseline,map_a_open,OP10,OP10,OP10,7032,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,77
candidate,map_a_open,OP10,OP10,OP10,7032,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,85
baseline,map_a_open,OP10,OP10,OP10,7033,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,86
candidate,map_a_open,OP10,OP10,OP10,7033,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,84
baseline,map_a_open,OP10,OP10,OP10,7034,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,79
candidate,map_a_open,OP10,OP10,OP10,7034,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,70
baseline,map_a_open,OP10,OP10,OP10,7035,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,79
candidate,map_a_open,OP10,OP10,OP10,7035,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7036,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7036,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,87
baseline,map_a_open,OP10,OP10,OP10,7037,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,67
candidate,map_a_open,OP10,OP10,OP10,7037,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7038,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,73
candidate,map_a_open,OP10,OP10,OP10,7038,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,73
baseline,map_a_open,OP10,OP10,OP10,7039,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
candidate,map_a_open,OP10,OP10,OP10,7039,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,78
baseline,map_a_open,OP10,OP10,OP10,7040,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,10.0,episode_info,92
candidate,map_a_open,OP10,OP10,OP10,7040,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,69
baseline,map_a_open,OP10,OP10,OP10,7041,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,71
candidate,map_a_open,OP10,OP10,OP10,7041,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,67
baseline,map_a_open,OP10,OP10,OP10,7042,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,8.0,episode_info,80
candidate,map_a_open,OP10,OP10,OP10,7042,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7043,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,83
candidate,map_a_open,OP10,OP10,OP10,7043,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,77
baseline,map_a_open,OP10,OP10,OP10,7044,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,4.0,episode_info,76
candidate,map_a_open,OP10,OP10,OP10,7044,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,2.0,episode_info,71
baseline,map_a_open,OP10,OP10,OP10,7045,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,68
candidate,map_a_open,OP10,OP10,OP10,7045,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,7.0,episode_info,75
baseline,map_a_open,OP10,OP10,OP10,7046,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,73
candidate,map_a_open,OP10,OP10,OP10,7046,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,74
baseline,map_a_open,OP10,OP10,OP10,7047,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,96
candidate,map_a_open,OP10,OP10,OP10,7047,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,5.0,episode_info,81
baseline,map_a_open,OP10,OP10,OP10,7048,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,3.0,episode_info,68
candidate,map_a_open,OP10,OP10,OP10,7048,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,76
baseline,map_a_open,OP10,OP10,OP10,7049,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,84
candidate,map_a_open,OP10,OP10,OP10,7049,3.0,2.0,1,0,0,1.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,9.0,episode_info,78
baseline,map_a_open,OP10,OP10,OP10,7050,3.0,1.0,1,0,0,2.0,,unavailable,0.0,position_proxy,0.0,0.0,0.0,6.0,episode_info,71
