episode_id,run_id,run_pid,timesteps,policy_update,rollout_step,latent_z,curriculum_phase,mode,map_set,map_layout,map_vertical_mirror,opponent,opponent_id,success,blue_score,red_score,win_margin,decision_steps,zone_coverage,collision_free_episode,collision_events_per_episode,obstacle_collision_events_per_episode,near_misses_per_episode,blue_route_upper_crossings,blue_route_lower_crossings,red_route_upper_crossings,red_route_lower_crossings,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,red_attack_upper_crossings,red_attack_lower_crossings,red_return_upper_crossings,red_return_lower_crossings,red_intercept_upper_crossings,red_intercept_lower_crossings,time_to_first_score,mean_inter_robot_dist,reward_terminal,reward_offense,reward_pbrs,reward_team,reward_sparse,reward_sparse_points,reward_failure,reward_total
11,16928-1783144286402717700,16928,1050356,17,189,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,103,0.7599999904632568,1,0,4,24,2,14,4,7,2,5,0,3,0,1,1,0,1,0,0,6,33.0,5.588873113243325,1.0,0.5,-0.005925968289375305,0.0,1.0,100.0,-0.20000000298023224,0.5187511444091797
12,16928-1783144286402717700,16928,1050372,17,193,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,162,0.5999999642372131,1,0,4,24,0,19,0,11,0,8,0,3,0,2,0,1,0,1,0,7,97.0,5.83902128243152,1.0,0.5,-0.010055914521217346,0.0,1.0,100.0,0.0,0.5541644096374512
13,16928-1783144286402717700,16928,1050596,17,249,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,237,0.8399999737739563,1,0,1,59,8,16,3,14,4,8,2,1,0,0,0,4,0,0,3,6,33.0,6.304935761141878,1.0,0.5,-0.007609352469444275,0.0,1.0,100.0,0.0,0.5542702674865723
14,16928-1783144286402717700,16928,1050748,18,31,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,98,0.7199999690055847,1,0,3,24,2,5,0,11,2,0,0,3,0,2,0,1,0,1,0,7,34.0,5.926802654655612,1.0,0.5,-0.009471967816352844,0.0,1.0,100.0,0.0,0.5541896820068359
15,16928-1783144286402717700,16928,1050928,18,76,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,139,0.6800000071525574,1,0,2,56,2,12,3,12,1,4,1,2,0,2,0,4,1,0,2,4,35.0,5.4368839401135345,1.0,0.5,0.00663013756275177,0.0,1.0,100.0,-0.20000000298023224,0.5193244814872742
16,16928-1783144286402717700,16928,1051008,18,96,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,103,0.35999998450279236,1,0,5,34,0,10,0,9,0,3,0,3,0,2,0,1,0,1,0,5,31.0,4.681192342517446,1.0,0.5,-0.007099509239196777,0.0,1.0,100.0,-0.20000000298023224,0.5186975002288818
17,16928-1783144286402717700,16928,1051104,18,120,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,241,0.6399999856948853,0,1,7,77,3,26,0,17,2,11,0,3,0,2,0,5,0,1,0,6,179.0,5.4544206674662865,1.0,0.5,-0.00938647985458374,0.0,1.0,100.0,0.0,0.554193377494812
18,16928-1783144286402717700,16928,1051256,18,158,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,127,0.6800000071525574,1,0,12,40,3,9,3,13,2,2,0,3,0,2,1,2,1,0,0,8,43.0,5.269275094580463,1.0,0.5,-0.0091962069272995,0.0,1.0,100.0,0.0,0.554201602935791
19,16928-1783144286402717700,16928,1051448,18,206,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,110,0.7599999904632568,0,1,1,46,3,9,1,9,2,2,0,3,1,1,0,1,1,0,0,5,34.0,4.908046653053978,1.0,1.0,0.002334907650947571,0.0,2.0,200.0,0.0,0.7616554498672485
20,16928-1783144286402717700,16928,1051520,18,224,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,148,0.7199999690055847,1,0,9,37,4,8,8,8,4,2,0,3,0,0,4,2,0,0,3,3,47.0,6.215093664220862,1.0,0.5,-0.012575522065162659,0.03999999910593033,1.0,100.0,0.0,0.5557854175567627
21,16928-1783144286402717700,16928,1051640,18,254,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,0,2,3,-1,134,0.7199999690055847,1,0,4,54,4,12,3,7,1,2,0,2,3,5,0,2,3,0,0,3,58.0,5.629378133745336,-1.0,-0.5,0.004989653825759888,0.019999999552965164,-1.0,-100.0,-0.20000000298023224,-0.5872370004653931
22,16928-1783144286402717700,16928,1051700,19,13,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,111,0.7999999523162842,1,0,4,62,4,8,0,11,2,4,1,2,0,0,0,2,0,0,0,6,35.0,5.464888289168075,1.0,0.5,-0.00721152126789093,0.0,1.0,100.0,-0.20000000298023224,0.5186923742294312
23,16928-1783144286402717700,16928,1051976,19,82,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,132,0.7599999904632568,1,0,6,30,4,12,4,8,2,5,1,3,1,0,0,2,1,0,2,5,46.0,6.1229775168678975,1.0,0.5,-0.004511475563049316,0.0,1.0,100.0,0.0,0.5544044971466064
24,16928-1783144286402717700,16928,1052116,19,117,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,119,0.7599999904632568,0,1,2,35,4,7,3,8,2,1,1,2,1,3,0,0,2,0,1,6,35.0,5.759788705521271,1.0,0.5,-0.009405389428138733,0.014999999664723873,1.0,100.0,0.0,0.5548417568206787
25,16928-1783144286402717700,16928,1052180,19,133,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,165,0.7599999904632568,1,0,4,38,5,17,4,10,2,8,0,3,2,0,3,1,1,0,0,7,36.0,6.944357392282197,1.0,0.5,-0.005383163690567017,0.0,1.0,100.0,-0.20000000298023224,0.5187759399414062
26,16928-1783144286402717700,16928,1052336,19,172,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,159,0.8799999952316284,1,0,6,39,8,7,3,9,6,2,1,2,0,0,0,3,0,0,2,4,103.0,6.91445788497445,1.0,0.5,-0.010014533996582031,0.0,1.0,100.0,0.0,0.5541661977767944
27,16928-1783144286402717700,16928,1052492,19,211,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,1,2,129,0.6800000071525574,1,0,7,47,4,12,2,15,0,5,0,3,3,1,0,3,1,0,1,7,70.0,5.11024652525436,1.0,0.5,0.003718152642250061,0.0,1.0,100.0,0.0,0.5547606348991394
28,16928-1783144286402717700,16928,1052604,19,239,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,122,0.7599999904632568,1,0,4,31,2,7,2,8,2,2,0,3,0,1,1,1,0,1,0,4,41.0,5.508995681512551,1.0,0.5,-0.008874356746673584,0.0,1.0,100.0,0.0,0.5542155504226685
29,16928-1783144286402717700,16928,1052624,19,244,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,111,0.7999999523162842,0,1,1,26,7,5,9,3,2,1,1,2,3,2,2,0,0,1,4,1,36.0,6.5831298828125,1.0,0.5,-0.0018663108348846436,0.0,1.0,100.0,0.0,0.5545189380645752
30,16928-1783144286402717700,16928,1052716,20,11,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,95,0.7599999904632568,1,0,4,42,2,8,2,8,2,3,0,3,0,0,1,0,0,0,1,7,35.0,4.715038420024671,1.0,0.5,-0.005717098712921143,0.0,1.0,100.0,0.0,0.5543522834777832
31,16928-1783144286402717700,16928,1052860,20,47,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,92,0.7199999690055847,1,0,2,21,5,4,6,6,3,2,1,2,0,0,1,1,0,0,4,3,32.0,5.852384484332541,1.0,0.5,-0.008796393871307373,0.0,1.0,100.0,0.0,0.5542189478874207
32,16928-1783144286402717700,16928,1052996,20,81,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,2,1,98,0.3999999761581421,1,0,1,19,0,11,0,9,0,3,0,3,0,3,0,1,0,2,0,6,40.0,5.051665948361767,1.0,0.5,0.008530616760253906,0.0,1.0,100.0,0.0,0.5549688339233398
33,16928-1783144286402717700,16928,1053040,20,92,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,104,0.7599999904632568,1,0,9,18,6,8,1,8,4,1,0,3,0,4,0,2,1,0,0,6,36.0,7.437066298264724,1.0,0.0,-0.004427976906299591,0.0,0.0,0.0,0.0,0.24465849995613098
34,16928-1783144286402717700,16928,1053248,20,144,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,97,0.5999999642372131,1,0,4,46,2,6,4,6,1,1,0,3,1,1,1,1,1,0,2,4,38.0,5.947369447688467,1.0,0.5,-0.0019428133964538574,0.0,1.0,100.0,-0.4000000059604645,0.48145657777786255
35,16928-1783144286402717700,16928,1053376,20,176,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,165,0.7999999523162842,1,0,5,30,11,7,7,2,4,4,2,1,1,0,2,0,0,1,3,1,34.0,6.4598107540246215,1.0,0.5,-0.0048612505197525024,0.0,1.0,100.0,0.0,0.5543892979621887
36,16928-1783144286402717700,16928,1053492,20,205,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,113,0.5999999642372131,0,2,8,58,3,9,0,14,3,3,0,3,0,0,0,3,0,0,0,9,33.0,5.346626754355642,1.0,0.5,-0.004107668995857239,0.0,1.0,100.0,0.0,0.5544219017028809
37,16928-1783144286402717700,16928,1053652,20,245,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,101,0.8399999737739563,1,0,3,24,5,6,0,14,3,3,0,3,0,0,0,2,0,0,0,9,43.0,6.101428343517946,1.0,0.5,-0.0077773332595825195,0.0,1.0,100.0,0.0,0.5542631149291992
38,16928-1783144286402717700,16928,1053720,21,6,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,181,0.6399999856948853,1,0,5,56,1,19,0,9,0,9,0,3,0,2,0,0,0,1,0,8,95.0,5.687164138035221,1.0,0.5,0.003018319606781006,0.0,1.0,100.0,0.0,0.5547303557395935
39,16928-1783144286402717700,16928,1053772,21,19,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,99,0.5199999809265137,1,0,3,39,0,12,4,6,0,4,0,3,0,3,2,0,0,1,0,4,33.0,6.076240308357008,1.0,0.5,-0.009949713945388794,0.0,1.0,100.0,0.0,0.5541689991950989
40,16928-1783144286402717700,16928,1054028,21,83,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,94,0.7199999690055847,1,0,3,31,5,5,7,3,1,2,2,1,1,1,0,0,1,0,5,3,31.0,4.785050087786735,1.0,0.5,-0.0035665780305862427,0.0,1.0,100.0,0.0,0.5544453859329224
41,16928-1783144286402717700,16928,1054128,21,108,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,102,0.5999999642372131,1,0,1,14,3,9,7,6,2,4,1,2,0,0,2,0,0,0,3,5,38.0,6.6941181257659315,1.0,0.5,-0.004894256591796875,0.0,1.0,100.0,-0.20000000298023224,0.518798291683197
42,16928-1783144286402717700,16928,1054236,21,135,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,0,3,186,0.6800000071525574,1,0,13,43,6,16,2,10,3,8,0,3,0,0,1,0,0,0,1,9,56.0,6.038005213583669,1.0,0.5,-0.005451783537864685,0.0,1.0,100.0,-0.20000000298023224,0.5187727808952332
43,16928-1783144286402717700,16928,1054368,21,168,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,149,0.7999999523162842,1,0,6,47,3,15,4,11,2,7,0,3,0,0,2,1,0,0,1,9,34.0,6.252231674706376,1.0,0.5,-0.007798552513122559,0.0,1.0,100.0,-0.20000000298023224,0.518665611743927
44,16928-1783144286402717700,16928,1054548,21,213,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,105,0.5999999642372131,1,0,5,27,4,4,8,3,3,1,1,2,0,0,1,0,0,0,6,3,43.0,6.472372000558035,1.0,0.5,-0.007060065865516663,0.0,1.0,100.0,0.0,0.5542941093444824
45,16928-1783144286402717700,16928,1054568,21,218,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,135,0.5600000023841858,1,0,15,22,0,14,3,7,0,6,0,3,0,2,1,1,0,1,1,4,34.0,5.724834074797454,1.0,0.5,-0.005992680788040161,0.0,1.0,100.0,0.0,0.5543403625488281
46,16928-1783144286402717700,16928,1054716,21,255,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,120,0.7999999523162842,1,0,1,19,2,9,0,13,1,3,0,3,1,1,0,2,0,1,0,8,36.0,6.069109090169271,1.0,0.5,-0.008229151368141174,0.0,1.0,100.0,0.0,0.5542435050010681
47,16928-1783144286402717700,16928,1054808,22,22,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,110,0.7199999690055847,0,1,1,38,8,4,7,2,4,0,2,1,0,3,1,0,0,1,5,1,36.0,5.849957830255682,1.0,0.5,-0.02666933834552765,0.029999999329447746,1.0,100.0,0.0,0.5547438859939575
48,16928-1783144286402717700,16928,1055108,22,97,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,135,0.8399999737739563,1,0,7,50,4,10,1,7,3,2,0,3,0,2,1,0,0,1,0,6,35.0,6.018760850694444,1.0,0.5,-0.008024945855140686,0.0,1.0,100.0,-0.20000000298023224,0.5186552405357361
49,16928-1783144286402717700,16928,1055288,22,142,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,185,0.7599999904632568,0,2,10,67,12,12,4,8,5,3,0,3,3,3,1,0,1,0,2,5,51.0,5.40504249366554,1.0,0.5,0.002553895115852356,0.0,1.0,100.0,0.0,0.5547102689743042
50,16928-1783144286402717700,16928,1055368,22,162,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,163,0.6800000071525574,1,0,7,23,3,14,4,10,2,7,0,3,0,0,2,0,0,0,1,8,74.0,6.790284700920245,1.0,0.5,-0.00923784077167511,0.0,1.0,100.0,0.0,0.5541998147964478
51,16928-1783144286402717700,16928,1055476,22,189,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,167,0.7199999690055847,1,0,5,49,12,4,8,5,6,2,2,1,0,0,0,2,0,0,7,2,37.0,6.533070090288174,1.0,0.5,-0.0073090046644210815,0.0,1.0,100.0,0.0,0.5542833805084229
52,16928-1783144286402717700,16928,1055660,22,235,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,0,3,138,0.6399999856948853,0,1,5,40,4,14,0,16,3,6,0,3,0,0,0,3,0,0,0,9,75.0,5.195592023324275,1.0,0.5,-0.013047918677330017,0.0,1.0,100.0,0.0,0.5540348291397095
53,16928-1783144286402717700,16928,1055788,23,11,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,105,0.7599999904632568,1,0,2,24,5,5,4,6,3,2,1,2,0,0,1,0,0,0,3,5,33.0,6.118397739955357,1.0,0.5,0.000494047999382019,0.0,1.0,100.0,0.0,0.5546211004257202
54,16928-1783144286402717700,16928,1055832,23,22,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,136,0.5999999642372131,1,0,10,16,2,10,5,7,1,5,1,2,0,0,1,1,0,0,3,4,64.0,6.443178064682904,1.0,0.5,-0.007894933223724365,0.0,1.0,100.0,0.0,0.5542579889297485
55,16928-1783144286402717700,16928,1056104,23,90,1,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,0,3,111,0.6800000071525574,1,0,7,20,2,6,5,9,2,2,0,3,0,0,2,2,0,0,2,4,41.0,6.60150146484375,1.0,0.5,-0.005048647522926331,0.0,1.0,100.0,-0.20000000298023224,0.5187911987304688
56,16928-1783144286402717700,16928,1056260,23,129,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,196,0.7999999523162842,0,1,3,39,7,11,2,10,5,4,1,2,0,0,0,1,0,0,2,6,37.0,6.734858921595982,1.0,0.5,-0.009439438581466675,0.0,1.0,100.0,0.0,0.5541911125183105
57,16928-1783144286402717700,16928,1056512,23,192,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,181,0.7199999690055847,1,0,13,38,5,13,8,6,3,6,0,3,0,0,3,1,0,0,3,4,33.0,6.9571142038587706,1.0,0.5,-0.005384594202041626,0.0,1.0,100.0,0.0,0.5543667078018188
58,16928-1783144286402717700,16928,1056520,23,194,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,104,0.6399999856948853,1,0,6,26,8,3,6,4,4,0,1,2,1,1,0,1,1,0,4,2,36.0,5.985769418569712,1.0,0.5,-0.008982926607131958,0.0,1.0,100.0,0.0,0.5542108416557312
59,16928-1783144286402717700,16928,1056624,23,220,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,1,2,198,0.7599999904632568,1,0,9,33,1,18,2,12,0,7,0,3,1,3,1,2,0,1,0,7,130.0,6.357111150568182,1.0,0.5,-0.008742690086364746,0.0,1.0,100.0,-0.20000000298023224,0.5186224579811096
60,16928-1783144286402717700,16928,1056700,23,239,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,110,0.7599999904632568,1,0,1,10,1,8,4,6,0,3,0,3,1,1,2,0,0,1,1,5,30.0,7.925817316228693,1.0,0.5,0.0053421854972839355,0.0,1.0,100.0,0.0,0.5548309087753296
61,16928-1783144286402717700,16928,1056952,24,46,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,108,0.6399999856948853,1,0,9,28,2,8,2,5,2,1,0,3,0,2,0,1,2,0,0,3,34.0,6.257639001916956,1.0,0.5,-0.028540387749671936,0.029999999329447746,1.0,100.0,-0.20000000298023224,0.5190884470939636
62,16928-1783144286402717700,16928,1057100,24,83,2,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,100,0.7199999690055847,0,2,2,23,4,5,3,7,2,1,0,3,2,0,1,1,1,0,0,6,43.0,6.354347534179688,1.0,0.5,-0.006235748529434204,0.0,1.0,100.0,0.0,0.5543298721313477
63,16928-1783144286402717700,16928,1057116,24,87,2,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,151,0.6800000071525574,1,0,1,35,6,13,2,10,4,4,0,3,1,1,0,3,0,1,2,3,79.0,6.5530706746688745,1.0,0.5,0.008746713399887085,0.0,1.0,100.0,0.0,0.5549781918525696
64,16928-1783144286402717700,16928,1057168,24,100,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,136,0.7599999904632568,1,0,3,12,11,4,8,3,6,2,2,1,0,0,0,2,0,0,8,0,35.0,7.072782628676471,1.0,0.699999988079071,0.007258996367454529,0.0,1.0,100.0,0.0,0.5885559320449829
65,16928-1783144286402717700,16928,1057480,24,178,3,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,1,2,95,0.6399999856948853,1,0,1,28,9,0,9,0,3,0,3,0,2,0,0,0,1,0,7,0,32.0,6.023050087376645,1.0,0.5,-0.0046766698360443115,0.0,1.0,100.0,-0.20000000298023224,0.5188081860542297
66,16928-1783144286402717700,16928,1057516,24,187,0,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP8,7,1,3,1,2,87,0.5600000023841858,1,0,3,27,1,7,0,9,1,1,0,3,0,2,0,0,0,1,0,8,31.0,4.811062867614044,1.0,0.5,-0.008167892694473267,0.0,1.0,100.0,0.0,0.554246187210083
67,16928-1783144286402717700,16928,1057520,24,188,3,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP10,9,1,3,0,3,101,0.6399999856948853,1,0,2,24,4,8,1,13,4,2,0,3,0,0,0,1,0,0,1,9,34.0,6.289013551013304,1.0,0.5,0.0016545504331588745,0.0,1.0,100.0,0.0,0.5546713471412659
68,16928-1783144286402717700,16928,1057872,25,20,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP10,9,1,3,0,3,98,0.6800000071525574,0,4,13,21,3,3,7,4,1,2,2,1,0,0,1,0,0,0,5,4,36.0,6.548652493223852,1.0,0.5,-0.007863074541091919,0.0,1.0,100.0,0.0,0.5542593598365784
69,16928-1783144286402717700,16928,1057876,25,21,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP9,8,1,3,0,3,231,0.8399999737739563,0,2,6,61,13,12,0,18,8,5,0,3,0,0,0,4,0,0,0,10,35.0,6.437148585464016,1.0,0.5,-0.006430193781852722,0.0,1.0,100.0,0.0,0.5543214082717896
70,16928-1783144286402717700,16928,1057912,25,30,0,OP3,OPPONENT_POOL,train,map_b_split_lane,1,SCRIPTED:OP8,7,1,3,1,2,98,0.6399999856948853,0,3,4,33,2,6,3,7,1,1,0,3,1,1,1,0,1,0,1,7,31.0,5.461836211535395,1.0,0.5,-0.007604062557220459,0.0,1.0,100.0,-0.20000000298023224,0.5186744928359985
71,16928-1783144286402717700,16928,1057940,25,37,1,OP3,OPPONENT_POOL,train,map_b_split_lane,0,SCRIPTED:OP9,8,1,3,1,2,106,0.5999999642372131,1,0,4,20,1,10,0,12,1,3,0,3,0,2,0,2,0,1,0,7,42.0,5.68836140182783,1.0,0.5,-0.007456496357917786,0.0,1.0,100.0,0.0,0.5542770624160767
