team_size,model,episode,blue_score,red_score,success,decision_steps,return
4v4,Jacob et al.,40,3,1,1,117,-7.8214
4v4,Jacob et al.,41,3,1,1,151,-12.2583
4v4,Jacob et al.,42,3,0,1,88,-5.9301
4v4,Jacob et al.,43,3,1,1,199,-15.3728
4v4,Jacob et al.,44,2,3,0,120,-9.1566
4v4,Jacob et al.,45,2,3,0,134,-10.8002
4v4,Jacob et al.,46,3,0,1,84,-1.3721
4v4,Jacob et al.,47,3,1,1,133,-6.0219
4v4,Jacob et al.,48,3,1,1,110,-6.3091
4v4,Jacob et al.,49,3,1,1,175,-15.9194
4v4,Jacob et al.,50,3,0,1,147,-7.0090
4v4,Jacob et al.,51,3,0,1,104,-6.0015
4v4,Jacob et al.,52,3,1,1,130,-12.2538
4v4,Jacob et al.,53,3,0,1,133,-10.6663
4v4,Jacob et al.,54,3,0,1,104,-8.0075
4v4,Jacob et al.,55,3,1,1,121,-8.4894
4v4,Jacob et al.,56,3,1,1,132,-7.9945
4v4,Jacob et al.,57,3,1,1,136,-14.2566
4v4,Jacob et al.,58,3,1,1,89,-5.3070
4v4,Jacob et al.,59,3,0,1,112,-6.7966
4v4,Jacob et al.,60,3,0,1,117,-11.3629
4v4,Jacob et al.,61,2,3,0,183,-17.1496
4v4,Jacob et al.,62,3,0,1,110,-8.5173
4v4,Jacob et al.,63,3,0,1,112,-7.1718
4v4,Jacob et al.,64,3,0,1,112,-11.9943
4v4,Jacob et al.,65,3,1,1,113,-9.9402
4v4,Jacob et al.,66,2,3,0,134,-12.0842
4v4,Jacob et al.,67,3,1,1,148,-8.5503
4v4,Jacob et al.,68,3,2,1,135,-13.1728
4v4,Jacob et al.,69,3,0,1,139,-12.2159
4v4,Jacob et al.,70,2,3,0,322,-14.0701
4v4,Jacob et al.,71,3,1,1,126,-8.4932
4v4,Jacob et al.,72,3,1,1,127,-10.2110
4v4,Jacob et al.,73,3,2,1,188,-15.9654
4v4,Jacob et al.,74,3,0,1,137,-10.9041
4v4,Jacob et al.,75,3,1,1,94,-4.3203
4v4,Jacob et al.,76,3,1,1,205,-17.6598
4v4,Jacob et al.,77,3,1,1,92,-2.9647
4v4,Jacob et al.,78,3,1,1,124,-12.5863
4v4,Jacob et al.,79,3,0,1,147,-10.5019
4v4,Jacob et al.,80,3,0,1,82,-2.5711
4v4,Jacob et al.,81,3,1,1,137,-8.2004
4v4,Jacob et al.,82,3,0,1,93,-2.9842
4v4,Jacob et al.,83,3,1,1,83,-4.6050
4v4,Jacob et al.,84,3,2,1,155,-15.9418
4v4,Jacob et al.,85,3,2,1,263,-12.5724
4v4,Jacob et al.,86,1,3,0,234,-12.1230
4v4,Jacob et al.,87,3,1,1,146,-11.2186
4v4,Jacob et al.,88,3,1,1,129,-6.5378
4v4,Jacob et al.,89,3,0,1,144,-11.1218
4v4,Jacob et al.,90,3,1,1,145,-12.7571
4v4,Jacob et al.,91,3,2,1,194,-17.0365
4v4,Jacob et al.,92,3,0,1,111,-5.0447
4v4,Jacob et al.,93,3,2,1,146,-11.8309
4v4,Jacob et al.,94,3,0,1,277,-10.8695
4v4,Jacob et al.,95,3,0,1,190,-15.5752
4v4,Jacob et al.,96,3,0,1,163,-14.1794
4v4,Jacob et al.,97,3,0,1,145,-10.2546
4v4,Jacob et al.,98,3,1,1,160,-8.5869
4v4,Jacob et al.,99,3,1,1,173,-13.1455
