first_capture_step,capture_latency,lost_after_leading,capture_conceded,opponent,eval_seed,blue_score,red_score,score_margin,win,loss,draw,terminated,episode_steps,tags_against,tags_for,cooldown_denials,captures_blue,captures_red,drops,pickups,tagged_while_carrying,ever_carried,carried_without_scoring,carry_steps,carry_frac,carrier_unescorted_frac,carrier_pressure_frac,mean_carrier_pressure,max_agents_forward,both_forward_frac,none_forward_frac,mean_team_separation,mean_formation_spread,blue_tagged_frac,cooldown_active_frac,trailing_frac,leading_frac,conceded_first,train_seed
30,30,0,1,OP6,9100011,3.0,1.0,2.0,1,0,0,True,109,4,4,14,3,1,1,4,1,1,0,45,0.41284403669724773,0.3333333333333333,0.4,0.2917764357394642,2,0.1651376146788991,0.4954128440366973,0.23403083912413056,0.08475982691990393,0.3302752293577982,0.6330275229357798,0.0,0.7247706422018348,0,2500001
29,29,0,1,OP6,9100012,3.0,1.0,2.0,1,0,0,True,100,3,4,4,3,1,0,3,1,1,0,43,0.43,0.11627906976744186,0.4418604651162791,0.2164449341768442,2,0.23,0.54,0.14276970148086549,0.06595793710672297,0.32,0.68,0.0,0.71,0,2500001
29,29,0,1,OP6,9100013,3.0,1.0,2.0,1,0,0,True,97,1,6,5,3,1,0,3,0,1,0,46,0.4742268041237113,0.1956521739130435,0.4782608695652174,0.2503261778341687,2,0.17525773195876287,0.5463917525773195,0.17282305577213003,0.053977776495211745,0.09278350515463918,0.6701030927835051,0.0,0.7010309278350515,0,2500001
28,28,0,1,OP6,9100014,3.0,2.0,1.0,1,0,0,True,112,2,3,7,3,2,0,3,1,1,0,44,0.39285714285714285,0.0,0.36363636363636365,0.2544374054467136,2,0.35714285714285715,0.5357142857142857,0.12891584219011878,0.07463016666926185,0.20535714285714285,0.5625,0.0,0.15178571428571427,0,2500001
29,29,0,1,OP6,9100015,3.0,2.0,1.0,1,0,0,True,106,2,5,9,3,2,1,4,1,1,0,44,0.41509433962264153,0.4318181818181818,0.5454545454545454,0.21581845095550473,2,0.14150943396226415,0.49056603773584906,0.221988532551617,0.05232766190794173,0.19811320754716982,0.6037735849056604,0.0,0.05660377358490566,0,2500001
108,108,0,1,OP6,9100016,2.0,1.0,1.0,1,0,0,True,240,13,18,14,2,1,7,9,7,1,0,39,0.1625,0.48717948717948717,0.6410256410256411,0.14604336730180642,2,0.25833333333333336,0.44583333333333336,0.1914716981196155,0.06814947817086553,0.43333333333333335,0.8625,0.12083333333333333,0.0125,1,2500001
40,40,0,1,OP6,9100017,3.0,3.0,0.0,0,0,1,True,98,1,2,1,3,3,0,3,0,1,0,45,0.45918367346938777,0.2,0.17777777777777778,0.34942648907502494,2,0.29591836734693877,0.5510204081632653,0.12426691574557704,0.03446916400511958,0.10204081632653061,0.2857142857142857,0.04081632653061224,0.01020408163265306,1,2500001
28,28,0,1,OP6,9100018,3.0,2.0,1.0,1,0,0,True,103,3,5,3,3,2,0,3,0,1,0,43,0.4174757281553398,0.3023255813953488,0.4418604651162791,0.26261673261259877,2,0.10679611650485436,0.4077669902912621,0.21643557026982307,0.0571187162100455,0.21359223300970873,0.6213592233009708,0.0,0.13592233009708737,0,2500001
32,32,0,1,OP6,9100019,3.0,1.0,2.0,1,0,0,True,91,3,2,2,3,1,0,3,0,1,0,43,0.4725274725274725,0.4418604651162791,0.16279069767441862,0.31925019405262417,2,0.04395604395604396,0.4945054945054945,0.2281094746520886,0.06255793130373234,0.2857142857142857,0.34065934065934067,0.0,0.3516483516483517,0,2500001
64,64,0,1,OP6,9100020,2.0,3.0,-1.0,0,1,0,True,108,5,3,12,2,3,1,3,1,1,0,31,0.28703703703703703,0.6774193548387096,0.3225806451612903,0.24855486567943327,2,0.17592592592592593,0.48148148148148145,0.2488787583316918,0.11344064275423686,0.4444444444444444,0.5740740740740741,0.42592592592592593,0.0,1,2500001
61,61,0,1,OP6,9100021,3.0,2.0,1.0,1,0,0,True,120,4,5,4,3,2,1,4,2,1,0,49,0.4083333333333333,0.16326530612244897,0.46938775510204084,0.2035619502468985,2,0.3,0.5166666666666667,0.12167279540250699,0.038949213876427774,0.3,0.6083333333333333,0.25,0.06666666666666667,1,2500001
35,35,0,1,OP6,9100022,3.0,1.0,2.0,1,0,0,True,94,1,5,3,3,1,1,4,1,1,0,47,0.5,0.3617021276595745,0.40425531914893614,0.20662354400500338,2,0.20212765957446807,0.5106382978723404,0.1954912522688825,0.07523581098103797,0.10638297872340426,0.7340425531914894,0.0,0.3191489361702128,0,2500001
107,107,1,1,OP6,9100023,2.0,3.0,-1.0,0,1,0,True,227,11,10,8,2,3,8,10,8,1,0,52,0.2290748898678414,0.38461538461538464,0.38461538461538464,0.2300355086962764,2,0.13656387665198239,0.3436123348017621,0.268765676766634,0.06586029753986426,0.4801762114537445,0.6519823788546255,0.0,0.15859030837004406,0,2500001
34,34,0,1,OP6,9100024,3.0,1.0,2.0,1,0,0,True,108,2,5,6,3,1,0,3,0,1,0,45,0.4166666666666667,0.24444444444444444,0.28888888888888886,0.27370479082067806,2,0.1388888888888889,0.5185185185185185,0.23973117366916052,0.06595440569691602,0.18518518518518517,0.6574074074074074,0.0,0.6851851851851852,0,2500001
67,67,0,1,OP6,9100025,3.0,2.0,1.0,1,0,0,True,172,9,10,19,3,2,2,5,3,1,0,50,0.29069767441860467,0.34,0.52,0.19497980073094368,2,0.18604651162790697,0.45930232558139533,0.21490369767470416,0.08030612852497482,0.4418604651162791,0.6453488372093024,0.0,0.29069767441860467,0,2500001
30,30,0,1,OP6,9100026,3.0,2.0,1.0,1,0,0,True,96,1,1,7,3,2,0,3,0,1,0,44,0.4583333333333333,0.20454545454545456,0.5227272727272727,0.2424131932414391,2,0.17708333333333334,0.5208333333333334,0.20251721900422126,0.0753624057045575,0.07291666666666667,0.21875,0.0,0.041666666666666664,0,2500001
29,29,0,1,OP6,9100027,3.0,2.0,1.0,1,0,0,True,93,1,2,2,3,2,0,3,0,1,0,44,0.4731182795698925,0.38636363636363635,0.22727272727272727,0.2804003141989762,2,0.10752688172043011,0.5161290322580645,0.2254498260476256,0.048150068642171,0.1827956989247312,0.45161290322580644,0.0,0.25806451612903225,0,2500001
40,40,0,1,OP6,9100028,2.0,3.0,-1.0,0,1,0,True,156,5,4,12,2,3,4,6,3,1,0,61,0.391025641025641,0.45901639344262296,0.29508196721311475,0.25853405905063037,2,0.2564102564102564,0.40384615384615385,0.2588777735303992,0.11346060152573045,0.3525641025641026,0.5256410256410257,0.10256410256410256,0.0,1,2500001
70,70,0,1,OP6,9100029,2.0,3.0,-1.0,0,1,0,True,110,4,3,6,2,3,1,3,2,1,0,39,0.35454545454545455,0.23076923076923078,0.41025641025641024,0.26422105041834026,2,0.2818181818181818,0.4909090909090909,0.15385112616826188,0.06045067277445924,0.2909090909090909,0.5363636363636364,0.6363636363636364,0.0,1,2500001
30,30,0,1,OP7,9100000,2.0,1.0,1.0,1,0,0,True,240,12,6,29,2,1,1,3,3,1,0,34,0.14166666666666666,0.2647058823529412,0.5588235294117647,0.1621795260511777,2,0.175,0.6541666666666667,0.16197318476624786,0.07023129257539722,0.2916666666666667,0.4125,0.0,0.85,0,2500001
,,0,1,OP7,9100001,0.0,1.0,-1.0,0,1,0,True,240,15,1,41,0,1,4,4,4,1,1,12,0.05,0.4166666666666667,0.5,0.2011496533329288,2,0.125,0.5583333333333333,0.17190733732034763,0.04573541150360446,0.45416666666666666,0.0875,0.4875,0.0,1,2500001
91,91,0,0,OP7,9100002,1.0,0.0,1.0,1,0,0,True,240,15,3,58,1,0,4,5,4,1,0,21,0.0875,0.5714285714285714,0.9047619047619048,0.12301141520341237,2,0.05,0.49166666666666664,0.25682070477244756,0.06729083510981582,0.5416666666666666,0.2625,0.0,0.6208333333333333,0,2500001
79,79,0,0,OP7,9100003,1.0,0.0,1.0,1,0,0,True,240,14,5,49,1,0,4,5,5,1,0,26,0.10833333333333334,0.6153846153846154,0.6153846153846154,0.18424902956646222,2,0.10416666666666667,0.5166666666666667,0.2065422822100421,0.051426888787591454,0.45,0.2708333333333333,0.0,0.6708333333333333,0,2500001
28,28,0,0,OP7,9100004,1.0,0.0,1.0,1,0,0,True,240,10,12,28,1,0,3,4,4,1,0,21,0.0875,0.42857142857142855,0.9047619047619048,0.10378606422316461,2,0.14583333333333334,0.7083333333333334,0.16548001252425212,0.07806342780046786,0.3,0.575,0.0,0.8833333333333333,0,2500001
85,85,0,1,OP7,9100005,3.0,2.0,1.0,1,0,0,True,190,9,6,36,3,2,1,4,3,1,0,47,0.24736842105263157,0.40425531914893614,0.9148936170212766,0.13318197952306016,2,0.1368421052631579,0.4842105263157895,0.2168484853678628,0.062095617572623794,0.4105263157894737,0.37894736842105264,0.07894736842105263,0.0,1,2500001
194,194,0,0,OP7,9100006,1.0,0.0,1.0,1,0,0,True,240,16,4,54,1,0,3,4,5,1,0,24,0.1,0.375,0.75,0.14299527152131,2,0.07083333333333333,0.5375,0.22960577475993585,0.06097735546039378,0.5541666666666667,0.2791666666666667,0.0,0.19166666666666668,0,2500001
150,150,0,1,OP7,9100007,1.0,3.0,-2.0,0,1,0,True,184,10,3,14,1,3,4,5,5,1,0,28,0.15217391304347827,0.5357142857142857,0.32142857142857145,0.195005828248603,2,0.21195652173913043,0.6086956521739131,0.12706981062808115,0.05461117220123845,0.29347826086956524,0.27717391304347827,0.6358695652173914,0.0,1,2500001
75,75,0,1,OP7,9100008,3.0,2.0,1.0,1,0,0,True,148,6,4,21,3,2,1,4,2,1,0,45,0.30405405405405406,0.35555555555555557,0.6666666666666666,0.17132800676756435,2,0.20945945945945946,0.6486486486486487,0.1540766269018924,0.07823804007568617,0.2635135135135135,0.4527027027027027,0.0472972972972973,0.0,1,2500001
99,99,0,1,OP7,9100009,2.0,1.0,1.0,1,0,0,True,240,12,6,45,2,1,3,5,4,1,0,35,0.14583333333333334,0.5428571428571428,0.8571428571428571,0.12583461233547755,2,0.07083333333333333,0.575,0.248113845832025,0.08373979833868361,0.3416666666666667,0.5,0.0,0.5458333333333333,0,2500001
78,78,0,0,OP7,9100010,2.0,0.0,2.0,1,0,0,True,240,15,9,68,2,0,2,4,3,1,0,34,0.14166666666666666,0.4117647058823529,0.9411764705882353,0.08932744174757425,2,0.10833333333333334,0.5333333333333333,0.22038458866688113,0.06679996327035648,0.45416666666666666,0.6125,0.0,0.675,0,2500001
,,0,0,OP7,9100011,0.0,0.0,0.0,0,0,1,True,240,17,7,43,0,0,4,4,4,1,1,6,0.025,0.5,1.0,0.09043916687369347,2,0.075,0.525,0.25546418149024247,0.08626642695586877,0.5708333333333333,0.4875,0.0,0.0,0,2500001
116,116,0,1,OP7,9100012,1.0,1.0,0.0,0,0,1,True,240,16,3,56,1,1,3,4,3,1,0,26,0.10833333333333334,0.6923076923076923,0.9230769230769231,0.1090962618875962,2,0.05416666666666667,0.475,0.24393218530652425,0.0629107196221715,0.5458333333333333,0.175,0.0,0.0625,0,2500001
,,0,0,OP7,9100013,0.0,0.0,0.0,0,0,1,True,240,18,3,54,0,0,7,7,8,1,1,16,0.06666666666666667,0.5625,1.0,0.09585304209031165,2,0.1375,0.4708333333333333,0.21004687182915707,0.05859981651738053,0.5625,0.16666666666666666,0.0,0.0,0,2500001
,,0,0,OP7,9100014,0.0,0.0,0.0,0,0,1,True,240,18,4,43,0,0,2,2,2,1,1,4,0.016666666666666666,0.5,1.0,0.09154075011610985,2,0.15416666666666667,0.5541666666666667,0.17295456326877076,0.058191771379400355,0.5041666666666667,0.35,0.0,0.0,0,2500001
158,158,0,1,OP7,9100015,1.0,1.0,0.0,0,0,1,True,240,12,8,18,1,1,2,3,2,1,0,16,0.06666666666666667,0.6875,0.5625,0.20156912901438773,2,0.10833333333333334,0.6458333333333334,0.1972586714507391,0.053484194665118896,0.3958333333333333,0.49583333333333335,0.0,0.0375,0,2500001
,,0,0,OP7,9100016,0.0,0.0,0.0,0,0,1,True,240,14,10,34,0,0,2,2,2,1,1,2,0.008333333333333333,1.0,1.0,0.09064019098877907,2,0.07083333333333333,0.6,0.2449436423679193,0.08824877465958707,0.4583333333333333,0.5291666666666667,0.0,0.0,0,2500001
215,215,0,0,OP7,9100017,1.0,0.0,1.0,1,0,0,True,240,13,3,34,1,0,6,7,7,1,0,29,0.12083333333333333,0.3448275862068966,0.7241379310344828,0.1451336006666052,2,0.21666666666666667,0.575,0.16589051086145143,0.061112407471227925,0.3625,0.175,0.0,0.10416666666666667,0,2500001
,,0,0,OP7,9100018,0.0,0.0,0.0,0,0,1,True,240,17,5,50,0,0,6,6,7,1,1,13,0.05416666666666667,0.6923076923076923,0.7692307692307693,0.13129396478717142,2,0.14166666666666666,0.5125,0.21600460023619233,0.05646436343910561,0.5666666666666667,0.2833333333333333,0.0,0.0,0,2500001
93,93,0,0,OP7,9100019,2.0,0.0,2.0,1,0,0,True,240,15,8,46,2,0,2,4,3,1,0,35,0.14583333333333334,0.3142857142857143,0.8857142857142857,0.11983451875192778,2,0.17916666666666667,0.4875,0.19718888917316993,0.062171088035878105,0.5,0.5083333333333333,0.0,0.6125,0,2500001
58,58,0,0,OP7,9100020,1.0,0.0,1.0,1,0,0,True,240,13,8,30,1,0,4,5,4,1,0,22,0.09166666666666666,0.5,0.5,0.2420880449089137,2,0.08333333333333333,0.6458333333333334,0.20164231735592086,0.07561970339277953,0.35833333333333334,0.5125,0.0,0.7583333333333333,0,2500001
,,0,0,OP7,9100021,0.0,0.0,0.0,0,0,1,True,240,15,7,31,0,0,1,1,2,1,1,3,0.0125,0.0,1.0,0.0669468343257904,2,0.1,0.5833333333333334,0.2094368799123913,0.06719103126270057,0.5208333333333334,0.45416666666666666,0.0,0.0,0,2500001
,,0,0,OP7,9100022,0.0,0.0,0.0,0,0,1,True,240,17,7,33,0,0,3,3,5,1,1,9,0.0375,0.0,1.0,0.08111796859237883,2,0.21666666666666667,0.5166666666666667,0.17980330797533195,0.06743049580375858,0.5333333333333333,0.5458333333333333,0.0,0.0,0,2500001
28,28,0,0,OP7,9100023,2.0,0.0,2.0,1,0,0,True,240,16,7,61,2,0,1,3,2,1,0,31,0.12916666666666668,0.41935483870967744,1.0,0.10482274957241551,2,0.10833333333333334,0.5041666666666667,0.2194477257862066,0.06441510689376931,0.49166666666666664,0.45416666666666666,0.0,0.8833333333333333,0,2500001
34,34,0,1,OP7,9100024,3.0,2.0,1.0,1,0,0,True,180,9,4,39,3,2,1,4,2,1,0,50,0.2777777777777778,0.44,0.76,0.14830477222800253,2,0.16111111111111112,0.5722222222222222,0.1845604908445643,0.06979522355767484,0.3333333333333333,0.2777777777777778,0.0,0.7388888888888889,0,2500001
198,198,0,1,OP7,9100025,1.0,1.0,0.0,0,0,1,True,240,19,4,54,1,1,2,3,2,1,0,18,0.075,0.05555555555555555,0.9444444444444444,0.13026672684484059,2,0.1375,0.5166666666666667,0.21003900449723006,0.07133035201853394,0.5458333333333333,0.2625,0.6708333333333333,0.0,1,2500001
143,143,0,0,OP7,9100026,1.0,0.0,1.0,1,0,0,True,240,14,9,35,1,0,4,5,4,1,0,20,0.08333333333333333,0.8,1.0,0.0962225291877985,2,0.08333333333333333,0.5666666666666667,0.21227727110187214,0.0723275569648346,0.4625,0.6708333333333333,0.0,0.4041666666666667,0,2500001
207,207,0,0,OP7,9100027,1.0,0.0,1.0,1,0,0,True,240,14,6,43,1,0,5,6,5,1,0,25,0.10416666666666667,0.72,0.8,0.15401022896170616,2,0.07083333333333333,0.5041666666666667,0.24211554171827931,0.06440158701273807,0.5041666666666667,0.3458333333333333,0.0,0.1375,0,2500001
74,74,0,1,OP7,9100028,2.0,2.0,0.0,0,0,1,True,240,14,4,44,2,2,4,6,8,1,0,41,0.17083333333333334,0.2926829268292683,0.7073170731707317,0.16156276869701175,2,0.15416666666666667,0.5333333333333333,0.22596971740325292,0.08814326349505185,0.4166666666666667,0.2625,0.025,0.09166666666666666,1,2500001
194,194,0,0,OP7,9100029,1.0,0.0,1.0,1,0,0,True,240,14,3,46,1,0,5,6,7,1,0,30,0.125,0.4666666666666667,0.5666666666666667,0.18264387113352618,2,0.18333333333333332,0.55,0.1805456474578629,0.06264284282963975,0.4041666666666667,0.1875,0.0,0.19166666666666668,0,2500001
30,30,0,0,OP8,9100000,2.0,0.0,2.0,1,0,0,True,240,14,10,69,2,0,3,5,3,1,0,45,0.1875,0.6888888888888889,0.8444444444444444,0.1270259310801824,2,0.05,0.49583333333333335,0.251377804717049,0.06963935115102989,0.4375,0.5541666666666667,0.0,0.875,0,2500001
37,37,0,0,OP8,9100001,2.0,0.0,2.0,1,0,0,True,240,14,9,59,2,0,2,4,2,1,0,33,0.1375,0.5757575757575758,0.696969696969697,0.14911779806469427,2,0.11666666666666667,0.48333333333333334,0.21996963202642897,0.05897976678146127,0.5,0.5958333333333333,0.0,0.8458333333333333,0,2500001
42,42,0,0,OP8,9100002,2.0,0.0,2.0,1,0,0,True,240,16,9,56,2,0,4,6,4,1,0,41,0.17083333333333334,0.5121951219512195,0.8536585365853658,0.1240955637540759,2,0.058333333333333334,0.48333333333333334,0.2579304007347673,0.0694990676556093,0.5166666666666667,0.65,0.0,0.825,0,2500001
113,113,0,0,OP8,9100003,2.0,0.0,2.0,1,0,0,True,240,16,10,61,2,0,5,7,6,1,0,39,0.1625,0.5384615384615384,0.8717948717948718,0.12804126634429663,2,0.14166666666666666,0.5,0.2207886165784051,0.06161475239714491,0.44166666666666665,0.5833333333333334,0.0,0.5291666666666667,0,2500001
28,28,0,0,OP8,9100004,1.0,0.0,1.0,1,0,0,True,240,18,8,61,1,0,4,5,5,1,0,23,0.09583333333333334,0.5217391304347826,0.6956521739130435,0.14298587243842042,2,0.12916666666666668,0.4625,0.2438158763262133,0.07590234006706471,0.5875,0.525,0.0,0.8833333333333333,0,2500001
41,41,0,0,OP8,9100005,1.0,0.0,1.0,1,0,0,True,240,15,13,56,1,0,3,4,3,1,0,23,0.09583333333333334,0.43478260869565216,0.8695652173913043,0.12356931376068489,2,0.15,0.5125,0.21218337619987626,0.06185813312792258,0.525,0.7583333333333333,0.0,0.8291666666666667,0,2500001
43,43,0,0,OP8,9100006,3.0,0.0,3.0,1,0,0,True,148,7,6,52,3,0,2,5,2,1,0,52,0.35135135135135137,0.46153846153846156,0.6538461538461539,0.16050708050338122,2,0.0945945945945946,0.4594594594594595,0.25134122302453665,0.04791800698731586,0.36486486486486486,0.4864864864864865,0.0,0.7094594594594594,0,2500001
78,78,0,0,OP8,9100007,1.0,0.0,1.0,1,0,0,True,240,18,11,48,1,0,3,4,5,1,0,18,0.075,0.2777777777777778,0.6666666666666666,0.14119371523459753,2,0.23333333333333334,0.4666666666666667,0.1712835201838364,0.059735396244893005,0.55,0.5875,0.0,0.675,0,2500001
32,32,0,0,OP8,9100008,1.0,0.0,1.0,1,0,0,True,240,14,9,44,1,0,1,2,2,1,0,16,0.06666666666666667,0.0,0.8125,0.13292182190343738,2,0.22916666666666666,0.5833333333333334,0.13089950394351035,0.05129982376335344,0.475,0.5625,0.0,0.8666666666666667,0,2500001
,,0,0,OP8,9100009,0.0,0.0,0.0,0,0,1,True,240,17,10,66,0,0,5,5,6,1,1,19,0.07916666666666666,0.5789473684210527,1.0,0.08120370597431534,2,0.18333333333333332,0.4708333333333333,0.2181166110870739,0.07694974402790346,0.49583333333333335,0.65,0.0,0.0,0,2500001
27,27,0,0,OP8,9100010,2.0,0.0,2.0,1,0,0,True,240,17,8,88,2,0,4,6,4,1,0,38,0.15833333333333333,0.5,0.9210526315789473,0.11413279450253437,2,0.1,0.5125,0.23551390500118335,0.06955978419961563,0.5791666666666667,0.4666666666666667,0.0,0.8875,0,2500001
29,29,0,0,OP8,9100011,2.0,0.0,2.0,1,0,0,True,240,16,7,108,2,0,5,7,4,1,0,55,0.22916666666666666,0.509090909090909,0.9272727272727272,0.11182150197300043,2,0.10416666666666667,0.4666666666666667,0.24062861235191424,0.06695079585430601,0.49583333333333335,0.38333333333333336,0.0,0.8791666666666667,0,2500001
75,75,0,0,OP8,9100012,2.0,0.0,2.0,1,0,0,True,240,17,10,32,2,0,4,6,5,1,0,45,0.1875,0.6666666666666666,0.4888888888888889,0.1762037152217494,2,0.041666666666666664,0.4583333333333333,0.28364755905543765,0.09196248531666243,0.5458333333333333,0.7,0.0,0.6875,0,2500001
192,192,0,0,OP8,9100013,1.0,0.0,1.0,1,0,0,True,240,18,6,80,1,0,5,6,5,1,0,26,0.10833333333333334,0.7692307692307693,1.0,0.0978614971614801,2,0.0625,0.3875,0.2748988086668154,0.07516243937410157,0.6708333333333333,0.26666666666666666,0.0,0.2,0,2500001
88,88,0,1,OP8,9100014,2.0,2.0,0.0,0,0,1,True,240,14,7,45,2,2,5,7,6,1,0,41,0.17083333333333334,0.4634146341463415,0.5121951219512195,0.16980517364856673,2,0.125,0.5541666666666667,0.2358952880371362,0.07300107661531001,0.4708333333333333,0.5041666666666667,0.0375,0.008333333333333333,1,2500001
29,29,0,0,OP8,9100015,2.0,0.0,2.0,1,0,0,True,240,16,11,64,2,0,4,6,5,1,0,45,0.1875,0.37777777777777777,0.8888888888888888,0.11999865745504697,2,0.13333333333333333,0.425,0.21913388432003558,0.05456181105237192,0.5166666666666667,0.6208333333333333,0.0,0.8791666666666667,0,2500001
,,0,0,OP8,9100016,0.0,0.0,0.0,0,0,1,True,240,18,8,55,0,0,5,5,5,1,1,15,0.0625,0.8,0.8666666666666667,0.11926230266690255,2,0.05416666666666667,0.39166666666666666,0.28006370589137075,0.07420451185656324,0.6333333333333333,0.5166666666666667,0.0,0.0,0,2500001
74,74,0,0,OP8,9100017,1.0,0.0,1.0,1,0,0,True,240,16,5,53,1,0,3,4,4,1,0,25,0.10416666666666667,0.36,0.8,0.14301558017730712,2,0.10416666666666667,0.5333333333333333,0.22193913722100359,0.060405630284306726,0.5833333333333334,0.4,0.0,0.6916666666666667,0,2500001
92,92,0,1,OP8,9100018,3.0,1.0,2.0,1,0,0,True,166,9,7,45,3,1,1,4,1,1,0,48,0.2891566265060241,0.6041666666666666,0.6666666666666666,0.1600601467459152,2,0.018072289156626505,0.5060240963855421,0.27279591659106406,0.07338648147832641,0.40963855421686746,0.5120481927710844,0.04216867469879518,0.21686746987951808,1,2500001
34,34,0,0,OP8,9100019,2.0,0.0,2.0,1,0,0,True,240,16,10,63,2,0,2,4,2,1,0,36,0.15,0.2222222222222222,0.8888888888888888,0.12427969680478175,2,0.15833333333333333,0.4041666666666667,0.21057285312563181,0.05584420060185948,0.5583333333333333,0.6416666666666667,0.0,0.8583333333333333,0,2500001
46,46,0,0,OP8,9100020,1.0,0.0,1.0,1,0,0,True,240,19,4,56,1,0,4,5,5,1,0,24,0.1,0.2916666666666667,0.7916666666666666,0.14248024377351007,2,0.07916666666666666,0.4125,0.2883908362283061,0.09552039564490163,0.7125,0.30416666666666664,0.0,0.8083333333333333,0,2500001
70,70,0,0,OP8,9100021,2.0,0.0,2.0,1,0,0,True,240,16,12,73,2,0,4,6,5,1,0,42,0.175,0.6190476190476191,0.8571428571428571,0.1126679569660198,2,0.125,0.525,0.20064925248734652,0.05387872418650659,0.4708333333333333,0.5625,0.0,0.7083333333333334,0,2500001
,,0,0,OP8,9100022,0.0,0.0,0.0,0,0,1,True,240,21,4,74,0,0,2,2,2,1,1,5,0.020833333333333332,1.0,0.4,0.22645401656627656,2,0.08333333333333333,0.3958333333333333,0.26523852011499305,0.06617153798533763,0.7375,0.35,0.0,0.0,0,2500001
