condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,blue_score,red_score,score_margin,strategy_switches,strategy_resamples,strategy_unique_count,strategy_entropy_mean,strategy_dominant,checkpoint
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,3,122884003,-7.156505043094512,1,189,3,1,2,3,6,2,1.3854361766229861,0,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,4,2756714070,-1.614552731247386,1,103,3,1,2,0,4,1,1.385609445062656,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,5,2495162641,-1.2380372878687922,1,93,3,0,3,1,3,2,1.3856550788366666,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,6,2464678320,-0.9388466355449054,1,89,3,1,2,1,3,2,1.3856194193443556,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,7,3516911469,-6.0416339138755575,1,165,3,0,3,2,6,2,1.3855806914242832,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,8,2817129160,-0.8535654313163832,1,87,3,1,2,0,3,1,1.3857275576427066,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,9,27431579,-2.601666989561636,1,126,3,0,3,1,4,2,1.3855651408906966,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,10,2283423000,-0.09136897613643669,1,90,3,0,3,0,3,1,1.385676982667711,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,11,3742635747,-2.1990194515674375,1,104,3,1,2,0,4,1,1.3856319120297065,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,12,1894362102,-2.8249009248102084,1,111,3,1,2,0,4,1,1.3855679786957062,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,13,424090709,-4.661479834641796,1,121,3,1,2,1,4,2,1.3856504288586704,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,14,3515022212,-2.058193299017148,1,91,3,2,1,0,3,1,1.3857086058501358,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,15,4278422992,-3.7483033872849774,1,153,3,0,3,0,5,1,1.3856098947961346,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,16,3391869920,-0.6728148695256095,1,80,3,1,2,1,3,2,1.3857278645038604,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,17,3505452393,-1.691382258257363,1,100,3,0,3,0,4,1,1.385686275959015,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,18,1719987540,-7.553483169263927,1,206,3,0,3,2,7,2,1.3853601124680157,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,19,1220254463,-0.8930737398331985,1,88,3,1,2,0,3,1,1.3856751458211378,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,20,1620747428,-3.2670337035960983,1,114,3,0,3,1,4,2,1.3856776659948784,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,21,2154152420,-2.167551091959467,1,116,3,0,3,1,4,2,1.385595611457167,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,22,3209031845,0.2788160889176652,1,77,3,1,2,0,3,1,1.3857115135564433,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,23,3329509412,-2.9602801841392647,1,103,3,1,2,1,4,2,1.3856095561703432,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP9,map_b_split_lane_v2,10100,24,1116137008,-6.460322119790362,1,166,3,1,2,1,6,2,1.3855350462787122,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP10,map_b,11000,0,3345918990,-1.8892239438719116,1,109,3,1,2,0,4,1,1.3856297961068809,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP10,map_b,11000,1,2873335741,-4.340775441320147,1,129,3,1,2,0,5,1,1.3856065781541573,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
learned_qphi_switching,learned_router,OP10,map_b,11000,2,1384260159,-6.899075115652522,1,175,3,1,2,2,6,2,1.3854456383841378,3,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
