condition,condition_display,opponent,map,episode_seed,cell_seed,episode_index,initial_z,z_sequence,z_sequence_len,z_switches_at_opportunities,logged_switches,router_entropy_mean,return,score_margin,episode_length,strategy_switches,strategy_resamples,strategy_unique_count
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,4111862725,11100,11,,,0,0,0,nan,-2.7407600820297375,2,92,1,3,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,4224558999,11100,12,,,0,0,0,nan,-5.430922454921529,2,150,1,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,2257866547,11100,13,,,0,0,0,nan,-5.223770779732149,3,142,1,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,2934956075,11100,14,,,0,0,0,nan,-16.02810626439168,2,310,0,10,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,1334090770,11100,15,,,0,0,0,nan,-1.445222052570898,3,125,2,4,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,516087046,11100,16,,,0,0,0,nan,-4.817486931162421,2,152,1,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,467517369,11100,17,,,0,0,0,nan,-14.934455025853822,2,323,3,11,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,3783364599,11100,18,,,0,0,0,nan,-22.055724625621224,1,400,2,13,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,910807042,11100,19,,,0,0,0,nan,-10.795498155464884,-1,215,1,7,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,3090597683,11100,20,,,0,0,0,nan,-5.031846090219915,1,139,2,5,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,233838682,11100,21,,,0,0,0,nan,-0.8259439381945413,2,80,0,3,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,4105817443,11100,22,,,0,0,0,nan,-0.38548197198542766,2,84,0,3,1
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,2158395812,11100,23,,,0,0,0,nan,-11.028152373677585,2,249,1,8,2
learned_qphi_switching,learned_router,OP10,map_b_split_lane_v2,790016356,11100,24,,,0,0,0,nan,-4.1009049213607796,3,120,0,4,1
fixed_z2,fixed_z2,OP8,map_b,3931152401,9000,0,2,2,1,0,0,nan,-5.1360506582132075,3,165,0,0,1
fixed_z2,fixed_z2,OP8,map_b,4133960357,9000,1,2,2,1,0,0,nan,-2.4716673953516874,1,127,0,0,1
fixed_z2,fixed_z2,OP8,map_b,2168068180,9000,2,2,2,1,0,0,nan,-1.1974642205459531,2,99,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1198698609,9000,3,2,2,1,0,0,nan,-5.397257311909925,3,166,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1809413231,9000,4,2,2,1,0,0,nan,-4.070003199536586,2,154,0,0,1
fixed_z2,fixed_z2,OP8,map_b,2369751177,9000,5,2,2,1,0,0,nan,-1.5328522609197535,3,120,0,0,1
fixed_z2,fixed_z2,OP8,map_b,2634179127,9000,6,2,2,1,0,0,nan,-1.5403668261133134,1,97,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1959344709,9000,7,2,2,1,0,0,nan,-5.60451249347534,2,152,0,0,1
fixed_z2,fixed_z2,OP8,map_b,307956145,9000,8,2,2,1,0,0,nan,-2.0973233853001148,1,100,0,0,1
fixed_z2,fixed_z2,OP8,map_b,2260348611,9000,9,2,2,1,0,0,nan,-8.420737413573079,2,215,0,0,1
fixed_z2,fixed_z2,OP8,map_b,164305612,9000,10,2,2,1,0,0,nan,-0.9617130586993881,2,102,0,0,1
fixed_z2,fixed_z2,OP8,map_b,323063123,9000,11,2,2,1,0,0,nan,-1.7874345305026509,2,91,0,0,1
fixed_z2,fixed_z2,OP8,map_b,2408712126,9000,12,2,2,1,0,0,nan,-5.667134565766901,1,168,0,0,1
fixed_z2,fixed_z2,OP8,map_b,3285696593,9000,13,2,2,1,0,0,nan,-1.860027082148008,2,89,0,0,1
fixed_z2,fixed_z2,OP8,map_b,941609525,9000,14,2,2,1,0,0,nan,-1.459817447088426,2,104,0,0,1
fixed_z2,fixed_z2,OP8,map_b,3379009567,9000,15,2,2,1,0,0,nan,-4.543518236838281,1,133,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1685689940,9000,16,2,2,1,0,0,nan,-8.152228438295424,3,242,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1115813738,9000,17,2,2,1,0,0,nan,-0.4062566474021878,2,92,0,0,1
fixed_z2,fixed_z2,OP8,map_b,486952603,9000,18,2,2,1,0,0,nan,-0.7696820349956397,2,99,0,0,1
fixed_z2,fixed_z2,OP8,map_b,244585634,9000,19,2,2,1,0,0,nan,-1.9917849477787968,2,125,0,0,1
fixed_z2,fixed_z2,OP8,map_b,1257603099,9000,20,2,2,1,0,0,nan,-4.177676678838907,3,152,0,0,1
fixed_z2,fixed_z2,OP8,map_b,264235122,9000,21,2,2,1,0,0,nan,-4.303021215746412,3,145,0,0,1
fixed_z2,fixed_z2,OP8,map_b,909622915,9000,22,2,2,1,0,0,nan,-2.991542504285462,2,140,0,0,1
fixed_z2,fixed_z2,OP8,map_b,3446772807,9000,23,2,2,1,0,0,nan,-2.1311431402282324,2,101,0,0,1
fixed_z2,fixed_z2,OP8,map_b,3588524931,9000,24,2,2,1,0,0,nan,-2.615848423622083,1,105,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1016020432,9100,0,2,2,1,0,0,nan,-1.891747677087551,3,102,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,3977254452,9100,1,2,2,1,0,0,nan,-2.4864972101931926,3,109,0,0,1
