time_to_intercept,relative_closing_velocity,carrier_dist_home,nearest_ready_defender_dist,escort_dist,cooldown_remaining,carrier_progress_frac,pressure_trend,commitment_imbalance,mate_intervention_eta,intercept_margin,agents_forward,formation_spread,is_carrier_pressure_onset,score_diff,time_remaining_frac,pressure_step,score_stratum,tagged_within_H_response,captured_within_H_response,event_role,episode_key,episode_id,opponent,eval_seed,train_seed,policy,pressure_anchor_step,c3_contract_hash,checkpoint_sha256,checkpoint_path,map,ruleset,snapshot_restore
inf,-0.015058708377182484,0.69634134,0.38735723,0.6288747,0.0,0.30365866,3.3003926,0.0,4.1924977,inf,1,0.046865035,True,2.0,0.03749999999999998,231,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400027,3200001:OP11:9400027,OP11,9400027,3200001,3200001,231,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.041908808052539825,0.7083093,,0.6392729,7.030000686645508,0.2916907,3.795475,0.0,4.2618194,inf,1,0.026586723,True,0.0,0.9333333333333333,16,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400028,3200001:OP11:9400028,OP11,9400028,3200001,3200001,16,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.005230485927313566,0.707919,0.13039637,0.53034055,0.0,0.292081,4.709004,0.0,3.5356035,inf,1,0.0642138,True,1.0,0.7541666666666667,59,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400028,3200001:OP11:9400028,OP11,9400028,3200001,3200001,59,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.016258075833320618,0.7280522,0.28471553,0.2937143,0.0,0.2719478,3.937896,2.0,1.9580953,inf,2,0.032818604,True,1.0,0.525,114,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400028,3200001:OP11:9400028,OP11,9400028,3200001,3200001,114,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
11.934419,0.006620977073907852,0.691759,,0.30004022,0.10000181198120117,0.308241,3.7370374,0.0,2.000268,9.934151,1,0.014929438,True,2.0,0.4041666666666667,143,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400028,3200001:OP11:9400028,OP11,9400028,3200001,3200001,143,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.007544417399913073,0.7068821,0.29609987,0.5859154,0.0,0.29311788,3.1637583,0.0,3.9061024,inf,1,0.018555403,True,0.0,0.7625,57,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400029,3200001:OP11:9400029,OP11,9400029,3200001,3200001,57,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
5.7789593,0.011065256781876087,0.71265376,0.063945666,0.23114923,6.535000801086426,0.28734624,4.619246,2.0,1.5409948,4.2379646,2,0.043252088,True,1.0,0.21666666666666667,188,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400029,3200001:OP11:9400029,OP11,9400029,3200001,3200001,188,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.023054536432027817,0.73777694,0.079931095,0.23385802,3.0700016021728516,0.26222306,3.706857,2.0,1.5590534,inf,2,0.073507644,True,1.0,0.008333333333333304,238,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP11:9400029,3200001:OP11:9400029,OP11,9400029,3200001,3200001,238,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.2493991,0.11248037964105606,0.17545235,0.1779753,0.11209415,0.0,0.82454765,1.1837451,-2.0,0.7472943,0.50210476,0,0.055821277,True,0.0,0.8875,27,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400000,3200001:OP12:9400000,OP12,9400000,3200001,3200001,27,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.7703799,0.02170061506330967,0.7220709,0.038418334,0.103114106,1.0900018215179443,0.27792913,7.5925283,2.0,0.68742734,1.0829525,2,0.058583118,True,1.0,0.8083333333333333,46,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400000,3200001:OP12:9400000,OP12,9400000,3200001,3200001,46,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
6.1443048,0.024139048531651497,0.72162133,0.7931928,0.6608518,0.0,0.27837867,1.5257117,0.0,4.4056783,1.7386265,1,0.05585251,True,1.0,0.5833333333333333,100,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400000,3200001:OP12:9400000,OP12,9400000,3200001,3200001,100,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.019536491483449936,0.70401675,0.76240027,0.4047308,0.0,0.29598325,2.2496285,0.0,2.6982052,inf,1,0.03272929,True,2.0,0.4666666666666667,128,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400000,3200001:OP12:9400000,OP12,9400000,3200001,3200001,128,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
11.434245,0.015337534248828888,0.5398733,0.5906913,0.45608562,0.0,0.4601267,0.48033816,0.0,3.0405707,8.393675,1,0.03480711,True,2.0,0.44999999999999996,132,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400000,3200001:OP12:9400000,OP12,9400000,3200001,3200001,132,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.3461263,0.07533497363328934,0.2968939,0.10141039,0.099849224,10.0,0.7031061,1.9552952,-2.0,0.66566145,0.68046486,0,0.008978081,True,0.0,0.9041666666666667,23,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400001,3200001:OP12:9400001,OP12,9400001,3200001,3200001,23,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.119515,0.05896027386188507,0.07095562,0.12496718,0.10990176,8.020000457763672,0.92904437,0.4150586,-2.0,0.7326784,1.3868365,0,0.0034414767,True,0.0,0.8875,27,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400001,3200001:OP12:9400001,OP12,9400001,3200001,3200001,27,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
10.096025,0.010571029037237167,0.7151845,0.10672538,0.4435472,4.060001373291016,0.2848155,2.7473218,0.0,2.9569812,7.1390443,1,0.0039172648,True,1.0,0.8291666666666666,41,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400001,3200001:OP12:9400001,OP12,9400001,3200001,3200001,41,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.1130009,0.0820939838886261,0.67883277,0.7505851,0.07161065,0.0,0.32116723,1.1757782,2.0,0.47740433,1.6355965,2,0.019025708,True,1.0,0.7041666666666666,71,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400001,3200001:OP12:9400001,OP12,9400001,3200001,3200001,71,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-0.0305523369461298,0.7477349,0.08334817,0.15362714,5.545001029968262,0.2522651,3.5566866,2.0,1.0241809,inf,2,0.007345438,True,0.0,0.9333333333333333,16,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,16,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.3621252,0.059369247406721115,0.55410796,0.1402376,0.15659088,3.0700016021728516,0.44589204,0.6425482,2.0,1.0439391,1.318186,2,0.021881867,True,0.0,0.9125,21,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,21,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.2836643,0.09155622869729996,0.30034485,0.18839943,0.18913268,0.0,0.6996552,1.3820375,-2.0,1.2608844,0.022779942,0,0.06071944,True,0.0,0.8625,33,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,33,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.7364541,0.09017693251371384,0.22921064,0.1565881,0.11748989,0.0,0.7707894,0.62649834,-2.0,0.7832659,0.95318824,0,0.013494206,True,0.0,0.7541666666666667,59,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,59,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.9234506,0.024224793538451195,0.7196843,0.046595193,0.5009748,0.0,0.2803157,6.0341268,0.0,3.3398316,-1.416381,1,0.045758583,True,1.0,0.7083333333333333,70,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,70,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
12.801879,0.004778849892318249,0.7115755,0.061178256,0.52510244,6.040000915527344,0.2884245,4.8245587,0.0,3.5006828,9.301196,1,0.06683435,True,0.0,0.6,96,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,96,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
174.28964,0.0005332552827894688,0.7094194,0.76751846,0.4880863,0.0,0.29058057,2.6586106,0.0,3.2539086,171.03574,1,0.0034959794,True,0.0,0.5583333333333333,106,tied,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400002,3200001:OP12:9400002,OP12,9400002,3200001,3200001,106,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
inf,-9.605020750313997e-05,0.7013847,0.116237566,0.09485399,6.535000801086426,0.29861528,2.5589068,2.0,0.6323599,inf,2,0.059638977,True,0.0,0.9458333333333333,13,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400003,3200001:OP12:9400003,OP12,9400003,3200001,3200001,13,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
1.6479559,0.08949556946754456,0.083861984,0.14748475,0.15753779,0.5950018167495728,0.916138,0.7192067,-2.0,1.0502518,0.59770405,0,0.05971217,True,0.0,0.8958333333333334,25,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400003,3200001:OP12:9400003,OP12,9400003,3200001,3200001,25,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
0.9058894,0.05304667353630066,0.7030293,0.7639783,0.18148366,0.0,0.29697073,6.113757,2.0,1.209891,-0.30400157,2,0.03573809,True,2.0,0.6291666666666667,89,leading,0,0,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400003,3200001:OP12:9400003,OP12,9400003,3200001,3200001,89,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
2.8495188,0.05354979261755943,0.16772607,0.15259114,0.43286818,0.0,0.83227396,0.99436295,0.0,2.8857877,-0.03626895,1,0.15803552,True,0.0,0.9,24,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400004,3200001:OP12:9400004,OP12,9400004,3200001,3200001,24,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
0.8787915,0.100795678794384,0.1401844,0.12685317,0.10451816,10.0,0.8598156,2.2661402,-2.0,0.6967877,0.1820038,0,0.012030935,True,0.0,0.8958333333333334,25,tied,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400005,3200001:OP12:9400005,OP12,9400005,3200001,3200001,25,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
3.6178558,0.03778646141290665,0.4816555,0.13670596,0.096386656,0.0,0.5183445,1.2768333,2.0,0.6425777,2.9752781,2,0.007978296,True,1.0,0.7125,69,leading,0,1,BACKWARD_TRACE_ANCHOR_ONLY,OP12:9400005,3200001:OP12:9400005,OP12,9400005,3200001,3200001,69,c40eb5e8bca4f9a1d927b4779a312281a2c2fbee38bf7c4afa7fb94c35769ae0,94a28f25a1e81954b499428d29566d98b39482113666c637b289ebddd1966059,K:\MultiAgentUAV\AICTFProject\artifacts\g0_v5_long\g0_v5_long_seed3200001\ckpts\final_g0_v5_long_seed3200001.zip,map_a,RULESET_V2_AQUATICUS_10S,"{'mode': 'deterministic_natural_replay', 'references': ['train_seed/policy checkpoint', 'opponent', 'eval_seed', 'pressure_step as backward-trace anchor'], 'note': 'Stage 3 reconstructs candidate snapshots by replaying unmodified G0 on (opponent, eval_seed).'}"
