checkpoint,opponent,latent_z,map,episode_index,cell_seed,episode_seed,success,blue_score,red_score,steps,return,zone_coverage,collision_free,win_margin,time_to_first_score,mean_inter_robot_dist,episode_start_phase,fixed_latent_id,outcome,collisions_per_episode,collision_events_per_episode,obstacle_collision_events_per_episode,blue_stuck_steps,red_stuck_steps,blue_blocked_movement_events,blue_obstacle_collision_events,blue_route_switches,blue_attack_upper_crossings,blue_attack_lower_crossings,blue_return_upper_crossings,blue_return_lower_crossings,blue_intercept_upper_crossings,blue_intercept_lower_crossings,blue_upper_lane_steps,blue_lower_lane_steps,blue_neutral_lane_steps,blue_movement_attempts,blue_successful_movement_steps,blue_repeated_blocked_movement_events,near_misses_per_episode,decision_steps,reward_total,reward_sparse_points,reward_offense,behavior_team_spread,behavior_num_attackers,behavior_num_defenders,behavior_num_go_to,behavior_carrier_escort_count,behavior_nearest_blue_to_carrier,behavior_nearest_blue_to_enemy_carrier,behavior_n_intercept_near_enemy_carrier,behavior_avg_blue_to_enemy_flag,behavior_avg_blue_to_own_flag,behavior_intercept_pressure,behavior_defense_pressure,behavior_attack_defense_ratio,coord_pairwise_head0_pearson_mean,coord_head0_team_agreement_rate,coord_full_action_team_agreement_rate,coord_trajectory_steps,strategy_switches,strategy_switch_rate,strategy_resamples,strategy_resample_rate,strategy_unique_count,strategy_entropy_mean,strategy_dominant,strategy_occupancy_0,strategy_occupancy_1,strategy_occupancy_2,strategy_occupancy_3,strategy_phase_blue_attack_occupancy_0,strategy_phase_blue_attack_occupancy_1,strategy_phase_blue_attack_occupancy_2,strategy_phase_blue_attack_occupancy_3,strategy_phase_neutral_occupancy_0,strategy_phase_neutral_occupancy_1,strategy_phase_neutral_occupancy_2,strategy_phase_neutral_occupancy_3,strategy_phase_blue_defense_occupancy_0,strategy_phase_blue_defense_occupancy_1,strategy_phase_blue_defense_occupancy_2,strategy_phase_blue_defense_occupancy_3,strategy_phase_both_flags_occupancy_0,strategy_phase_both_flags_occupancy_1,strategy_phase_both_flags_occupancy_2,strategy_phase_both_flags_occupancy_3
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,0,map_b,0,42,42,1,3,0,106,-0.9410265302285552,0.7199999690055847,1,3,37.0,5.563769646410672,neutral,0,win,0,0,9,0,0,0,1,2,1,5,0,3,0,0,6,68,138,212,212,0,38,106,0.5543592572212219,100.0,0.5,0.09431419900249478,0.9528301886792453,0.41509433962264153,0.6132075471698113,0.330188679245283,0.7596984434837721,1.5,0.0,0.2087065338701853,0.2855843343192114,0.865325096643196,0.7043196350898383,0.6344339622641509,-0.20254270477614145,0.4339622641509434,0.018867924528301886,106.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,0,map_b,1,42,43,1,3,1,101,-1.2693446822813712,0.6399999856948853,0,2,33.0,6.028643013227104,neutral,0,win,1,1,3,0,0,0,0,5,2,2,2,1,1,0,38,25,139,202,202,0,29,101,0.5186151266098022,100.0,0.5,0.12260485422050599,1.1287128712871286,0.38613861386138615,0.45544554455445546,0.2871287128712871,0.7667840361447618,1.2336002984775765,0.21782178217821782,0.20104878484317573,0.30452961100283826,0.8694677954853172,0.7794655726687743,0.6856435643564357,-0.026216468968126207,0.31683168316831684,0.039603960396039604,101.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,1,map_b,0,42,42,1,3,1,103,-0.1027779107389506,0.4399999976158142,1,2,37.0,4.62652587890625,neutral,1,win,0,0,9,0,0,0,1,0,0,5,0,3,0,5,0,93,113,206,206,0,47,103,0.5193958282470703,100.0,0.5,0.05938598621202615,1.1262135922330097,0.3300970873786408,0.5242718446601942,0.46601941747572817,0.7871757313175108,1.2139645843468245,0.36893203883495146,0.20788241801693022,0.241168391845614,0.8434862766451049,0.80073852272867,0.6990291262135923,-0.07433950468928817,0.3592233009708738,0.0,103.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,1,map_b,1,42,43,1,3,0,283,-13.87020144201233,0.6399999856948853,1,3,33.0,4.927992749972394,neutral,1,win,0,0,18,0,0,0,0,4,4,12,0,4,0,0,46,152,368,566,566,0,84,283,0.5544033050537109,100.0,0.5,0.09680333344904252,1.1130742049469964,0.20141342756183744,0.6855123674911661,0.2332155477031802,1.037555229708605,1.5,0.0,0.24014155028960518,0.30757613643319365,0.8351188689575599,0.649943220320523,0.7279151943462897,-0.09724548069969981,0.43109540636042404,0.02120141342756184,283.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,2,map_b,0,42,42,1,3,0,220,-8.4839997740346,0.6399999856948853,1,3,104.0,6.247913152521307,neutral,2,win,0,0,4,0,0,0,0,6,3,9,0,3,0,0,29,131,280,440,440,0,45,220,0.5193945169448853,100.0,0.5,0.13009524188766425,0.8909090909090909,0.23636363636363636,0.8636363636363636,0.14545454545454545,1.0281477829695425,1.5,0.0,0.25665824221531774,0.2926567412574183,0.8426167328249324,0.6880309045314789,0.6636363636363637,-0.20668590285719543,0.35909090909090907,0.022727272727272728,220.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,2,map_b,1,42,43,1,3,1,102,-2.082279317342909,0.6800000071525574,1,2,40.0,6.024816774854473,neutral,2,win,0,0,5,0,0,0,1,3,1,2,0,3,1,4,19,60,125,204,204,0,21,102,0.5542517900466919,100.0,0.5,0.11406976201881965,0.9215686274509803,0.3627450980392157,0.7156862745098039,0.38235294117647056,0.6919381469122919,0.9548555656391031,0.46078431372549017,0.18092300826866253,0.2832001840659216,0.8955901393703386,0.8260860378835716,0.6397058823529411,-0.037480566427780616,0.4117647058823529,0.10784313725490197,102.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,3,map_b,0,42,42,1,3,0,107,-1.3890505553863477,0.6399999856948853,0,3,49.0,6.4935422522999415,neutral,3,win,1,1,0,0,0,0,0,4,2,2,0,3,0,0,12,38,164,214,214,0,20,107,0.5543050765991211,100.0,0.5,0.12154418991652326,0.7476635514018691,0.2616822429906542,0.9719626168224299,0.2523364485981308,0.7995559300043594,1.5,0.0,0.22274187442228616,0.26638386426406485,0.8844907612444084,0.7669138161935539,0.6238317757009346,-0.06804916466598644,0.42990654205607476,0.018691588785046728,107.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,3,map_b,1,42,43,1,3,1,80,-0.7576886954484507,0.5999999642372131,1,2,33.0,6.600531768798828,neutral,3,win,0,0,2,0,0,0,2,2,1,2,0,3,3,1,24,37,99,160,160,0,14,80,0.5549135804176331,100.0,0.5,0.1539539557415992,0.825,0.5125,0.6625,0.1375,0.6688407514244318,1.0859002558980138,0.3,0.2041234319563955,0.29925587028265,0.9217128172516823,0.8186810635030269,0.578125,-0.1599275091347042,0.25,0.0,80.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,0,map_b_split_lane_v2,0,142,142,1,3,0,87,-1.2447838836815208,0.6399999856948853,1,3,29.0,4.845359714551904,neutral,0,win,0,0,2,0,0,0,0,4,3,2,0,3,0,0,21,63,90,174,174,0,23,87,0.5186383128166199,100.0,0.5,0.09298845314174548,1.160919540229885,0.3448275862068966,0.4942528735632184,0.3563218390804598,0.7874035702954079,1.5,0.0,0.210939121314849,0.2831043254626893,0.8627395232518514,0.7619261200400604,0.7040229885057471,-0.011998688215128698,0.47126436781609193,0.0,87.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,0,map_b_split_lane_v2,1,142,143,1,3,0,81,-1.044879615015816,0.5600000023841858,1,3,28.0,4.830179850260417,neutral,0,win,0,0,0,0,0,0,0,2,2,3,0,3,0,0,15,78,69,162,162,0,23,81,0.5541975498199463,100.0,0.5,0.08751212045504356,0.9629629629629629,0.3333333333333333,0.6790123456790124,0.35802469135802467,0.7528702624625078,1.5,0.0,0.20289901262839083,0.30094452087342005,0.8830056418607264,0.7462550850562107,0.654320987654321,0.0753438619272058,0.4074074074074074,0.06172839506172839,81.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,1,map_b_split_lane_v2,0,142,142,1,3,0,186,-6.139139287464786,0.6800000071525574,0,3,89.0,5.423646660261257,neutral,1,win,1,1,7,0,0,0,3,5,2,10,0,3,0,0,19,174,179,372,372,0,67,186,0.5541521310806274,100.0,0.5,0.09492812690735665,1.1129032258064515,0.27956989247311825,0.5967741935483871,0.1774193548387097,1.0790966802466941,1.5,0.0,0.2476613865564427,0.2862659242124327,0.8285644429345285,0.6736640866084765,0.7083333333333334,-0.12552614888745245,0.45698924731182794,0.010752688172043012,186.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,1,map_b_split_lane_v2,1,142,143,1,3,0,84,-0.3639170926762745,0.5199999809265137,1,3,28.0,4.326910473051525,neutral,1,win,0,0,1,0,0,0,1,2,2,4,0,3,0,0,15,74,79,168,168,0,51,84,0.5187584757804871,100.0,0.5,0.0662740053320747,1.1785714285714286,0.40476190476190477,0.4166666666666667,0.4880952380952381,0.7849655012334031,1.5,0.0,0.19354171941189893,0.27346462277429445,0.8711037061044148,0.7238530119260153,0.6934523809523809,-0.22814775527344427,0.4523809523809524,0.047619047619047616,84.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,2,map_b_split_lane_v2,0,142,142,1,3,0,106,-1.686899691092549,0.5999999642372131,1,3,54.0,4.636354554374263,neutral,2,win,0,0,9,0,0,0,4,2,1,6,0,3,0,0,13,86,113,212,212,0,21,106,0.5542136430740356,100.0,0.5,0.10033537285789004,1.0188679245283019,0.33962264150943394,0.6415094339622641,0.24528301886792453,0.8847255084733918,1.5,0.0,0.21495257093096679,0.297030204239319,0.8767162257770322,0.7566268286615048,0.6698113207547169,-0.08933223966705667,0.37735849056603776,0.0,106.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,2,map_b_split_lane_v2,1,142,143,1,3,1,239,-11.345275244762888,0.6800000071525574,1,2,189.0,5.583424588127615,neutral,2,win,0,0,3,0,0,0,2,3,2,12,0,3,0,3,12,247,219,478,478,0,87,239,0.5541800260543823,100.0,0.5,0.10165099921601213,1.0920502092050208,0.19665271966527198,0.6861924686192469,0.16317991631799164,1.126165835186839,1.389098894786261,0.14644351464435146,0.2570237978809673,0.2632848399235364,0.8335420746184792,0.6749935840961824,0.7280334728033473,-0.2130841435246694,0.37656903765690375,0.012552301255230125,239.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,3,map_b_split_lane_v2,0,142,142,1,3,0,159,-4.151070745836478,0.5600000023841858,1,3,59.0,4.922893404210888,neutral,3,win,0,0,4,0,0,0,3,9,6,5,0,3,0,0,46,89,183,318,318,0,76,159,0.5542466044425964,100.0,0.5,0.10480685412016867,0.9874213836477987,0.27044025157232704,0.7421383647798742,0.2389937106918239,0.9995413276970199,1.5,0.0,0.23889420986901852,0.27441523505269355,0.8384124145567792,0.6723368040420724,0.6792452830188679,-0.09084874731172463,0.4025157232704403,0.031446540880503145,159.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP8,3,map_b_split_lane_v2,1,142,143,1,3,0,81,-0.05884345812955871,0.5600000023841858,0,3,28.0,4.867665985484182,neutral,3,win,2,2,2,0,0,0,1,2,2,2,0,3,0,0,15,54,93,162,162,0,25,81,0.554198682308197,100.0,0.5,0.08885584668152863,1.0740740740740742,0.3950617283950617,0.5308641975308642,0.30864197530864196,0.7467935142785679,1.5,0.0,0.19650450820264256,0.2924270642530403,0.8910217837051109,0.7288825931372466,0.6697530864197531,-0.34234495054775965,0.38271604938271603,0.07407407407407407,81.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,0,map_b,0,1042,1042,1,3,0,101,-1.6601841685769614,0.5999999642372131,1,3,35.0,6.617123443301361,neutral,0,win,0,0,0,0,0,0,0,4,2,4,2,1,0,0,32,39,131,202,202,0,22,101,0.5185554623603821,100.0,0.5,0.07581882223044292,1.1584158415841583,0.33663366336633666,0.4752475247524752,0.45544554455445546,0.7326262427291067,1.5,0.0,0.18517398762304593,0.31887267778931866,0.8613176357628095,0.7031152991965266,0.7128712871287128,1.1265996668972226e-17,0.45544554455445546,0.009900990099009901,101.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,0,map_b,1,1042,1043,1,3,0,173,-6.394409323926084,0.6399999856948853,0,3,35.0,6.259798788610911,neutral,0,win,1,1,9,0,0,0,5,7,6,5,0,3,0,0,60,78,208,346,346,0,41,173,0.5542343854904175,100.0,0.5,0.11248197177198925,1.1502890173410405,0.3063583815028902,0.5433526011560693,0.18497109826589594,1.029422391249093,1.5,0.0,0.2573151877419108,0.28760730839102944,0.8252540937048851,0.6640653279475394,0.7109826589595376,-0.11962951374422119,0.4508670520231214,0.046242774566473986,173.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,1,map_b,0,1042,1042,1,3,0,106,-1.3665703476872295,0.6399999856948853,0,3,36.0,5.655382840138562,neutral,1,win,1,1,3,0,0,0,0,2,1,6,0,3,0,0,9,83,120,212,212,0,37,106,0.5543776750564575,100.0,0.5,0.0824076429642034,1.009433962264151,0.22641509433962265,0.7452830188679245,0.36792452830188677,0.8142966836304316,1.5,0.0,0.22096066316589713,0.30940503707893613,0.8372331700235043,0.6837009124036105,0.7004716981132075,-0.17457778451816722,0.36792452830188677,0.0,106.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,1,map_b,1,1042,1043,1,3,1,110,-2.9512898588727694,0.6399999856948853,0,2,35.0,5.91082763671875,neutral,1,win,1,1,5,0,0,0,0,3,1,3,0,3,1,1,16,54,150,220,220,0,21,110,0.5542089939117432,100.0,0.5,0.1030244210565632,0.8272727272727273,0.22727272727272727,0.9181818181818182,0.2545454545454545,0.7843726910820061,1.176698769662868,0.36363636363636365,0.21294431567869404,0.24376097321510315,0.8612772036682476,0.7500045667995107,0.6568181818181819,0.006341677436923149,0.41818181818181815,0.05454545454545454,110.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,2,map_b,0,1042,1042,1,3,0,136,-3.0349810018378776,0.6800000071525574,1,3,33.0,6.700929529526654,neutral,2,win,0,0,4,0,0,0,2,6,4,4,1,2,0,0,34,70,168,272,272,0,27,136,0.5188441872596741,100.0,0.5,0.08430274496512379,0.9338235294117647,0.29411764705882354,0.75,0.34558823529411764,0.8609026090570671,1.5,0.0,0.21964117340907893,0.30332607299308567,0.8323525606709368,0.6705905948491657,0.6599264705882353,0.049133832850225066,0.4632352941176471,0.04411764705882353,136.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,2,map_b,1,1042,1043,1,3,0,176,-6.5726341582485475,0.7599999904632568,1,3,38.0,5.846608248623935,neutral,2,win,0,0,6,0,0,0,3,1,1,8,0,3,0,0,16,101,235,352,352,0,36,176,0.5541744232177734,100.0,0.5,0.12128698077603159,0.8806818181818182,0.2159090909090909,0.8806818181818182,0.09090909090909091,1.0404344823380762,1.5,0.0,0.2537721224891191,0.3055073398334736,0.8445351340553977,0.6457909152589061,0.6633522727272727,-0.1447298758856616,0.3806818181818182,0.022727272727272728,176.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,3,map_b,0,1042,1042,1,3,0,89,-1.4730206070526037,0.5999999642372131,1,3,35.0,5.750020230754038,neutral,3,win,0,0,1,0,0,0,1,2,1,4,0,3,0,0,6,68,104,178,178,0,29,89,0.5186764001846313,100.0,0.5,0.08977191853389312,0.9775280898876404,0.29213483146067415,0.6966292134831461,0.47191011235955055,0.684382856017753,1.5,0.0,0.1835822064973665,0.3227809483415625,0.8853822913062707,0.7111074515942777,0.6797752808988764,-0.40230902691042697,0.3146067415730337,0.02247191011235955,89.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,3,map_b,1,1042,1043,1,3,1,89,-1.589828664495144,0.6399999856948853,1,2,33.0,6.051663859506672,neutral,3,win,0,0,3,0,0,0,1,2,0,3,0,3,1,1,5,57,116,178,178,0,14,89,0.5542780160903931,100.0,0.5,0.12121138354407603,0.8539325842696629,0.2808988764044944,0.8651685393258427,0.3258426966292135,0.7456145230680704,1.1185428779362963,0.39325842696629215,0.22231906792672163,0.22688684327883668,0.8703792322887464,0.7819658296831539,0.6432584269662921,0.1761728839151361,0.4606741573033708,0.033707865168539325,89.0,0,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,0,map_b_split_lane_v2,0,1142,1142,1,3,1,144,-4.913322330830852,0.5999999642372131,1,2,29.0,5.540157741970486,neutral,0,win,0,0,3,0,0,0,0,8,3,3,0,3,1,1,30,115,143,288,288,0,27,144,0.519290566444397,100.0,0.5,0.10145196637475035,1.0833333333333333,0.3819444444444444,0.5347222222222222,0.22916666666666666,0.9711017998245856,1.292850324133825,0.2361111111111111,0.22853861482710475,0.25715040172346765,0.8557300666968027,0.7111825690501266,0.6753472222222222,-0.4421958165877283,0.4166666666666667,0.006944444444444444,144.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,0,map_b_split_lane_v2,1,1142,1143,1,3,0,189,-7.6132301489124075,0.5600000023841858,0,3,32.0,6.276704334077381,neutral,0,win,1,1,3,0,0,0,1,9,7,5,2,1,0,0,95,59,224,378,378,0,55,189,0.5543071031570435,100.0,0.5,0.07355414338843533,1.2804232804232805,0.24867724867724866,0.455026455026455,0.2751322751322751,1.0015864726451655,1.5,0.0,0.22959298778463294,0.28522893463177657,0.8198620822063829,0.6700117991714881,0.7579365079365079,-0.04967318240815093,0.3915343915343915,0.005291005291005291,189.0,0,0.0,0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,1,map_b_split_lane_v2,0,1142,1142,1,3,1,87,-1.5815676302881911,0.5199999809265137,1,2,28.0,5.028473251167385,neutral,1,win,0,0,0,0,0,0,0,4,2,1,0,3,1,2,19,63,92,174,174,0,20,87,0.5543454885482788,100.0,0.5,0.07442808964814263,1.160919540229885,0.367816091954023,0.47126436781609193,0.3333333333333333,0.7902154584425962,0.8169256200821235,0.7701149425287356,0.1984192972959972,0.24419843435458755,0.8646439985297192,0.8701375229605313,0.6982758620689655,-0.3021126455641251,0.3563218390804598,0.05747126436781609,87.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,1,map_b_split_lane_v2,1,1142,1143,1,3,1,93,-1.8279550865408964,0.5999999642372131,0,2,35.0,5.584664293514785,neutral,1,win,1,1,2,0,0,0,0,3,1,2,3,0,2,0,68,24,94,186,186,0,36,93,0.5193427205085754,100.0,0.5,0.10568588703710546,1.064516129032258,0.2903225806451613,0.6129032258064516,0.27956989247311825,0.7966337805633904,1.1790933378281132,0.40860215053763443,0.22465524530058267,0.26187764889290255,0.8671574637454044,0.7981537471535385,0.6989247311827957,-0.050321824771079986,0.3225806451612903,0.010752688172043012,93.0,0,0.0,0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
artifacts\v6i18_margin_tempo_surface_5u_seed1\final_v6i18_margin_tempo_surface_5u_seed1_2v2.zip,OP9,2,map_b_split_lane_v2,0,1142,1142,1,3,0,82,-1.0356111684232019,0.5600000023841858,1,3,30.0,4.114462131407203,neutral,2,win,0,0,2,0,0,0,1,2,2,3,0,3,0,0,15,64,85,164,164,0,30,82,0.5185988545417786,100.0,0.5,0.09316119961667715,0.9512195121951219,0.3780487804878049,0.6707317073170732,0.35365853658536583,0.6764259900466153,1.5,0.0,0.17407315472572496,0.295767021887913,0.9182692991524208,0.7175230543787886,0.6432926829268293,0.3763860152507087,0.4634146341463415,0.04878048780487805,82.0,0,0.0,0,0.0,1,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
