policy,map,requested_opponent,resolved_opponent,opponent,seed,blue_score,red_score,win,loss,draw,score_margin,wall_collisions,blocked_movement_events,stuck_steps,repeated_blocked_movement,upper_lane_use,lower_lane_use,neutral_lane_use,route_switches,movement_attempts,successful_movement_steps,collision_metric_source,stuck_metric_source,route_metric_source,wall_collision_source,stuck_source,route_source,obstacle_collisions_per_1000_steps,blocked_movements_per_1000_movement_attempts,stuck_steps_per_1000_steps,successful_movement_rate,upper_lane_fraction,lower_lane_fraction,route_switches_per_episode,episode_steps
baseline,map_b_split_lane,OP8,OP8,OP8,7008,3.0,0.0,1,0,0,3.0,1.0,0.0,0.0,0.0,6.0,73.0,139.0,1.0,218.0,218.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,9.174311926605505,0.0,0.0,1.0,0.027522935779816515,0.3348623853211009,1.0,109
candidate,map_b_split_lane,OP8,OP8,OP8,7008,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,5.0,62.0,137.0,1.0,204.0,204.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,9.803921568627452,0.0,0.0,1.0,0.024509803921568627,0.30392156862745096,1.0,102
baseline,map_b_split_lane,OP8,OP8,OP8,7009,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,14.0,63.0,131.0,2.0,208.0,208.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.0673076923076923,0.30288461538461536,2.0,104
candidate,map_b_split_lane,OP8,OP8,OP8,7009,3.0,1.0,1,0,0,2.0,5.0,0.0,0.0,0.0,23.0,56.0,109.0,4.0,188.0,188.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,53.191489361702125,0.0,0.0,1.0,0.12234042553191489,0.2978723404255319,4.0,94
baseline,map_b_split_lane,OP8,OP8,OP8,7010,3.0,0.0,1,0,0,3.0,1.0,0.0,0.0,0.0,104.0,39.0,245.0,7.0,388.0,388.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,5.154639175257732,0.0,0.0,1.0,0.26804123711340205,0.10051546391752578,7.0,194
candidate,map_b_split_lane,OP8,OP8,OP8,7010,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,21.0,55.0,152.0,5.0,228.0,228.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.09210526315789473,0.2412280701754386,5.0,114
baseline,map_b_split_lane,OP8,OP8,OP8,7011,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,25.0,59.0,130.0,3.0,214.0,214.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,9.345794392523365,0.0,0.0,1.0,0.11682242990654206,0.2757009345794392,3.0,107
candidate,map_b_split_lane,OP8,OP8,OP8,7011,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,13.0,74.0,161.0,3.0,248.0,248.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.05241935483870968,0.29838709677419356,3.0,124
baseline,map_b_split_lane,OP8,OP8,OP8,7012,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,27.0,72.0,161.0,4.0,260.0,260.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,7.6923076923076925,0.0,0.0,1.0,0.10384615384615385,0.27692307692307694,4.0,130
candidate,map_b_split_lane,OP8,OP8,OP8,7012,3.0,1.0,1,0,0,2.0,3.0,0.0,0.0,0.0,58.0,29.0,111.0,4.0,198.0,198.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,30.303030303030305,0.0,0.0,1.0,0.29292929292929293,0.14646464646464646,4.0,99
baseline,map_b_split_lane,OP8,OP8,OP8,7013,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,6.0,119.0,209.0,2.0,334.0,334.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,5.9880239520958085,0.0,0.0,1.0,0.017964071856287425,0.3562874251497006,2.0,167
candidate,map_b_split_lane,OP8,OP8,OP8,7013,3.0,2.0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,74.0,106.0,0.0,180.0,180.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,11.11111111111111,0.0,0.0,1.0,0.0,0.4111111111111111,0.0,90
baseline,map_b_split_lane,OP8,OP8,OP8,7014,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,67.0,60.0,277.0,7.0,404.0,404.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,4.9504950495049505,0.0,0.0,1.0,0.16584158415841585,0.1485148514851485,7.0,202
candidate,map_b_split_lane,OP8,OP8,OP8,7014,3.0,2.0,1,0,0,1.0,0.0,0.0,0.0,0.0,55.0,61.0,238.0,8.0,354.0,354.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.1553672316384181,0.17231638418079095,8.0,177
baseline,map_b_split_lane,OP8,OP8,OP8,7015,3.0,2.0,1,0,0,1.0,1.0,0.0,0.0,0.0,22.0,201.0,319.0,5.0,542.0,542.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,3.690036900369004,0.0,0.0,1.0,0.04059040590405904,0.37084870848708484,5.0,271
candidate,map_b_split_lane,OP8,OP8,OP8,7015,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,14.0,104.0,200.0,2.0,318.0,318.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.0440251572327044,0.3270440251572327,2.0,159
baseline,map_b_split_lane,OP8,OP8,OP8,7016,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,13.0,76.0,175.0,3.0,264.0,264.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.04924242424242424,0.2878787878787879,3.0,132
candidate,map_b_split_lane,OP8,OP8,OP8,7016,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,21.0,48.0,113.0,2.0,182.0,182.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,10.989010989010989,0.0,0.0,1.0,0.11538461538461539,0.26373626373626374,2.0,91
baseline,map_b_split_lane,OP8,OP8,OP8,7017,3.0,0.0,1,0,0,3.0,3.0,0.0,0.0,0.0,65.0,12.0,157.0,5.0,234.0,234.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,25.641025641025642,0.0,0.0,1.0,0.2777777777777778,0.05128205128205128,5.0,117
candidate,map_b_split_lane,OP8,OP8,OP8,7017,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,57.0,28.0,153.0,5.0,238.0,238.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,8.403361344537815,0.0,0.0,1.0,0.23949579831932774,0.11764705882352941,5.0,119
baseline,map_b_split_lane,OP8,OP8,OP8,7018,3.0,1.0,1,0,0,2.0,0.0,0.0,0.0,0.0,42.0,33.0,135.0,3.0,210.0,210.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.2,0.15714285714285714,3.0,105
candidate,map_b_split_lane,OP8,OP8,OP8,7018,3.0,1.0,1,0,0,2.0,3.0,0.0,0.0,0.0,25.0,78.0,157.0,2.0,260.0,260.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,23.076923076923077,0.0,0.0,1.0,0.09615384615384616,0.3,2.0,130
baseline,map_b_split_lane,OP8,OP8,OP8,7019,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,30.0,75.0,195.0,4.0,300.0,300.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.1,0.25,4.0,150
candidate,map_b_split_lane,OP8,OP8,OP8,7019,3.0,1.0,1,0,0,2.0,1.0,0.0,0.0,0.0,10.0,106.0,176.0,3.0,292.0,292.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,6.8493150684931505,0.0,0.0,1.0,0.03424657534246575,0.363013698630137,3.0,146
baseline,map_b_split_lane,OP9,OP9,OP9,7000,3.0,0.0,1,0,0,3.0,1.0,0.0,0.0,0.0,44.0,63.0,181.0,6.0,288.0,288.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,6.944444444444445,0.0,0.0,1.0,0.1527777777777778,0.21875,6.0,144
candidate,map_b_split_lane,OP9,OP9,OP9,7000,3.0,0.0,1,0,0,3.0,1.0,0.0,0.0,0.0,45.0,63.0,180.0,6.0,288.0,288.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,6.944444444444445,0.0,0.0,1.0,0.15625,0.21875,6.0,144
baseline,map_b_split_lane,OP9,OP9,OP9,7001,3.0,0.0,1,0,0,3.0,0.0,0.0,0.0,0.0,5.0,61.0,128.0,1.0,194.0,194.0,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,environment_exact,0.0,0.0,0.0,1.0,0.02577319587628866,0.31443298969072164,1.0,97
