blue_style,red_style,map,episode_index,episode_seed,touch_step,pickup_step,carrier_idx,end_step,loss_cause,carrier_lifetime,max_return_progress,crossed_midfield,reached_capture_zone,captured,carrier_loss_x,carrier_loss_y,min_dist_red0,min_dist_red1,teammate_dist_at_pickup,teammate_lane_before,teammate_lane_after,red_retarget_latency,noncarrier_flag_pressure_steps,noncarrier_support_steps
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,23,23,1,32,tag,9,5.097235679626465,0,0,0,11.902764320373535,9.465631484985352,1.467214074549443,0.8262507064515671,6.432535648345947,-1.0,-1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,56,56,0,64,tag,8,4.736057281494141,0,0,0,12.26394271850586,9.087028503417969,1.300830373292927,1.4662862845484606,9.776391983032227,-1.0,-1.0,0,3,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,70,70,1,78,tag,8,5.429902076721191,0,0,0,11.570097923278809,8.712407112121582,1.3634722219797715,1.3675082689976803,7.850339412689209,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,129,129,0,137,tag,8,4.700512886047363,0,0,0,12.299487113952637,9.390186309814453,1.3113977969459771,1.2916395965843668,13.687173843383789,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,154,154,1,156,tag,2,1.5857353210449219,0,0,0,15.414264678955078,10.826057434082031,0.7510319599396941,1.7177731233361833,12.75706958770752,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,192,192,1,212,capture,20,14.76954960823059,1,1,1,2.230450391769409,9.774807929992676,1.2473640038751237,1.1942344114537689,6.5550336837768555,1.0,1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,214,214,0,234,capture,20,14.73805856704712,1,1,1,2.261941432952881,9.79874324798584,1.5192948816995093,6.575624702954816,16.58907699584961,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,11,761012,237,237,1,239,other,2,14.677223443984985,1,0,0,2.3227765560150146,18.058483123779297,10.995935469331412,4.080084037930225,13.547552108764648,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,19,19,0,51,capture,32,14.758599042892456,1,1,1,2.241400957107544,9.758331298828125,0.9324233404516771,5.138831717545728,8.365708351135254,-1.0,-1.0,0,2,3
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,58,58,1,73,tag,15,4.923711776733398,0,0,0,12.076288223266602,9.23751449584961,1.3274439368670368,0.863709195971555,10.561742782592773,1.0,1.0,0,2,5
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,79,79,0,80,tag,1,0.5120983123779297,0,0,0,16.48790168762207,10.005199432373047,1.182490852486935,0.9288474290111564,9.628386497497559,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,109,109,1,118,tag,9,4.823533058166504,0,0,0,12.176466941833496,9.228261947631836,1.310189615508134,1.2185651840125826,7.390448570251465,1.0,1.0,0,2,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,126,126,0,148,tag,22,6.044765472412109,0,0,0,10.95523452758789,8.15446662902832,0.9530473943016471,0.7818576451556433,10.817893981933594,-1.0,-1.0,0,0,0
