tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
90,0,0,1,1,1.1875410079956055,11.82127571105957,6.883989334106445,2.1163535118103027,9.612141609191895,9.461248397827148,8.973041534423828,10.049626350402832,0,1,1,0,0,0,0,1
91,0,0,1,1,1.629925012588501,10.752923965454102,5.818293571472168,1.094859004020691,9.82332992553711,9.250189781188965,9.197125434875488,10.427078247070312,0,1,1,0,0,0,0,1
92,0,0,1,1,1.8314307928085327,9.667898178100586,4.752597808837891,1.3485859632492065,9.919527053833008,9.34313678741455,9.421210289001465,11.48610782623291,0,1,1,0,0,0,0,1
93,0,0,2,1,1.9232168197631836,8.58287239074707,3.6869020462036133,1.9464958906173706,9.96334457397461,9.436084747314453,9.645294189453125,12.396286010742188,0,1,1,0,0,0,1,1
94,0,0,2,1,1.9650253057479858,7.4978461265563965,3.7831032276153564,2.5201287269592285,9.98330307006836,9.529032707214355,10.730036735534668,13.269508361816406,0,1,1,0,0,0,1,1
95,0,0,2,1,1.9840691089630127,6.412819862365723,4.8716020584106445,3.565253973007202,9.99239444732666,9.621980667114258,10.763073921203613,12.96351146697998,0,1,1,0,0,0,1,1
96,0,0,2,1,1.9927436113357544,5.327793598175049,5.9492292404174805,4.610379219055176,9.996535301208496,9.714927673339844,10.606098175048828,12.657514572143555,0,1,1,0,0,0,1,1
97,0,0,1,2,1.9966950416564941,4.242767333984375,7.03261137008667,5.65550422668457,9.998421669006348,9.807875633239746,10.495626449584961,12.351517677307129,0,1,1,0,0,0,0,1
98,0,0,1,3,1.9984952211380005,3.157741069793701,8.120997428894043,6.700629234313965,9.99928092956543,9.900823593139648,10.459054946899414,12.045520782470703,0,1,1,0,0,1,0,0
99,0,0,1,3,1.9993160963058472,3.1214394569396973,9.209689140319824,6.52065372467041,9.999672889709473,10.989218711853027,10.433135986328125,10.971495628356934,0,1,1,0,0,1,0,0
100,0,0,2,2,1.9996917247772217,4.1978607177734375,10.298554420471191,5.45596981048584,9.999852180480957,11.154257774353027,10.450274467468262,10.742650985717773,0,1,1,0,0,1,0,1
101,0,0,2,2,1.9998666048049927,5.280966758728027,11.382936477661133,4.391280174255371,9.9999361038208,11.041111946105957,10.350088119506836,10.513834953308105,0,1,1,0,0,1,0,1
102,0,0,2,2,1.9999542236328125,6.350688457489014,12.428435325622559,3.3265860080718994,9.999978065490723,10.837109565734863,10.045370101928711,10.285038948059082,0,1,1,0,0,1,0,1
103,0,0,1,2,2.000009298324585,7.423861503601074,13.490285873413086,2.9732184410095215,10.000004768371582,10.65212345123291,9.803720474243164,11.315113067626953,0,1,1,0,0,0,0,1
104,0,0,1,2,2.0000617504119873,8.509663581848145,13.376187324523926,3.839956760406494,9.999988555908203,10.56872844696045,8.720714569091797,11.974420547485352,0,1,1,0,0,0,0,1
105,0,0,1,2,2.000094413757324,9.598559379577637,12.287291526794434,4.335474967956543,9.999933242797852,10.583809852600098,8.70565414428711,12.351348876953125,0,1,1,0,0,0,0,1
106,0,0,1,2,2.00007700920105,10.681319236755371,11.206809997558594,5.406916618347168,9.999852180480957,10.70022201538086,8.84160041809082,12.15658187866211,0,1,1,0,0,0,0,1
107,0,0,1,2,1.9999908208847046,11.769466400146484,10.126328468322754,5.340506076812744,9.999791145324707,10.74330997467041,8.977546691894531,11.069608688354492,0,1,1,0,0,0,0,1
108,0,0,1,2,1.9998656511306763,12.840057373046875,9.045846939086914,4.3033928871154785,9.99980640411377,10.543923377990723,9.113492965698242,10.737468719482422,0,1,1,0,0,0,0,1
109,0,0,1,2,1.9997754096984863,13.86568832397461,7.965365886688232,3.26627254486084,9.99991226196289,10.177861213684082,9.249439239501953,10.405350685119629,0,1,1,0,0,0,0,1
110,0,0,1,2,1.5235525369644165,13.623761177062988,6.884884834289551,3.0528931617736816,9.84771728515625,9.116073608398438,9.385385513305664,10.336926460266113,0,1,1,0,0,0,0,1
111,0,0,1,1,1.2160861492156982,14.649393081665039,5.804403781890869,2.7193238735198975,10.012164115905762,8.750012397766113,9.521331787109375,10.099577903747559,0,1,1,0,0,0,0,1
112,0,0,1,1,1.1439204216003418,14.407465934753418,4.7239227294921875,2.3993871212005615,9.994738578796387,7.688224792480469,9.657278060913086,10.08968734741211,0,1,1,0,0,0,0,1
