kind,failure_label,outcome_step,band,band_start_off,band_end_off,episode_key,opponent,eval_seed,train_seed,window_start,window_end,window_len,opp_has_carrier,opp_home_threatened,opp_leading,score_diff_at_end,score_stratum,carrier_unescorted_frac,mean_escort_distance,mean_carrier_pressure,carrier_pressure_trend,carrier_pressure_increasing,defender_tag_available_frac,mean_nearest_ready_defender,own_cooldown_bound_frac,both_forward_frac,none_forward_frac,mean_team_separation,intervention_margin,mate_can_intervene,leading_frac,trailing_frac
failure,dropped_the_flag,239,middle,-20,-10,OP11:9400020,OP11,9400020,3200003,219,229,10,True,False,True,2.0,leading,1.0,0.32416412234306335,0.08187419921159744,-0.00996313989162445,False,0.1,nan,1.0,0.7,0.0,0.18489724770188332,nan,0.0,1.0,0.0
failure,dropped_the_flag,239,latest,-10,0,OP11:9400020,OP11,9400020,3200003,229,239,10,True,False,True,2.0,leading,0.8,0.30598343536257744,0.10776253566145896,-0.006712287664413452,False,0.0,nan,0.8,0.0,0.4,0.30598343536257744,nan,0.0,1.0,0.0
control,none,120,earliest,-30,-20,OP11:9400020,OP11,9400020,3200003,90,100,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.1,0.3778513088822365,nan,0.0,0.0,0.0
control,none,120,middle,-20,-10,OP11:9400020,OP11,9400020,3200003,100,110,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.6,0.24639059603214264,nan,0.0,0.0,0.0
control,none,120,latest,-10,0,OP11:9400020,OP11,9400020,3200003,110,120,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.5,0.2499481987208128,nan,0.0,0.0,0.0
control,none,150,earliest,-30,-20,OP11:9400020,OP11,9400020,3200003,120,130,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.0,0.4009299322962761,nan,0.0,0.0,0.0
control,none,150,middle,-20,-10,OP11:9400020,OP11,9400020,3200003,130,140,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.1,0.33050871193408965,nan,0.0,0.0,0.0
control,none,150,latest,-10,0,OP11:9400020,OP11,9400020,3200003,140,150,10,True,False,False,0.0,tied,1.0,0.5454262495040894,0.0669373944401741,nan,False,0.3,nan,0.2,0.0,0.4,0.34303814694285395,nan,0.0,0.0,0.0
control,none,30,earliest,-30,-20,OP11:9400021,OP11,9400021,3200003,0,10,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.6138671875,nan,0.0,0.0,0.0
control,none,30,middle,-20,-10,OP11:9400021,OP11,9400021,3200003,10,20,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.1,0.1,0.3814140722155571,nan,0.0,0.0,0.0
control,none,30,latest,-10,0,OP11:9400021,OP11,9400021,3200003,20,30,10,True,False,False,0.0,tied,0.6666666666666666,0.37520095705986023,0.07814312395122316,-0.02114565670490265,True,0.4,0.3705858091513316,0.6,0.0,0.2,0.3857934981584549,-0.2100944221019745,0.0,0.0,0.0
control,none,60,earliest,-30,-20,OP11:9400021,OP11,9400021,3200003,30,40,10,True,False,True,1.0,leading,0.0,0.1253492683172226,0.2982338011264801,0.4231981039047241,False,0.7,0.6067357659339905,1.0,0.0,1.0,0.141892895847559,0.4928021542727947,0.4,0.5,0.0
control,none,60,middle,-20,-10,OP11:9400021,OP11,9400021,3200003,40,50,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.6,nan,1.0,0.3,0.3,0.13966450914740564,nan,0.0,1.0,0.0
control,none,60,latest,-10,0,OP11:9400021,OP11,9400021,3200003,50,60,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,1.0,0.10676355510950089,nan,0.0,1.0,0.0
control,none,90,earliest,-30,-20,OP11:9400021,OP11,9400021,3200003,60,70,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.2,nan,0.9,0.3,0.2,0.22881193086504936,nan,0.0,1.0,0.0
control,none,90,middle,-20,-10,OP11:9400021,OP11,9400021,3200003,70,80,10,True,False,True,1.0,leading,1.0,0.27037658790747326,0.09013861790299416,0.006231680512428284,False,0.0,nan,1.0,0.6,0.0,0.2179078482091427,nan,0.0,1.0,0.0
control,none,90,latest,-10,0,OP11:9400021,OP11,9400021,3200003,80,90,10,True,False,True,2.0,leading,0.4444444444444444,0.16205701645877627,0.10961723741557863,0.15185118466615677,False,0.0,nan,1.0,0.0,0.9,0.15079968832433224,nan,0.0,1.0,0.0
control,none,120,earliest,-30,-20,OP11:9400021,OP11,9400021,3200003,90,100,10,False,False,True,2.0,leading,0.0,nan,nan,nan,False,0.9,nan,1.0,0.0,1.0,0.15130634605884552,nan,0.0,1.0,0.0
control,none,120,middle,-20,-10,OP11:9400021,OP11,9400021,3200003,100,110,10,False,True,True,2.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.7,0.3,0.1,0.10170026794075966,nan,0.0,1.0,0.0
control,none,120,latest,-10,0,OP11:9400021,OP11,9400021,3200003,110,120,10,False,True,True,2.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.0,0.1,0.0,0.3224440664052963,nan,0.0,1.0,0.0
failure,tagged_while_carrying,60,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.1,0.1,0.20395028367638587,nan,0.0,0.0,0.0
failure,tagged_while_carrying,60,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,40,50,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.157625200599432,nan,0.0,0.0,0.0
failure,tagged_while_carrying,60,latest,-10,0,OP11:9400022,OP11,9400022,3200003,50,60,10,True,True,False,0.0,tied,0.0,0.15191292576491833,0.21908921375870705,-0.10620288550853729,True,0.6,0.21908921375870705,0.0,0.6,0.1,0.1903117410838604,0.06717628799378872,1.0,0.0,0.0
failure,dropped_the_flag,60,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.1,0.1,0.20395028367638587,nan,0.0,0.0,0.0
failure,dropped_the_flag,60,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,40,50,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.9,0.157625200599432,nan,0.0,0.0,0.0
failure,dropped_the_flag,60,latest,-10,0,OP11:9400022,OP11,9400022,3200003,50,60,10,True,True,False,0.0,tied,0.0,0.15191292576491833,0.21908921375870705,-0.10620288550853729,True,0.6,0.21908921375870705,0.0,0.6,0.1,0.1903117410838604,0.06717628799378872,1.0,0.0,0.0
failure,tagged_while_carrying,158,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,128,138,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.2,nan,0.9,0.1,0.6,0.15583975464105607,nan,0.0,1.0,0.0
failure,tagged_while_carrying,158,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,138,148,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.3,0.2,0.24963322877883912,nan,0.0,1.0,0.0
failure,tagged_while_carrying,158,latest,-10,0,OP11:9400022,OP11,9400022,3200003,148,158,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.5,0.22779607847332956,nan,0.0,1.0,0.0
failure,dropped_the_flag,158,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,128,138,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.2,nan,0.9,0.1,0.6,0.15583975464105607,nan,0.0,1.0,0.0
failure,dropped_the_flag,158,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,138,148,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.3,0.2,0.24963322877883912,nan,0.0,1.0,0.0
failure,dropped_the_flag,158,latest,-10,0,OP11:9400022,OP11,9400022,3200003,148,158,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.5,0.22779607847332956,nan,0.0,1.0,0.0
failure,tagged_while_carrying,212,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,182,192,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.3,0.3,0.17102622762322425,nan,0.0,1.0,0.0
failure,tagged_while_carrying,212,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,192,202,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,1.0,0.1,0.7,0.11283231228590011,nan,0.0,1.0,0.0
failure,tagged_while_carrying,212,latest,-10,0,OP11:9400022,OP11,9400022,3200003,202,212,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.8,nan,1.0,0.8,0.0,0.2490389086306095,nan,0.0,1.0,0.0
failure,dropped_the_flag,212,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,182,192,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.3,0.3,0.17102622762322425,nan,0.0,1.0,0.0
failure,dropped_the_flag,212,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,192,202,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,1.0,0.1,0.7,0.11283231228590011,nan,0.0,1.0,0.0
failure,dropped_the_flag,212,latest,-10,0,OP11:9400022,OP11,9400022,3200003,202,212,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.8,nan,1.0,0.8,0.0,0.2490389086306095,nan,0.0,1.0,0.0
control,none,30,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,0,10,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.3,0.0,0.6,0.35985426902770995,nan,0.0,0.0,0.0
control,none,30,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,10,20,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,1.0,0.6,0.0,0.2559715509414673,nan,0.0,0.0,0.0
control,none,30,latest,-10,0,OP11:9400022,OP11,9400022,3200003,20,30,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.8,0.0,0.8,0.21297914162278175,nan,0.0,0.0,0.0
control,none,90,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,60,70,10,True,True,False,0.0,tied,0.8,0.4549590557813644,0.09569111466407776,-0.0923273116350174,True,1.0,0.22134900093078613,0.0,0.3,0.0,0.34781188443303107,-0.2336100548505783,0.2,0.0,0.0
control,none,90,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,70,80,10,True,True,False,0.0,tied,0.3,0.20190869122743607,0.11249043010175228,0.23250028863549232,False,0.3,0.21766868233680725,0.7,0.0,0.6,0.20190869122743607,-0.1854089399178823,0.0,0.0,0.0
control,none,90,latest,-10,0,OP11:9400022,OP11,9400022,3200003,80,90,10,True,False,True,1.0,leading,0.0,0.11108158528804779,0.3706536591053009,nan,False,0.7,nan,1.0,0.0,0.8,0.1291271835565567,nan,0.0,0.9,0.0
control,none,120,earliest,-30,-20,OP11:9400022,OP11,9400022,3200003,90,100,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.6,nan,0.8,0.0,0.2,0.278175587952137,nan,0.0,1.0,0.0
control,none,120,middle,-20,-10,OP11:9400022,OP11,9400022,3200003,100,110,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.5,0.0,0.6,0.21309763379395008,nan,0.0,1.0,0.0
control,none,120,latest,-10,0,OP11:9400022,OP11,9400022,3200003,110,120,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.2,nan,1.0,0.9,0.0,0.14180926680564881,nan,0.0,1.0,0.0
failure,tagged_while_carrying,26,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,0,6,6,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.40157953401406604,nan,0.0,0.0,0.0
failure,tagged_while_carrying,26,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,6,16,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.4,nan,0.0,0.0,0.5,0.22063837945461273,nan,0.0,0.0,0.0
failure,tagged_while_carrying,26,latest,-10,0,OP11:9400023,OP11,9400023,3200003,16,26,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.4,0.31933373510837554,nan,0.0,0.0,0.0
failure,dropped_the_flag,26,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,0,6,6,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.40157953401406604,nan,0.0,0.0,0.0
failure,dropped_the_flag,26,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,6,16,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.4,nan,0.0,0.0,0.5,0.22063837945461273,nan,0.0,0.0,0.0
failure,dropped_the_flag,26,latest,-10,0,OP11:9400023,OP11,9400023,3200003,16,26,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,1.0,0.0,0.4,0.31933373510837554,nan,0.0,0.0,0.0
failure,tagged_while_carrying,104,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,74,84,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,1.0,0.2,0.1,0.22118770629167556,nan,0.0,1.0,0.0
failure,tagged_while_carrying,104,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,84,94,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.2,0.0,0.6,0.1999300129711628,nan,0.0,1.0,0.0
failure,tagged_while_carrying,104,latest,-10,0,OP11:9400023,OP11,9400023,3200003,94,104,10,True,False,True,1.0,leading,0.0,0.15661576390266418,0.10359367728233337,0.0045799314975738525,False,0.0,nan,1.0,0.4,0.3,0.1886361211538315,nan,0.0,1.0,0.0
failure,dropped_the_flag,104,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,74,84,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,1.0,0.2,0.1,0.22118770629167556,nan,0.0,1.0,0.0
failure,dropped_the_flag,104,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,84,94,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.2,0.0,0.6,0.1999300129711628,nan,0.0,1.0,0.0
failure,dropped_the_flag,104,latest,-10,0,OP11:9400023,OP11,9400023,3200003,94,104,10,True,False,True,1.0,leading,0.0,0.15661576390266418,0.10359367728233337,0.0045799314975738525,False,0.0,nan,1.0,0.4,0.3,0.1886361211538315,nan,0.0,1.0,0.0
failure,tagged_while_carrying,149,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,119,129,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,0.0,0.3,0.4,0.1635523982346058,nan,0.0,1.0,0.0
failure,tagged_while_carrying,149,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,129,139,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.0,0.2,0.7,0.10543280690908433,nan,0.0,1.0,0.0
failure,tagged_while_carrying,149,latest,-10,0,OP11:9400023,OP11,9400023,3200003,139,149,10,True,True,True,1.0,leading,0.0,0.1235315203666687,0.0830773338675499,nan,False,0.2,0.3193451762199402,1.0,0.5,0.4,0.1254150927066803,0.19581365585327148,1.0,1.0,0.0
failure,tagged_while_carrying,206,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,176,186,10,False,False,True,2.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.8,0.5,0.4,0.06330937333405018,nan,0.0,1.0,0.0
failure,tagged_while_carrying,206,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,186,196,10,False,True,True,2.0,leading,0.0,nan,nan,nan,False,0.1,nan,0.0,0.0,0.8,0.12017122209072113,nan,0.0,1.0,0.0
failure,tagged_while_carrying,206,latest,-10,0,OP11:9400023,OP11,9400023,3200003,196,206,10,True,True,True,2.0,leading,0.4,0.1460407555103302,0.12093652859330177,-0.060084134340286255,True,1.0,0.42969951331615447,0.8,0.5,0.0,0.1989478126168251,0.2836587578058243,1.0,1.0,0.0
control,none,60,earliest,-30,-20,OP11:9400023,OP11,9400023,3200003,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.7,0.1,0.5,0.11881032511591912,nan,0.0,0.0,0.0
control,none,60,middle,-20,-10,OP11:9400023,OP11,9400023,3200003,40,50,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.1,0.8,0.0455773901194334,nan,0.0,0.0,0.0
control,none,60,latest,-10,0,OP11:9400023,OP11,9400023,3200003,50,60,10,True,True,False,0.0,tied,1.0,0.2566731770833333,0.08778704268236955,0.005306556820869446,False,0.7,0.3228729764620463,0.0,0.6,0.0,0.1766290470957756,0.06619979937871297,1.0,0.0,0.0
failure,tagged_while_carrying,23,earliest,-30,-20,OP11:9400024,OP11,9400024,3200003,0,3,3,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,1.0,0.33196039994557697,nan,0.0,0.0,0.0
failure,tagged_while_carrying,23,middle,-20,-10,OP11:9400024,OP11,9400024,3200003,3,13,10,False,True,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.1,0.8,0.14763492494821548,nan,0.0,0.0,0.0
failure,tagged_while_carrying,23,latest,-10,0,OP11:9400024,OP11,9400024,3200003,13,23,10,True,True,False,0.0,tied,0.0,0.07829395309090614,0.29647979388634366,-0.16987931728363037,True,1.0,0.29647979388634366,0.0,1.0,0.0,0.07937034815549851,0.21818584079543749,1.0,0.0,0.0
failure,tagged_while_carrying,70,earliest,-30,-20,OP11:9400024,OP11,9400024,3200003,40,50,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.7,1.0,0.0,0.1691277466714382,nan,0.0,1.0,0.0
failure,tagged_while_carrying,70,middle,-20,-10,OP11:9400024,OP11,9400024,3200003,50,60,10,False,True,True,0.0,tied,0.0,nan,nan,nan,False,0.2,nan,0.0,0.2,0.2,0.30874219387769697,nan,0.0,0.3,0.0
failure,tagged_while_carrying,70,latest,-10,0,OP11:9400024,OP11,9400024,3200003,60,70,10,True,False,False,0.0,tied,1.0,0.4371297359466553,0.141891211271286,nan,False,0.4,0.1822885423898697,0.0,0.0,0.4,0.310012586414814,-0.2548411935567856,0.0,0.0,0.0
failure,tagged_while_carrying,72,earliest,-30,-20,OP11:9400024,OP11,9400024,3200003,42,52,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.5,1.0,0.0,0.19911108911037445,nan,0.0,1.0,0.0
failure,tagged_while_carrying,72,middle,-20,-10,OP11:9400024,OP11,9400024,3200003,52,62,10,False,True,True,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.27143744826316835,nan,0.0,0.1,0.0
failure,tagged_while_carrying,72,latest,-10,0,OP11:9400024,OP11,9400024,3200003,62,72,10,True,False,False,0.0,tied,1.0,0.372365266084671,0.11205391089121501,-0.056715384125709534,True,0.5,0.17818733304738998,0.0,0.0,0.2,0.3629061311483383,-0.23153995722532272,0.0,0.0,0.0
failure,dropped_the_flag,72,earliest,-30,-20,OP11:9400024,OP11,9400024,3200003,42,52,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,1.0,nan,0.5,1.0,0.0,0.19911108911037445,nan,0.0,1.0,0.0
failure,dropped_the_flag,72,middle,-20,-10,OP11:9400024,OP11,9400024,3200003,52,62,10,False,True,True,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.4,0.27143744826316835,nan,0.0,0.1,0.0
failure,dropped_the_flag,72,latest,-10,0,OP11:9400024,OP11,9400024,3200003,62,72,10,True,False,False,0.0,tied,1.0,0.372365266084671,0.11205391089121501,-0.056715384125709534,True,0.5,0.17818733304738998,0.0,0.0,0.2,0.3629061311483383,-0.23153995722532272,0.0,0.0,0.0
failure,tagged_while_carrying,91,earliest,-30,-20,OP11:9400024,OP11,9400024,3200003,61,71,10,True,False,False,0.0,tied,1.0,0.4097272902727127,0.12549295276403427,-0.03279651701450348,True,0.5,0.17818733304738998,0.0,0.0,0.3,0.33886594474315646,-0.23153995722532272,0.0,0.0,0.0
failure,tagged_while_carrying,91,middle,-20,-10,OP11:9400024,OP11,9400024,3200003,71,81,10,True,False,False,0.0,tied,1.0,0.2601175382733345,0.08284133672714233,-0.004668980836868286,False,0.0,nan,0.0,0.0,0.5,0.2173573099076748,nan,0.0,0.0,0.0
failure,tagged_while_carrying,91,latest,-10,0,OP11:9400024,OP11,9400024,3200003,81,91,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.1,0.5,0.18760744631290435,nan,0.0,0.0,0.0
control,none,30,earliest,-30,-20,OP11:9400025,OP11,9400025,3200003,0,10,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.7,nan,0.3,0.0,0.8,0.5170743554830551,nan,0.0,0.0,0.0
control,none,30,middle,-20,-10,OP11:9400025,OP11,9400025,3200003,10,20,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.4,nan,1.0,0.0,0.0,0.35315793454647065,nan,0.0,0.0,0.0
control,none,30,latest,-10,0,OP11:9400025,OP11,9400025,3200003,20,30,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.8,0.0,0.3,0.2711857005953789,nan,0.0,0.0,0.0
control,none,60,earliest,-30,-20,OP11:9400025,OP11,9400025,3200003,30,40,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.1,nan,0.0,0.0,0.3,0.30658277198672296,nan,0.0,0.0,0.0
control,none,60,middle,-20,-10,OP11:9400025,OP11,9400025,3200003,40,50,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.1,0.0,0.31488395631313326,nan,0.0,0.0,0.0
control,none,60,latest,-10,0,OP11:9400025,OP11,9400025,3200003,50,60,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.0,0.0,0.3,0.2900835856795311,nan,0.0,0.0,0.0
control,none,90,earliest,-30,-20,OP11:9400025,OP11,9400025,3200003,60,70,10,True,False,False,0.0,tied,0.5555555555555556,0.2813856204350789,0.07297112958298789,-0.04489561915397644,True,0.3,0.2927250564098358,0.6,0.1,0.0,0.3105051159858704,-0.2150876224040985,0.0,0.0,0.0
control,none,90,middle,-20,-10,OP11:9400025,OP11,9400025,3200003,70,80,10,True,False,True,1.0,leading,0.0,0.1489968548218409,0.2722155215839545,0.45236923545598984,False,0.8,0.5605698972940445,1.0,0.0,0.9,0.14398032128810884,0.41295764967799187,0.6666666666666666,0.4,0.0
control,none,90,latest,-10,0,OP11:9400025,OP11,9400025,3200003,80,90,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.8,nan,1.0,0.3,0.3,0.14525098949670792,nan,0.0,1.0,0.0
control,none,120,earliest,-30,-20,OP11:9400025,OP11,9400025,3200003,90,100,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.1,0.0,0.8,0.15167373642325402,nan,0.0,1.0,0.0
control,none,120,middle,-20,-10,OP11:9400025,OP11,9400025,3200003,100,110,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.2,nan,1.0,0.4,0.3,0.13477339819073678,nan,0.0,1.0,0.0
control,none,120,latest,-10,0,OP11:9400025,OP11,9400025,3200003,110,120,10,True,True,True,1.0,leading,0.8888888888888888,0.2384862800439199,0.11803905293345451,0.08623774722218513,False,1.0,0.20119385586844551,1.0,0.4,0.1,0.22377271726727485,-0.037292424175474376,0.0,1.0,0.0
control,none,150,earliest,-30,-20,OP11:9400025,OP11,9400025,3200003,120,130,10,True,True,True,2.0,leading,0.16666666666666666,0.13057400410374007,0.12489759052793185,0.003910139203071594,False,0.1,0.1952541172504425,1.0,0.0,1.0,0.12932045385241508,-0.046830594539642334,0.0,1.0,0.0
control,none,150,middle,-20,-10,OP11:9400025,OP11,9400025,3200003,130,140,10,False,False,True,2.0,leading,0.0,nan,nan,nan,False,0.4,nan,1.0,0.4,0.4,0.1572342500090599,nan,0.0,1.0,0.0
control,none,150,latest,-10,0,OP11:9400025,OP11,9400025,3200003,140,150,10,True,False,True,2.0,leading,1.0,0.6672872304916382,0.07282909005880356,nan,False,0.0,nan,0.7,0.1,0.0,0.40790254175662993,nan,0.0,1.0,0.0
failure,tagged_while_carrying,29,earliest,-30,-20,OP11:9400026,OP11,9400026,3200003,0,9,9,False,False,False,0.0,tied,0.0,nan,nan,nan,False,1.0,nan,0.0,0.0,0.8888888888888888,0.3837745587031047,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,middle,-20,-10,OP11:9400026,OP11,9400026,3200003,9,19,10,False,False,False,0.0,tied,0.0,nan,nan,nan,False,0.0,nan,0.9,0.0,0.6,0.23205081149935722,nan,0.0,0.0,0.0
failure,tagged_while_carrying,29,latest,-10,0,OP11:9400026,OP11,9400026,3200003,19,29,10,True,True,False,0.0,tied,0.625,0.2998401625081897,0.08979887329041958,0.019299782812595367,False,0.0,nan,1.0,0.3,0.0,0.33219830617308616,nan,0.0,0.0,0.0
failure,tagged_while_carrying,141,earliest,-30,-20,OP11:9400026,OP11,9400026,3200003,111,121,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.2,0.14323442578315734,nan,0.0,1.0,0.0
failure,tagged_while_carrying,141,middle,-20,-10,OP11:9400026,OP11,9400026,3200003,121,131,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.8,0.0,0.8,0.11295430734753609,nan,0.0,1.0,0.0
failure,tagged_while_carrying,141,latest,-10,0,OP11:9400026,OP11,9400026,3200003,131,141,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,0.8,0.5,0.5,0.0837207455188036,nan,0.0,1.0,0.0
failure,dropped_the_flag,141,earliest,-30,-20,OP11:9400026,OP11,9400026,3200003,111,121,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.6,0.2,0.14323442578315734,nan,0.0,1.0,0.0
failure,dropped_the_flag,141,middle,-20,-10,OP11:9400026,OP11,9400026,3200003,121,131,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.8,0.0,0.8,0.11295430734753609,nan,0.0,1.0,0.0
failure,dropped_the_flag,141,latest,-10,0,OP11:9400026,OP11,9400026,3200003,131,141,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,0.8,0.5,0.5,0.0837207455188036,nan,0.0,1.0,0.0
control,none,60,earliest,-30,-20,OP11:9400026,OP11,9400026,3200003,30,40,10,True,True,True,1.0,leading,0.0,0.08021169528365135,0.11181993285814922,-0.043594397604465485,True,0.3,0.18716944257418314,0.8,0.0,1.0,0.08896488547325135,0.10491080085436504,0.5,0.4,0.0
control,none,60,middle,-20,-10,OP11:9400026,OP11,9400026,3200003,40,50,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.1,nan,1.0,0.4,0.4,0.11253709569573403,nan,0.0,1.0,0.0
control,none,60,latest,-10,0,OP11:9400026,OP11,9400026,3200003,50,60,10,False,True,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.8,0.7,0.2,0.06738716699182987,nan,0.0,1.0,0.0
control,none,90,earliest,-30,-20,OP11:9400026,OP11,9400026,3200003,60,70,10,False,False,True,1.0,leading,0.0,nan,nan,nan,False,0.0,nan,0.5,0.0,1.0,0.0849940475076437,nan,0.0,1.0,0.0
