arm,pole,seed,pair,steps,blue,red,win,margin
A_closest,A,21300030,1-0,240,2,0,1,2
pi_B,A,21300030,,240,0,1,0,-1
pi_A,B,21300030,,240,1,0,1,1
A_closest,B,21300030,1-0,240,0,2,0,-2
pi_B,B,21300030,,240,0,1,0,-1
pi_A,A,21300031,,240,0,0,0,0
A_closest,A,21300031,0-2,198,3,0,1,3
pi_B,A,21300031,,105,3,0,1,3
pi_A,B,21300031,,226,3,0,1,3
A_closest,B,21300031,0-2,240,0,1,0,-1
pi_B,B,21300031,,152,3,0,1,3
pi_A,A,21300032,,240,1,0,1,1
A_closest,A,21300032,3-2,218,3,0,1,3
pi_B,A,21300032,,240,0,0,0,0
pi_A,B,21300032,,117,3,0,1,3
A_closest,B,21300032,3-2,240,0,2,0,-2
pi_B,B,21300032,,240,1,0,1,1
pi_A,A,21300033,,240,1,0,1,1
A_closest,A,21300033,0-1,240,1,1,0,0
pi_B,A,21300033,,240,0,0,0,0
pi_A,B,21300033,,240,2,0,1,2
A_closest,B,21300033,0-1,240,1,1,0,0
pi_B,B,21300033,,240,1,1,0,0
pi_A,A,21300034,,240,1,0,1,1
A_closest,A,21300034,1-0,240,2,1,1,1
pi_B,A,21300034,,240,1,0,1,1
pi_A,B,21300034,,240,0,0,0,0
A_closest,B,21300034,1-0,240,1,1,0,0
pi_B,B,21300034,,240,0,0,0,0
pi_A,A,21300035,,240,2,0,1,2
A_closest,A,21300035,2-3,151,3,0,1,3
pi_B,A,21300035,,240,2,1,1,1
pi_A,B,21300035,,124,3,0,1,3
A_closest,B,21300035,2-3,240,0,1,0,-1
pi_B,B,21300035,,240,0,0,0,0
pi_A,A,21300036,,240,1,0,1,1
A_closest,A,21300036,1-2,205,3,0,1,3
pi_B,A,21300036,,207,3,1,1,2
pi_A,B,21300036,,93,3,0,1,3
A_closest,B,21300036,1-2,240,0,2,0,-2
pi_B,B,21300036,,240,1,2,0,-1
pi_A,A,21300037,,240,1,0,1,1
A_closest,A,21300037,1-3,240,1,1,0,0
pi_B,A,21300037,,240,1,0,1,1
pi_A,B,21300037,,240,1,0,1,1
A_closest,B,21300037,1-3,240,0,1,0,-1
pi_B,B,21300037,,240,1,0,1,1
pi_A,A,21300038,,240,0,0,0,0
A_closest,A,21300038,2-3,229,3,1,1,2
pi_B,A,21300038,,240,1,0,1,1
pi_A,B,21300038,,166,3,0,1,3
A_closest,B,21300038,2-3,240,0,1,0,-1
pi_B,B,21300038,,138,3,0,1,3
pi_A,A,21300039,,240,1,0,1,1
A_closest,A,21300039,2-1,196,3,0,1,3
pi_B,A,21300039,,240,1,0,1,1
pi_A,B,21300039,,130,3,0,1,3
A_closest,B,21300039,2-1,240,0,2,0,-2
pi_B,B,21300039,,240,0,0,0,0
pi_A,A,21300040,,240,0,0,0,0
A_closest,A,21300040,1-2,131,3,0,1,3
pi_B,A,21300040,,240,0,0,0,0
pi_A,B,21300040,,150,3,0,1,3
A_closest,B,21300040,1-2,240,0,0,0,0
pi_B,B,21300040,,240,0,0,0,0
pi_A,A,21300041,,240,1,0,1,1
A_closest,A,21300041,1-0,240,2,1,1,1
pi_B,A,21300041,,240,0,0,0,0
pi_A,B,21300041,,171,3,0,1,3
A_closest,B,21300041,1-0,240,0,1,0,-1
pi_B,B,21300041,,240,2,0,1,2
pi_A,A,21300042,,240,1,0,1,1
A_closest,A,21300042,2-0,238,3,0,1,3
pi_B,A,21300042,,240,1,0,1,1
pi_A,B,21300042,,240,1,0,1,1
A_closest,B,21300042,2-0,240,0,1,0,-1
pi_B,B,21300042,,240,1,0,1,1
pi_A,A,21300043,,240,1,0,1,1
A_closest,A,21300043,3-0,219,3,0,1,3
pi_B,A,21300043,,240,0,0,0,0
pi_A,B,21300043,,86,3,0,1,3
A_closest,B,21300043,3-0,240,0,0,0,0
pi_B,B,21300043,,240,0,0,0,0
pi_A,A,21300044,,240,2,0,1,2
A_closest,A,21300044,0-3,240,1,0,1,1
pi_B,A,21300044,,240,1,0,1,1
pi_A,B,21300044,,86,3,0,1,3
A_closest,B,21300044,0-3,240,0,0,0,0
pi_B,B,21300044,,240,0,0,0,0
pi_A,A,21300045,,240,1,0,1,1
A_closest,A,21300045,3-2,228,3,1,1,2
pi_B,A,21300045,,240,2,0,1,2
pi_A,B,21300045,,240,1,0,1,1
A_closest,B,21300045,3-2,240,0,1,0,-1
pi_B,B,21300045,,240,2,0,1,2
pi_A,A,21300046,,240,0,0,0,0
A_closest,A,21300046,3-2,122,3,1,1,2
pi_B,A,21300046,,240,0,1,0,-1
pi_A,B,21300046,,240,1,1,0,0
A_closest,B,21300046,3-2,240,0,2,0,-2
pi_B,B,21300046,,240,0,1,0,-1
pi_A,A,21300047,,240,2,0,1,2
A_closest,A,21300047,0-3,240,1,1,0,0
pi_B,A,21300047,,240,2,1,1,1
pi_A,B,21300047,,240,0,0,0,0
A_closest,B,21300047,0-3,240,0,0,0,0
pi_B,B,21300047,,240,0,0,0,0
pi_A,A,21300048,,240,1,0,1,1
A_closest,A,21300048,0-1,179,3,1,1,2
pi_B,A,21300048,,240,1,0,1,1
pi_A,B,21300048,,173,3,0,1,3
A_closest,B,21300048,0-1,240,0,0,0,0
pi_B,B,21300048,,150,3,0,1,3
pi_A,A,21300049,,119,3,0,1,3
A_closest,A,21300049,0-1,240,1,1,0,0
pi_B,A,21300049,,240,1,0,1,1
pi_A,B,21300049,,240,0,0,0,0
A_closest,B,21300049,0-1,165,0,3,0,-3
pi_B,B,21300049,,193,3,0,1,3
pi_A,A,21300050,,240,0,0,0,0
A_closest,A,21300050,3-1,240,2,0,1,2
pi_B,A,21300050,,240,1,0,1,1
pi_A,B,21300050,,168,3,0,1,3
A_closest,B,21300050,3-1,240,0,0,0,0
pi_B,B,21300050,,240,0,0,0,0
pi_A,A,21300051,,240,2,1,1,1
A_closest,A,21300051,1-2,168,3,2,1,1
pi_B,A,21300051,,240,1,0,1,1
pi_A,B,21300051,,240,0,0,0,0
A_closest,B,21300051,1-2,240,0,1,0,-1
pi_B,B,21300051,,240,0,0,0,0
pi_A,A,21300052,,240,0,0,0,0
A_closest,A,21300052,2-0,240,1,1,0,0
pi_B,A,21300052,,240,0,1,0,-1
pi_A,B,21300052,,240,1,0,1,1
A_closest,B,21300052,2-0,240,0,1,0,-1
pi_B,B,21300052,,240,2,0,1,2
pi_A,A,21300053,,240,1,0,1,1
A_closest,A,21300053,0-2,240,1,1,0,0
pi_B,A,21300053,,240,0,0,0,0
pi_A,B,21300053,,240,1,1,0,0
A_closest,B,21300053,0-2,240,0,1,0,-1
pi_B,B,21300053,,240,0,0,0,0
pi_A,A,21300054,,240,2,0,1,2
A_closest,A,21300054,2-0,240,2,2,0,0
pi_B,A,21300054,,240,0,0,0,0
pi_A,B,21300054,,178,3,0,1,3
A_closest,B,21300054,2-0,240,0,0,0,0
pi_B,B,21300054,,240,1,1,0,0
pi_A,A,21300055,,240,0,0,0,0
A_closest,A,21300055,2-0,240,1,0,1,1
pi_B,A,21300055,,240,1,0,1,1
pi_A,B,21300055,,100,3,0,1,3
A_closest,B,21300055,2-0,240,1,2,0,-1
pi_B,B,21300055,,240,1,1,0,0
pi_A,A,21300056,,240,1,0,1,1
A_closest,A,21300056,1-0,240,0,0,0,0
pi_B,A,21300056,,240,0,0,0,0
pi_A,B,21300056,,240,0,0,0,0
A_closest,B,21300056,1-0,240,0,0,0,0
pi_B,B,21300056,,240,0,0,0,0
pi_A,A,21300057,,240,2,1,1,1
A_closest,A,21300057,2-1,179,3,0,1,3
pi_B,A,21300057,,240,0,0,0,0
pi_A,B,21300057,,91,3,0,1,3
A_closest,B,21300057,2-1,240,1,1,0,0
pi_B,B,21300057,,240,2,0,1,2
pi_A,A,21300058,,240,1,0,1,1
A_closest,A,21300058,3-2,181,3,0,1,3
pi_B,A,21300058,,240,0,0,0,0
pi_A,B,21300058,,103,3,0,1,3
A_closest,B,21300058,3-2,240,0,0,0,0
pi_B,B,21300058,,240,0,0,0,0
pi_A,A,21300059,,240,0,0,0,0
A_closest,A,21300059,1-2,240,0,0,0,0
pi_B,A,21300059,,240,2,0,1,2
pi_A,B,21300059,,240,1,0,1,1
A_closest,B,21300059,1-2,240,1,0,1,1
pi_B,B,21300059,,240,2,0,1,2
pi_A,A,21300060,,240,1,0,1,1
A_closest,A,21300060,2-1,189,3,1,1,2
pi_B,A,21300060,,240,1,0,1,1
pi_A,B,21300060,,240,2,0,1,2
A_closest,B,21300060,2-1,240,0,1,0,-1
pi_B,B,21300060,,240,1,0,1,1
pi_A,A,21300061,,240,1,0,1,1
A_closest,A,21300061,1-2,155,3,1,1,2
pi_B,A,21300061,,240,2,0,1,2
pi_A,B,21300061,,240,0,0,0,0
A_closest,B,21300061,1-2,240,0,0,0,0
pi_B,B,21300061,,240,0,0,0,0
pi_A,A,21300062,,240,1,0,1,1
A_closest,A,21300062,2-0,240,0,1,0,-1
pi_B,A,21300062,,240,0,0,0,0
pi_A,B,21300062,,240,1,0,1,1
A_closest,B,21300062,2-0,240,0,1,0,-1
pi_B,B,21300062,,240,0,0,0,0
pi_A,A,21300063,,240,1,0,1,1
A_closest,A,21300063,3-0,240,2,1,1,1
pi_B,A,21300063,,240,1,0,1,1
pi_A,B,21300063,,91,3,0,1,3
A_closest,B,21300063,3-0,240,0,1,0,-1
pi_B,B,21300063,,240,0,0,0,0
pi_A,A,21300064,,240,1,0,1,1
A_closest,A,21300064,1-2,236,3,1,1,2
pi_B,A,21300064,,240,0,0,0,0
pi_A,B,21300064,,240,2,0,1,2
A_closest,B,21300064,1-2,240,0,2,0,-2
pi_B,B,21300064,,240,1,0,1,1
