cell,seed,blue,red,win,margin
pi_A3_final,18400056,1,0,1,1
pi_A3_final,18400057,3,0,1,3
pi_A3_final,18400058,3,0,1,3
pi_A3_final,18400059,1,0,1,1
pi_A3_final,18400060,3,0,1,3
pi_A3_final,18400061,0,0,0,0
pi_A3_final,18400062,3,0,1,3
pi_A3_final,18400063,0,0,0,0
pi_A3_final,18400064,0,0,0,0
t0_warmstart,18400001,1,0,1,1
t0_warmstart,18400002,1,0,1,1
t0_warmstart,18400003,3,0,1,3
t0_warmstart,18400004,3,0,1,3
t0_warmstart,18400005,1,0,1,1
t0_warmstart,18400006,2,2,0,0
t0_warmstart,18400007,1,0,1,1
t0_warmstart,18400008,2,1,1,1
t0_warmstart,18400009,3,0,1,3
t0_warmstart,18400010,0,0,0,0
t0_warmstart,18400011,3,0,1,3
t0_warmstart,18400012,3,0,1,3
t0_warmstart,18400013,0,0,0,0
t0_warmstart,18400014,1,0,1,1
t0_warmstart,18400015,3,0,1,3
t0_warmstart,18400016,2,0,1,2
t0_warmstart,18400017,1,0,1,1
t0_warmstart,18400018,2,0,1,2
t0_warmstart,18400019,3,0,1,3
t0_warmstart,18400020,3,0,1,3
t0_warmstart,18400021,3,0,1,3
t0_warmstart,18400022,3,0,1,3
t0_warmstart,18400023,2,0,1,2
t0_warmstart,18400024,3,0,1,3
t0_warmstart,18400025,0,0,0,0
t0_warmstart,18400026,0,0,0,0
t0_warmstart,18400027,1,0,1,1
t0_warmstart,18400028,2,0,1,2
t0_warmstart,18400029,0,0,0,0
t0_warmstart,18400030,3,0,1,3
t0_warmstart,18400031,3,0,1,3
t0_warmstart,18400032,3,0,1,3
t0_warmstart,18400033,3,0,1,3
t0_warmstart,18400034,0,0,0,0
t0_warmstart,18400035,3,0,1,3
t0_warmstart,18400036,3,0,1,3
t0_warmstart,18400037,3,0,1,3
t0_warmstart,18400038,3,0,1,3
t0_warmstart,18400039,0,0,0,0
t0_warmstart,18400040,0,0,0,0
t0_warmstart,18400041,3,0,1,3
t0_warmstart,18400042,2,0,1,2
t0_warmstart,18400043,0,0,0,0
t0_warmstart,18400044,2,0,1,2
t0_warmstart,18400045,1,0,1,1
t0_warmstart,18400046,2,0,1,2
t0_warmstart,18400047,3,0,1,3
t0_warmstart,18400048,3,0,1,3
t0_warmstart,18400049,3,0,1,3
t0_warmstart,18400050,3,0,1,3
t0_warmstart,18400051,0,0,0,0
t0_warmstart,18400052,3,0,1,3
t0_warmstart,18400053,0,0,0,0
t0_warmstart,18400054,0,0,0,0
t0_warmstart,18400055,3,0,1,3
t0_warmstart,18400056,2,0,1,2
t0_warmstart,18400057,3,0,1,3
t0_warmstart,18400058,2,0,1,2
t0_warmstart,18400059,0,0,0,0
t0_warmstart,18400060,0,0,0,0
t0_warmstart,18400061,0,0,0,0
t0_warmstart,18400062,0,0,0,0
t0_warmstart,18400063,0,0,0,0
t0_warmstart,18400064,0,0,0,0
t100k,18400001,1,0,1,1
t100k,18400002,2,0,1,2
t100k,18400003,2,0,1,2
t100k,18400004,1,0,1,1
t100k,18400005,3,0,1,3
t100k,18400006,1,0,1,1
t100k,18400007,2,0,1,2
t100k,18400008,2,0,1,2
t100k,18400009,1,0,1,1
t100k,18400010,0,0,0,0
t100k,18400011,3,0,1,3
t100k,18400012,3,0,1,3
t100k,18400013,3,0,1,3
t100k,18400014,3,0,1,3
t100k,18400015,3,0,1,3
t100k,18400016,3,0,1,3
t100k,18400017,3,0,1,3
t100k,18400018,1,0,1,1
t100k,18400019,1,0,1,1
t100k,18400020,3,0,1,3
t100k,18400021,3,0,1,3
t100k,18400022,3,0,1,3
t100k,18400023,3,0,1,3
t100k,18400024,0,0,0,0
t100k,18400025,3,0,1,3
t100k,18400026,0,0,0,0
t100k,18400027,3,0,1,3
t100k,18400028,2,0,1,2
t100k,18400029,3,1,1,2
t100k,18400030,2,0,1,2
t100k,18400031,1,0,1,1
t100k,18400032,3,0,1,3
t100k,18400033,1,0,1,1
t100k,18400034,3,0,1,3
t100k,18400035,3,0,1,3
t100k,18400036,3,0,1,3
t100k,18400037,0,0,0,0
t100k,18400038,2,0,1,2
t100k,18400039,1,0,1,1
t100k,18400040,3,0,1,3
t100k,18400041,0,0,0,0
t100k,18400042,3,0,1,3
t100k,18400043,1,0,1,1
t100k,18400044,3,0,1,3
t100k,18400045,3,0,1,3
t100k,18400046,1,0,1,1
t100k,18400047,1,0,1,1
t100k,18400048,2,0,1,2
t100k,18400049,3,0,1,3
t100k,18400050,3,0,1,3
t100k,18400051,0,0,0,0
t100k,18400052,1,0,1,1
t100k,18400053,1,0,1,1
t100k,18400054,1,0,1,1
t100k,18400055,3,0,1,3
t100k,18400056,3,0,1,3
t100k,18400057,1,0,1,1
t100k,18400058,2,0,1,2
t100k,18400059,3,0,1,3
t100k,18400060,3,0,1,3
t100k,18400061,0,0,0,0
t100k,18400062,3,0,1,3
t100k,18400063,0,0,0,0
t100k,18400064,0,0,0,0
t200k,18400001,3,1,1,2
t200k,18400002,1,0,1,1
t200k,18400003,3,0,1,3
t200k,18400004,0,0,0,0
t200k,18400005,3,0,1,3
t200k,18400006,2,0,1,2
t200k,18400007,3,0,1,3
t200k,18400008,0,0,0,0
t200k,18400009,2,0,1,2
t200k,18400010,2,0,1,2
t200k,18400011,0,0,0,0
t200k,18400012,3,0,1,3
t200k,18400013,2,0,1,2
t200k,18400014,2,0,1,2
t200k,18400015,3,0,1,3
t200k,18400016,3,0,1,3
t200k,18400017,2,0,1,2
t200k,18400018,2,0,1,2
t200k,18400019,0,0,0,0
t200k,18400020,3,0,1,3
t200k,18400021,1,0,1,1
t200k,18400022,2,0,1,2
t200k,18400023,2,0,1,2
t200k,18400024,1,0,1,1
t200k,18400025,0,0,0,0
t200k,18400026,0,0,0,0
t200k,18400027,1,0,1,1
t200k,18400028,1,0,1,1
t200k,18400029,1,0,1,1
t200k,18400030,2,1,1,1
t200k,18400031,3,0,1,3
t200k,18400032,2,0,1,2
t200k,18400033,1,0,1,1
t200k,18400034,0,0,0,0
t200k,18400035,3,0,1,3
t200k,18400036,0,0,0,0
t200k,18400037,1,0,1,1
t200k,18400038,3,0,1,3
t200k,18400039,1,0,1,1
t200k,18400040,0,0,0,0
t200k,18400041,3,0,1,3
t200k,18400042,3,0,1,3
t200k,18400043,2,0,1,2
t200k,18400044,3,0,1,3
t200k,18400045,3,0,1,3
t200k,18400046,0,0,0,0
t200k,18400047,0,0,0,0
t200k,18400048,1,0,1,1
t200k,18400049,2,0,1,2
t200k,18400050,0,0,0,0
t200k,18400051,0,0,0,0
t200k,18400052,0,0,0,0
t200k,18400053,2,0,1,2
t200k,18400054,0,0,0,0
t200k,18400055,3,0,1,3
t200k,18400056,2,0,1,2
t200k,18400057,0,0,0,0
t200k,18400058,3,0,1,3
t200k,18400059,0,0,0,0
t200k,18400060,0,0,0,0
t200k,18400061,0,0,0,0
t200k,18400062,1,0,1,1
t200k,18400063,2,1,1,1
t200k,18400064,0,0,0,0
t300k,18400001,1,0,1,1
t300k,18400002,0,1,0,-1
t300k,18400003,1,0,1,1
t300k,18400004,2,0,1,2
t300k,18400005,0,0,0,0
t300k,18400006,1,1,0,0
t300k,18400007,1,0,1,1
t300k,18400008,3,0,1,3
t300k,18400009,1,0,1,1
t300k,18400010,2,0,1,2
t300k,18400011,0,1,0,-1
t300k,18400012,0,0,0,0
t300k,18400013,2,0,1,2
t300k,18400014,0,0,0,0
t300k,18400015,1,1,0,0
t300k,18400016,1,0,1,1
t300k,18400017,1,0,1,1
t300k,18400018,3,0,1,3
t300k,18400019,0,0,0,0
t300k,18400020,2,0,1,2
t300k,18400021,1,0,1,1
t300k,18400022,0,0,0,0
t300k,18400023,0,0,0,0
t300k,18400024,0,0,0,0
t300k,18400025,3,0,1,3
t300k,18400026,0,0,0,0
t300k,18400027,3,0,1,3
t300k,18400028,1,0,1,1
t300k,18400029,3,0,1,3
t300k,18400030,0,0,0,0
t300k,18400031,0,0,0,0
t300k,18400032,3,0,1,3
t300k,18400033,2,0,1,2
t300k,18400034,2,0,1,2
t300k,18400035,0,0,0,0
t300k,18400036,1,0,1,1
t300k,18400037,1,2,0,-1
t300k,18400038,1,0,1,1
t300k,18400039,1,0,1,1
t300k,18400040,0,0,0,0
t300k,18400041,3,0,1,3
t300k,18400042,0,0,0,0
t300k,18400043,1,0,1,1
t300k,18400044,2,0,1,2
t300k,18400045,3,0,1,3
t300k,18400046,1,0,1,1
t300k,18400047,2,0,1,2
t300k,18400048,0,0,0,0
t300k,18400049,3,0,1,3
t300k,18400050,0,0,0,0
t300k,18400051,0,0,0,0
t300k,18400052,2,0,1,2
t300k,18400053,1,0,1,1
t300k,18400054,0,0,0,0
t300k,18400055,1,1,0,0
t300k,18400056,3,0,1,3
t300k,18400057,3,0,1,3
t300k,18400058,0,1,0,-1
t300k,18400059,2,0,1,2
t300k,18400060,3,0,1,3
t300k,18400061,1,0,1,1
t300k,18400062,3,0,1,3
t300k,18400063,0,0,0,0
t300k,18400064,0,0,0,0
t400k,18400001,1,0,1,1
t400k,18400002,1,0,1,1
t400k,18400003,3,0,1,3
t400k,18400004,2,0,1,2
t400k,18400005,0,0,0,0
t400k,18400006,2,0,1,2
t400k,18400007,1,0,1,1
t400k,18400008,1,1,0,0
t400k,18400009,2,0,1,2
t400k,18400010,0,0,0,0
t400k,18400011,3,0,1,3
t400k,18400012,1,0,1,1
t400k,18400013,3,1,1,2
t400k,18400014,2,0,1,2
t400k,18400015,3,0,1,3
t400k,18400016,1,0,1,1
t400k,18400017,0,0,0,0
t400k,18400018,3,0,1,3
t400k,18400019,0,0,0,0
t400k,18400020,2,0,1,2
t400k,18400021,1,0,1,1
t400k,18400022,0,0,0,0
t400k,18400023,1,1,0,0
t400k,18400024,3,0,1,3
t400k,18400025,3,0,1,3
t400k,18400026,0,0,0,0
t400k,18400027,1,0,1,1
t400k,18400028,2,0,1,2
t400k,18400029,3,0,1,3
t400k,18400030,1,1,0,0
t400k,18400031,1,0,1,1
t400k,18400032,0,0,0,0
t400k,18400033,2,0,1,2
t400k,18400034,2,0,1,2
t400k,18400035,0,0,0,0
t400k,18400036,0,0,0,0
t400k,18400037,3,0,1,3
t400k,18400038,1,0,1,1
t400k,18400039,0,0,0,0
t400k,18400040,1,0,1,1
t400k,18400041,2,0,1,2
t400k,18400042,0,0,0,0
t400k,18400043,0,0,0,0
t400k,18400044,2,0,1,2
t400k,18400045,2,1,1,1
t400k,18400046,0,1,0,-1
t400k,18400047,2,0,1,2
t400k,18400048,1,0,1,1
t400k,18400049,2,0,1,2
t400k,18400050,1,0,1,1
t400k,18400051,0,0,0,0
t400k,18400052,2,1,1,1
t400k,18400053,1,1,0,0
t400k,18400054,0,0,0,0
t400k,18400055,0,0,0,0
t400k,18400056,3,0,1,3
t400k,18400057,0,0,0,0
t400k,18400058,3,0,1,3
t400k,18400059,0,0,0,0
t400k,18400060,1,0,1,1
t400k,18400061,0,0,0,0
t400k,18400062,3,0,1,3
t400k,18400063,1,0,1,1
t400k,18400064,0,0,0,0
t500k,18400001,2,0,1,2
t500k,18400002,2,0,1,2
t500k,18400003,0,0,0,0
t500k,18400004,1,0,1,1
t500k,18400005,3,0,1,3
t500k,18400006,0,0,0,0
t500k,18400007,3,0,1,3
t500k,18400008,3,0,1,3
t500k,18400009,1,0,1,1
t500k,18400010,3,0,1,3
t500k,18400011,3,0,1,3
t500k,18400012,3,0,1,3
t500k,18400013,2,0,1,2
t500k,18400014,1,0,1,1
t500k,18400015,3,0,1,3
t500k,18400016,0,0,0,0
t500k,18400017,1,0,1,1
t500k,18400018,3,0,1,3
t500k,18400019,2,0,1,2
t500k,18400020,3,0,1,3
t500k,18400021,1,0,1,1
t500k,18400022,2,0,1,2
t500k,18400023,3,0,1,3
t500k,18400024,3,0,1,3
t500k,18400025,0,0,0,0
t500k,18400026,0,0,0,0
t500k,18400027,3,0,1,3
t500k,18400028,0,0,0,0
t500k,18400029,3,0,1,3
t500k,18400030,1,0,1,1
t500k,18400031,0,0,0,0
t500k,18400032,1,0,1,1
t500k,18400033,2,0,1,2
t500k,18400034,3,0,1,3
t500k,18400035,0,0,0,0
t500k,18400036,2,0,1,2
t500k,18400037,0,1,0,-1
t500k,18400038,3,0,1,3
t500k,18400039,2,0,1,2
t500k,18400040,0,0,0,0
t500k,18400041,2,0,1,2
t500k,18400042,3,0,1,3
t500k,18400043,0,0,0,0
t500k,18400044,1,0,1,1
t500k,18400045,1,0,1,1
t500k,18400046,1,0,1,1
t500k,18400047,1,0,1,1
t500k,18400048,0,0,0,0
t500k,18400049,3,0,1,3
t500k,18400050,2,0,1,2
t500k,18400051,0,0,0,0
t500k,18400052,2,1,1,1
t500k,18400053,2,0,1,2
t500k,18400054,2,1,1,1
t500k,18400055,3,0,1,3
t500k,18400056,2,1,1,1
t500k,18400057,1,0,1,1
t500k,18400058,2,0,1,2
t500k,18400059,0,0,0,0
t500k,18400060,2,1,1,1
t500k,18400061,3,0,1,3
t500k,18400062,2,0,1,2
t500k,18400063,0,0,0,0
t500k,18400064,0,0,0,0
t600k,18400001,0,0,0,0
t600k,18400002,0,0,0,0
t600k,18400003,1,0,1,1
t600k,18400004,3,0,1,3
t600k,18400005,3,0,1,3
t600k,18400006,1,0,1,1
t600k,18400007,1,1,0,0
t600k,18400008,0,0,0,0
t600k,18400009,1,0,1,1
t600k,18400010,0,0,0,0
t600k,18400011,2,0,1,2
t600k,18400012,2,0,1,2
t600k,18400013,2,0,1,2
t600k,18400014,3,0,1,3
t600k,18400015,2,1,1,1
t600k,18400016,1,0,1,1
t600k,18400017,0,0,0,0
t600k,18400018,1,0,1,1
t600k,18400019,2,0,1,2
t600k,18400020,0,0,0,0
t600k,18400021,0,0,0,0
t600k,18400022,0,1,0,-1
t600k,18400023,0,0,0,0
t600k,18400024,2,0,1,2
t600k,18400025,0,0,0,0
t600k,18400026,2,1,1,1
t600k,18400027,3,0,1,3
t600k,18400028,1,0,1,1
t600k,18400029,3,0,1,3
t600k,18400030,1,0,1,1
t600k,18400031,3,0,1,3
t600k,18400032,2,1,1,1
t600k,18400033,1,0,1,1
t600k,18400034,2,1,1,1
t600k,18400035,1,0,1,1
t600k,18400036,0,0,0,0
t600k,18400037,1,0,1,1
t600k,18400038,3,0,1,3
t600k,18400039,2,0,1,2
t600k,18400040,3,0,1,3
t600k,18400041,1,0,1,1
t600k,18400042,0,0,0,0
t600k,18400043,3,0,1,3
t600k,18400044,3,0,1,3
t600k,18400045,0,0,0,0
t600k,18400046,0,0,0,0
t600k,18400047,1,0,1,1
t600k,18400048,3,0,1,3
t600k,18400049,3,0,1,3
t600k,18400050,2,0,1,2
t600k,18400051,0,0,0,0
t600k,18400052,1,0,1,1
t600k,18400053,2,0,1,2
t600k,18400054,0,1,0,-1
t600k,18400055,2,0,1,2
t600k,18400056,3,0,1,3
t600k,18400057,2,0,1,2
t600k,18400058,3,0,1,3
t600k,18400059,0,0,0,0
t600k,18400060,3,0,1,3
t600k,18400061,0,0,0,0
t600k,18400062,0,0,0,0
t600k,18400063,1,0,1,1
t600k,18400064,3,0,1,3
t700k,18400001,2,0,1,2
t700k,18400002,2,1,1,1
t700k,18400003,2,0,1,2
t700k,18400004,0,1,0,-1
t700k,18400005,2,0,1,2
t700k,18400006,2,0,1,2
t700k,18400007,0,0,0,0
t700k,18400008,3,0,1,3
t700k,18400009,0,0,0,0
t700k,18400010,1,0,1,1
t700k,18400011,1,0,1,1
t700k,18400012,0,0,0,0
t700k,18400013,1,0,1,1
t700k,18400014,0,0,0,0
t700k,18400015,0,0,0,0
t700k,18400016,2,1,1,1
t700k,18400017,1,0,1,1
t700k,18400018,3,0,1,3
t700k,18400019,2,2,0,0
t700k,18400020,0,0,0,0
t700k,18400021,3,1,1,2
t700k,18400022,1,0,1,1
t700k,18400023,1,1,0,0
t700k,18400024,3,0,1,3
t700k,18400025,0,0,0,0
t700k,18400026,3,1,1,2
t700k,18400027,2,0,1,2
t700k,18400028,2,0,1,2
t700k,18400029,1,0,1,1
t700k,18400030,3,0,1,3
t700k,18400031,2,1,1,1
t700k,18400032,1,0,1,1
t700k,18400033,1,1,0,0
t700k,18400034,0,0,0,0
t700k,18400035,0,0,0,0
t700k,18400036,0,0,0,0
t700k,18400037,0,0,0,0
t700k,18400038,2,0,1,2
t700k,18400039,0,0,0,0
t700k,18400040,3,0,1,3
t700k,18400041,2,0,1,2
t700k,18400042,0,0,0,0
t700k,18400043,1,0,1,1
t700k,18400044,1,0,1,1
t700k,18400045,0,0,0,0
t700k,18400046,0,1,0,-1
t700k,18400047,1,0,1,1
t700k,18400048,0,0,0,0
t700k,18400049,3,0,1,3
t700k,18400050,1,0,1,1
t700k,18400051,2,0,1,2
t700k,18400052,1,0,1,1
t700k,18400053,1,0,1,1
t700k,18400054,0,0,0,0
t700k,18400055,2,0,1,2
t700k,18400056,1,0,1,1
t700k,18400057,1,1,0,0
t700k,18400058,0,0,0,0
t700k,18400059,3,0,1,3
t700k,18400060,2,0,1,2
t700k,18400061,0,0,0,0
t700k,18400062,0,0,0,0
t700k,18400063,0,1,0,-1
t700k,18400064,0,0,0,0
t800k,18400001,1,1,0,0
t800k,18400002,0,0,0,0
t800k,18400003,0,1,0,-1
t800k,18400004,1,0,1,1
t800k,18400005,1,0,1,1
t800k,18400006,2,1,1,1
t800k,18400007,1,0,1,1
t800k,18400008,1,1,0,0
t800k,18400009,1,1,0,0
t800k,18400010,0,1,0,-1
t800k,18400011,0,0,0,0
t800k,18400012,2,0,1,2
t800k,18400013,1,0,1,1
t800k,18400014,1,1,0,0
t800k,18400015,0,0,0,0
t800k,18400016,1,0,1,1
t800k,18400017,1,0,1,1
t800k,18400018,0,1,0,-1
t800k,18400019,2,0,1,2
t800k,18400020,0,0,0,0
t800k,18400021,1,0,1,1
t800k,18400022,0,0,0,0
t800k,18400023,3,0,1,3
t800k,18400024,1,0,1,1
t800k,18400025,0,0,0,0
t800k,18400026,0,0,0,0
t800k,18400027,2,0,1,2
t800k,18400028,0,2,0,-2
t800k,18400029,2,0,1,2
t800k,18400030,0,0,0,0
t800k,18400031,3,0,1,3
t800k,18400032,2,1,1,1
t800k,18400033,0,0,0,0
t800k,18400034,2,1,1,1
t800k,18400035,0,0,0,0
t800k,18400036,0,0,0,0
t800k,18400037,0,0,0,0
t800k,18400038,1,0,1,1
t800k,18400039,0,0,0,0
t800k,18400040,0,0,0,0
t800k,18400041,0,0,0,0
t800k,18400042,1,0,1,1
t800k,18400043,0,0,0,0
t800k,18400044,2,0,1,2
t800k,18400045,2,0,1,2
t800k,18400046,1,1,0,0
t800k,18400047,1,0,1,1
t800k,18400048,1,0,1,1
t800k,18400049,1,1,0,0
t800k,18400050,1,0,1,1
t800k,18400051,3,0,1,3
t800k,18400052,1,0,1,1
t800k,18400053,1,1,0,0
t800k,18400054,0,0,0,0
t800k,18400055,2,0,1,2
t800k,18400056,0,2,0,-2
t800k,18400057,1,0,1,1
t800k,18400058,1,1,0,0
t800k,18400059,0,0,0,0
t800k,18400060,2,0,1,2
t800k,18400061,0,0,0,0
t800k,18400062,0,0,0,0
t800k,18400063,0,0,0,0
t800k,18400064,1,1,0,0
t900k,18400001,0,0,0,0
t900k,18400002,2,1,1,1
t900k,18400003,2,0,1,2
t900k,18400004,0,0,0,0
t900k,18400005,1,1,0,0
t900k,18400006,1,2,0,-1
t900k,18400007,1,0,1,1
t900k,18400008,1,0,1,1
t900k,18400009,0,0,0,0
t900k,18400010,0,0,0,0
t900k,18400011,0,1,0,-1
t900k,18400012,0,0,0,0
t900k,18400013,2,1,1,1
t900k,18400014,1,0,1,1
t900k,18400015,0,0,0,0
t900k,18400016,2,0,1,2
t900k,18400017,2,0,1,2
t900k,18400018,1,1,0,0
t900k,18400019,2,1,1,1
t900k,18400020,2,0,1,2
t900k,18400021,0,0,0,0
t900k,18400022,1,0,1,1
t900k,18400023,0,1,0,-1
t900k,18400024,2,0,1,2
t900k,18400025,3,0,1,3
t900k,18400026,0,0,0,0
t900k,18400027,2,0,1,2
t900k,18400028,2,1,1,1
t900k,18400029,2,0,1,2
t900k,18400030,0,0,0,0
t900k,18400031,1,0,1,1
t900k,18400032,0,0,0,0
t900k,18400033,0,1,0,-1
t900k,18400034,0,0,0,0
t900k,18400035,3,0,1,3
t900k,18400036,0,1,0,-1
t900k,18400037,0,2,0,-2
t900k,18400038,1,1,0,0
t900k,18400039,0,0,0,0
t900k,18400040,0,0,0,0
t900k,18400041,3,0,1,3
t900k,18400042,1,0,1,1
t900k,18400043,3,1,1,2
t900k,18400044,3,1,1,2
t900k,18400045,3,0,1,3
t900k,18400046,3,0,1,3
t900k,18400047,3,0,1,3
t900k,18400048,3,0,1,3
t900k,18400049,0,0,0,0
t900k,18400050,0,0,0,0
t900k,18400051,0,0,0,0
t900k,18400052,0,1,0,-1
t900k,18400053,2,1,1,1
t900k,18400054,0,1,0,-1
t900k,18400055,1,0,1,1
t900k,18400056,1,0,1,1
t900k,18400057,1,0,1,1
t900k,18400058,2,1,1,1
t900k,18400059,3,1,1,2
t900k,18400060,2,0,1,2
t900k,18400061,0,0,0,0
t900k,18400062,0,0,0,0
t900k,18400063,0,0,0,0
t900k,18400064,1,1,0,0
tfinal,18400001,0,0,0,0
tfinal,18400002,0,0,0,0
tfinal,18400003,1,0,1,1
tfinal,18400004,1,0,1,1
tfinal,18400005,2,0,1,2
tfinal,18400006,0,0,0,0
tfinal,18400007,2,0,1,2
tfinal,18400008,2,0,1,2
tfinal,18400009,0,0,0,0
tfinal,18400010,0,0,0,0
tfinal,18400011,1,0,1,1
tfinal,18400012,0,1,0,-1
tfinal,18400013,1,0,1,1
tfinal,18400014,1,0,1,1
tfinal,18400015,0,0,0,0
tfinal,18400016,2,0,1,2
tfinal,18400017,2,0,1,2
tfinal,18400018,0,0,0,0
tfinal,18400019,2,0,1,2
tfinal,18400020,1,0,1,1
tfinal,18400021,2,0,1,2
tfinal,18400022,0,0,0,0
tfinal,18400023,1,0,1,1
tfinal,18400024,3,0,1,3
tfinal,18400025,3,0,1,3
tfinal,18400026,0,0,0,0
tfinal,18400027,1,0,1,1
tfinal,18400028,1,0,1,1
tfinal,18400029,0,0,0,0
tfinal,18400030,0,0,0,0
tfinal,18400031,0,0,0,0
tfinal,18400032,1,0,1,1
tfinal,18400033,1,1,0,0
tfinal,18400034,0,0,0,0
tfinal,18400035,0,2,0,-2
tfinal,18400036,1,0,1,1
tfinal,18400037,3,0,1,3
tfinal,18400038,2,0,1,2
tfinal,18400039,0,0,0,0
tfinal,18400040,2,0,1,2
tfinal,18400041,1,0,1,1
tfinal,18400042,2,0,1,2
tfinal,18400043,3,0,1,3
tfinal,18400044,0,0,0,0
tfinal,18400045,2,0,1,2
tfinal,18400046,1,2,0,-1
tfinal,18400047,1,0,1,1
tfinal,18400048,3,0,1,3
tfinal,18400049,1,0,1,1
tfinal,18400050,0,0,0,0
tfinal,18400051,0,0,0,0
tfinal,18400052,1,2,0,-1
tfinal,18400053,2,0,1,2
tfinal,18400054,0,0,0,0
tfinal,18400055,1,0,1,1
tfinal,18400056,1,0,1,1
tfinal,18400057,0,0,0,0
tfinal,18400058,2,0,1,2
tfinal,18400059,1,0,1,1
tfinal,18400060,1,0,1,1
tfinal,18400061,0,0,0,0
tfinal,18400062,0,0,0,0
tfinal,18400063,0,0,0,0
tfinal,18400064,3,2,1,1
