scale,style,seed,arm,trace_hash,n_ticks,n_agent_ticks,switch_requests,blocked_switches,stale_switches,blocked_switch_fraction,stale_switch_fraction,mean_decision_lag_ticks,p95_decision_lag_ticks,censored_switch_fraction,lag_adoptions,lag_censored,mean_bearing_change_degrees,mean_target_jump_cells
2v2,BREACH,19600014,I2_W50_CURRENT_COMMIT,b7a1dca0be88d961e1a112bea9721f73393bcfccd0e7292967472da889a8e5be,240,480,425,215,205,0.5058823529411764,0.4823529411764706,1.0222222222222221,1.0,0.5609756097560976,90,115,61.686231454117646,1.412837042352941
4v4,GUARD,19600014,I1_W50_NO_COMMIT,299f4e94292664bc080f709a15a54fa0dbd85a9f40632c227c8a7a437ce37116,240,960,188,0,0,0.0,0.0,,,0.0,0,0,52.03393529255319,0.8694271063829787
4v4,GUARD,19600014,I2_W50_CURRENT_COMMIT,299f4e94292664bc080f709a15a54fa0dbd85a9f40632c227c8a7a437ce37116,240,960,188,51,48,0.2712765957446808,0.2553191489361702,1.4411764705882353,3.0,0.2916666666666667,34,14,52.03393529255319,0.8694271063829787
4v4,BREACH,19600014,I1_W50_NO_COMMIT,687c8783db755a95f7fbd715fba7b316b788db884e714f1ebb9b0354fc812cca,240,960,840,0,0,0.0,0.0,,,0.0,0,0,57.71109825952381,1.4644067059523809
4v4,BREACH,19600014,I2_W50_CURRENT_COMMIT,687c8783db755a95f7fbd715fba7b316b788db884e714f1ebb9b0354fc812cca,240,960,840,446,427,0.530952380952381,0.5083333333333333,1.054054054054054,1.0,0.5667447306791569,185,242,57.71109825952381,1.4644067059523809
2v2,GUARD,19600015,I1_W50_NO_COMMIT,f5af0005964558c8b0ee9636566e713f52d1129bdd0340717c96c178247ff9d3,240,480,173,0,0,0.0,0.0,,,0.0,0,0,46.189945,0.29521020231213874
2v2,GUARD,19600015,I2_W50_CURRENT_COMMIT,f5af0005964558c8b0ee9636566e713f52d1129bdd0340717c96c178247ff9d3,240,480,173,18,18,0.10404624277456648,0.10404624277456648,1.6363636363636365,3.0,0.3888888888888889,11,7,46.189945,0.29521020231213874
2v2,BREACH,19600015,I1_W50_NO_COMMIT,fd9391b52ce8ba55d2f702fde410ebfc12a34327b9120360b0a8b402c75373bc,240,480,188,0,0,0.0,0.0,,,0.0,0,0,55.848962218085106,1.3362120212765956
2v2,BREACH,19600015,I2_W50_CURRENT_COMMIT,fd9391b52ce8ba55d2f702fde410ebfc12a34327b9120360b0a8b402c75373bc,240,480,188,78,70,0.4148936170212766,0.3723404255319149,1.088235294117647,2.0,0.5142857142857142,34,36,55.848962218085106,1.3362120212765956
4v4,GUARD,19600015,I1_W50_NO_COMMIT,123a23f55e6001fcd485daaf8e706be8bc903d6eaabf94cddd7e91b5c0a1e95d,240,960,219,0,0,0.0,0.0,,,0.0,0,0,51.7006801369863,0.7327737945205479
4v4,GUARD,19600015,I2_W50_CURRENT_COMMIT,123a23f55e6001fcd485daaf8e706be8bc903d6eaabf94cddd7e91b5c0a1e95d,240,960,219,48,45,0.2191780821917808,0.2054794520547945,1.3333333333333333,2.6999999999999993,0.4,27,18,51.7006801369863,0.7327737945205479
4v4,BREACH,19600015,I1_W50_NO_COMMIT,edd402992fade2ec698a36fbc4e0856e46baf07059598a87579e7573397f870e,240,960,492,0,0,0.0,0.0,,,0.0,0,0,59.001004107723574,2.2895282235772356
4v4,BREACH,19600015,I2_W50_CURRENT_COMMIT,edd402992fade2ec698a36fbc4e0856e46baf07059598a87579e7573397f870e,240,960,492,262,233,0.532520325203252,0.4735772357723577,1.0648148148148149,1.0,0.5364806866952789,108,125,59.001004107723574,2.2895282235772356
2v2,GUARD,19600016,I1_W50_NO_COMMIT,6e9492c64037d8a89e32dcc7327543427bac8963596a600a447e19f057e6c9df,240,480,153,0,0,0.0,0.0,,,0.0,0,0,46.21996933986928,0.3214949477124183
2v2,GUARD,19600016,I2_W50_CURRENT_COMMIT,6e9492c64037d8a89e32dcc7327543427bac8963596a600a447e19f057e6c9df,240,480,153,22,22,0.1437908496732026,0.1437908496732026,1.1818181818181819,2.0,0.5,11,11,46.21996933986928,0.3214949477124183
2v2,BREACH,19600016,I1_W50_NO_COMMIT,9a67fd1d239cdda484611ff1af33d01f7669a3a6f5d78b82449c7bb14a8c109c,240,480,75,0,0,0.0,0.0,,,0.0,0,0,43.310317559999994,1.9422730666666665
2v2,BREACH,19600016,I2_W50_CURRENT_COMMIT,9a67fd1d239cdda484611ff1af33d01f7669a3a6f5d78b82449c7bb14a8c109c,240,480,75,30,21,0.4,0.28,1.0,1.0,0.6190476190476191,8,13,43.310317559999994,1.9422730666666665
4v4,GUARD,19600016,I1_W50_NO_COMMIT,e7a651040fc83d8a8666f7e1ac25c0e10aba730474ce85de4ce75990a1832af6,240,960,259,0,0,0.0,0.0,,,0.0,0,0,53.16222567953668,0.8982390231660232
4v4,GUARD,19600016,I2_W50_CURRENT_COMMIT,e7a651040fc83d8a8666f7e1ac25c0e10aba730474ce85de4ce75990a1832af6,240,960,259,72,68,0.277992277992278,0.2625482625482625,1.302325581395349,2.0,0.36764705882352944,43,25,53.16222567953668,0.8982390231660232
4v4,BREACH,19600016,I1_W50_NO_COMMIT,73ed22e76a849d745398370f144fb2697875c18f65172baf5393dc94e8e08e44,240,960,881,0,0,0.0,0.0,,,0.0,0,0,59.83447424063564,1.5378369568671963
4v4,BREACH,19600016,I2_W50_CURRENT_COMMIT,73ed22e76a849d745398370f144fb2697875c18f65172baf5393dc94e8e08e44,240,960,881,516,495,0.5856980703745743,0.5618615209988649,1.0327102803738317,1.0,0.5676767676767677,214,281,59.83447424063564,1.5378369568671963
