seed,pole,composition,defender_ids,attacker_ids,blue_score,red_score,blue_win,draw,steps,blue_alive_end,red_alive_end,genome_id,pole_config_hash,attack_ticks,defend_ticks,attack_enemy_flag_branch_count,carrier_home_branch_count,defend_inward_count,defend_outward_count,tagged_ticks_by_role,role_switch_count,arm,effective_composition
20100060,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,464,16,216,264,241,0,FIXED_2A2D,2A_2D
20100061,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,454,26,170,310,241,0,FIXED_2A2D,2A_2D
20100062,B,2A_2D,"0,1","2,3",0,1,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,474,6,124,356,246,0,FIXED_2A2D,2A_2D
20100063,B,2A_2D,"0,1","2,3",0,3,0,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,454,26,293,187,282,0,FIXED_2A2D,2A_2D
20100064,B,2A_2D,"0,1","2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,480,480,472,8,180,300,228,0,FIXED_2A2D,2A_2D
20100001,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,664,296,0,0,283,0,FIXED_4A0D,4A_0D
20100002,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,800,160,0,0,379,0,FIXED_4A0D,4A_0D
20100003,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,588,372,0,0,223,0,FIXED_4A0D,4A_0D
20100004,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,300,660,0,0,122,0,FIXED_4A0D,4A_0D
20100005,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,48,912,0,0,15,0,FIXED_4A0D,4A_0D
20100006,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,52,908,0,0,17,0,FIXED_4A0D,4A_0D
20100007,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,784,176,0,0,332,0,FIXED_4A0D,4A_0D
20100008,B,4A_0D,,"0,1,2,3",4,1,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,636,324,0,0,250,0,FIXED_4A0D,4A_0D
20100009,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,700,260,0,0,300,0,FIXED_4A0D,4A_0D
20100010,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,59,0,FIXED_4A0D,4A_0D
20100011,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,680,280,0,0,292,0,FIXED_4A0D,4A_0D
20100012,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,572,388,0,0,229,0,FIXED_4A0D,4A_0D
20100013,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,48,912,0,0,16,0,FIXED_4A0D,4A_0D
20100014,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,17,0,FIXED_4A0D,4A_0D
20100015,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,408,552,0,0,182,0,FIXED_4A0D,4A_0D
20100016,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,584,376,0,0,207,0,FIXED_4A0D,4A_0D
20100017,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,800,160,0,0,370,0,FIXED_4A0D,4A_0D
20100018,B,4A_0D,,"0,1,2,3",3,1,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,700,260,0,0,330,0,FIXED_4A0D,4A_0D
20100019,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,636,324,0,0,251,0,FIXED_4A0D,4A_0D
20100020,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,696,264,0,0,311,0,FIXED_4A0D,4A_0D
20100021,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,640,320,0,0,275,0,FIXED_4A0D,4A_0D
20100022,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,18,0,FIXED_4A0D,4A_0D
20100023,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,31,0,FIXED_4A0D,4A_0D
20100024,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,684,276,0,0,286,0,FIXED_4A0D,4A_0D
20100025,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,23,0,FIXED_4A0D,4A_0D
20100026,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,15,0,FIXED_4A0D,4A_0D
20100027,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,728,232,0,0,319,0,FIXED_4A0D,4A_0D
20100028,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,304,656,0,0,120,0,FIXED_4A0D,4A_0D
20100029,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,764,196,0,0,336,0,FIXED_4A0D,4A_0D
20100030,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,128,832,0,0,56,0,FIXED_4A0D,4A_0D
20100031,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,740,220,0,0,317,0,FIXED_4A0D,4A_0D
20100032,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,764,196,0,0,339,0,FIXED_4A0D,4A_0D
20100033,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,42,0,FIXED_4A0D,4A_0D
20100034,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,504,456,0,0,209,0,FIXED_4A0D,4A_0D
20100035,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,348,612,0,0,153,0,FIXED_4A0D,4A_0D
20100036,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,124,836,0,0,41,0,FIXED_4A0D,4A_0D
20100037,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,596,364,0,0,264,0,FIXED_4A0D,4A_0D
20100038,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,295,0,FIXED_4A0D,4A_0D
20100039,B,4A_0D,,"0,1,2,3",3,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,720,240,0,0,288,0,FIXED_4A0D,4A_0D
20100040,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,288,672,0,0,112,0,FIXED_4A0D,4A_0D
20100041,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,16,0,FIXED_4A0D,4A_0D
20100042,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,64,896,0,0,22,0,FIXED_4A0D,4A_0D
20100043,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,796,164,0,0,361,0,FIXED_4A0D,4A_0D
20100044,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,284,0,FIXED_4A0D,4A_0D
20100045,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,508,452,0,0,231,0,FIXED_4A0D,4A_0D
20100046,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,652,308,0,0,303,0,FIXED_4A0D,4A_0D
20100047,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,292,668,0,0,122,0,FIXED_4A0D,4A_0D
20100048,B,4A_0D,,"0,1,2,3",1,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,200,760,0,0,78,0,FIXED_4A0D,4A_0D
20100049,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,432,528,0,0,171,0,FIXED_4A0D,4A_0D
20100050,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,52,908,0,0,21,0,FIXED_4A0D,4A_0D
20100051,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,772,188,0,0,332,0,FIXED_4A0D,4A_0D
20100052,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,76,884,0,0,25,0,FIXED_4A0D,4A_0D
20100053,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,304,656,0,0,130,0,FIXED_4A0D,4A_0D
20100054,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,392,568,0,0,188,0,FIXED_4A0D,4A_0D
20100055,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,672,288,0,0,266,0,FIXED_4A0D,4A_0D
20100056,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,8,0,FIXED_4A0D,4A_0D
20100057,B,4A_0D,,"0,1,2,3",6,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,576,384,0,0,226,0,FIXED_4A0D,4A_0D
20100058,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,872,88,0,0,397,0,FIXED_4A0D,4A_0D
20100059,B,4A_0D,,"0,1,2,3",5,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,632,328,0,0,243,0,FIXED_4A0D,4A_0D
20100060,B,4A_0D,,"0,1,2,3",4,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,676,284,0,0,308,0,FIXED_4A0D,4A_0D
20100061,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,17,0,FIXED_4A0D,4A_0D
20100062,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,56,904,0,0,29,0,FIXED_4A0D,4A_0D
20100063,B,4A_0D,,"0,1,2,3",0,0,0,1,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,60,900,0,0,15,0,FIXED_4A0D,4A_0D
20100064,B,4A_0D,,"0,1,2,3",2,0,1,0,240,4,,SDS2_B3_LOCKDEF10_2V1,ee1cab774896886b39608f53bc77f215cb91b1a02c86ff6dde93ff29d12adb7e,960,0,776,184,0,0,342,0,FIXED_4A0D,4A_0D
