arm,pole,seed,pair,steps,blue,red,win,margin
pi_B,A,21200012,,240,0,0,0,0
pi_A,B,21200012,,240,2,0,1,2
A_prime,B,21200012,0-3,240,0,1,0,-1
N_prime,B,21200012,0-3,240,0,2,0,-2
pi_B,B,21200012,,240,1,0,1,1
pi_A,A,21200013,,240,0,0,0,0
A_prime,A,21200013,1-2,240,2,2,0,0
N_prime,A,21200013,1-2,240,2,1,1,1
pi_B,A,21200013,,240,0,0,0,0
pi_A,B,21200013,,240,1,0,1,1
A_prime,B,21200013,1-2,240,0,0,0,0
N_prime,B,21200013,1-2,240,0,1,0,-1
pi_B,B,21200013,,240,0,0,0,0
pi_A,A,21200014,,240,1,0,1,1
A_prime,A,21200014,1-3,240,2,0,1,2
N_prime,A,21200014,1-3,240,2,1,1,1
pi_B,A,21200014,,240,2,1,1,1
pi_A,B,21200014,,240,0,0,0,0
A_prime,B,21200014,1-3,240,2,1,1,1
N_prime,B,21200014,1-3,240,0,1,0,-1
pi_B,B,21200014,,240,1,0,1,1
pi_A,A,21200015,,240,1,0,1,1
A_prime,A,21200015,2-3,240,1,1,0,0
N_prime,A,21200015,2-3,219,3,1,1,2
pi_B,A,21200015,,240,1,0,1,1
pi_A,B,21200015,,240,0,0,0,0
A_prime,B,21200015,2-3,240,0,0,0,0
N_prime,B,21200015,2-3,240,0,1,0,-1
pi_B,B,21200015,,240,1,1,0,0
pi_A,A,21200016,,240,0,0,0,0
A_prime,A,21200016,0-1,240,0,0,0,0
N_prime,A,21200016,0-1,240,2,0,1,2
pi_B,A,21200016,,240,0,0,0,0
pi_A,B,21200016,,240,2,0,1,2
A_prime,B,21200016,0-1,240,1,0,1,1
N_prime,B,21200016,0-1,240,2,1,1,1
pi_B,B,21200016,,222,3,0,1,3
pi_A,A,21200017,,240,2,0,1,2
A_prime,A,21200017,0-2,240,2,0,1,2
N_prime,A,21200017,0-2,240,2,0,1,2
pi_B,A,21200017,,240,1,0,1,1
pi_A,B,21200017,,148,3,0,1,3
A_prime,B,21200017,0-2,240,1,0,1,1
N_prime,B,21200017,0-2,240,0,0,0,0
pi_B,B,21200017,,181,3,0,1,3
pi_A,A,21200018,,240,1,0,1,1
A_prime,A,21200018,0-3,240,2,0,1,2
N_prime,A,21200018,0-3,240,1,0,1,1
pi_B,A,21200018,,240,1,0,1,1
pi_A,B,21200018,,240,2,0,1,2
A_prime,B,21200018,0-3,240,0,2,0,-2
N_prime,B,21200018,0-3,240,1,2,0,-1
pi_B,B,21200018,,240,1,1,0,0
pi_A,A,21200019,,240,1,0,1,1
A_prime,A,21200019,1-2,191,3,1,1,2
N_prime,A,21200019,1-2,240,2,2,0,0
pi_B,A,21200019,,176,3,2,1,1
pi_A,B,21200019,,240,0,0,0,0
A_prime,B,21200019,1-2,240,0,0,0,0
N_prime,B,21200019,1-2,240,0,1,0,-1
pi_B,B,21200019,,240,0,0,0,0
pi_A,A,21200020,,240,2,0,1,2
A_prime,A,21200020,1-3,240,0,0,0,0
N_prime,A,21200020,1-3,130,3,0,1,3
pi_B,A,21200020,,240,1,0,1,1
pi_A,B,21200020,,87,3,0,1,3
A_prime,B,21200020,1-3,240,1,1,0,0
N_prime,B,21200020,1-3,240,0,0,0,0
pi_B,B,21200020,,192,3,0,1,3
pi_A,A,21200021,,240,2,0,1,2
A_prime,A,21200021,2-3,186,3,1,1,2
N_prime,A,21200021,2-3,240,2,0,1,2
pi_B,A,21200021,,240,0,1,0,-1
pi_A,B,21200021,,99,3,0,1,3
A_prime,B,21200021,2-3,240,0,1,0,-1
N_prime,B,21200021,2-3,240,0,1,0,-1
pi_B,B,21200021,,240,1,0,1,1
pi_A,A,21200022,,240,1,0,1,1
A_prime,A,21200022,0-1,240,0,0,0,0
N_prime,A,21200022,0-1,240,0,0,0,0
pi_B,A,21200022,,240,1,1,0,0
pi_A,B,21200022,,240,2,0,1,2
A_prime,B,21200022,0-1,240,0,2,0,-2
N_prime,B,21200022,0-1,240,0,1,0,-1
pi_B,B,21200022,,240,0,1,0,-1
pi_A,A,21200023,,240,1,0,1,1
A_prime,A,21200023,0-2,240,0,1,0,-1
N_prime,A,21200023,0-2,240,2,1,1,1
pi_B,A,21200023,,143,3,0,1,3
pi_A,B,21200023,,240,2,0,1,2
A_prime,B,21200023,0-2,240,2,2,0,0
N_prime,B,21200023,0-2,240,1,2,0,-1
pi_B,B,21200023,,240,1,0,1,1
pi_A,A,21200024,,240,1,0,1,1
A_prime,A,21200024,0-3,240,1,1,0,0
N_prime,A,21200024,0-3,240,1,2,0,-1
pi_B,A,21200024,,240,0,0,0,0
pi_A,B,21200024,,240,0,0,0,0
A_prime,B,21200024,0-3,240,0,1,0,-1
N_prime,B,21200024,0-3,240,1,2,0,-1
pi_B,B,21200024,,240,0,1,0,-1
pi_A,A,21200025,,240,1,0,1,1
A_prime,A,21200025,1-2,211,3,1,1,2
N_prime,A,21200025,1-2,240,0,1,0,-1
pi_B,A,21200025,,240,1,0,1,1
pi_A,B,21200025,,240,0,0,0,0
A_prime,B,21200025,1-2,240,0,0,0,0
N_prime,B,21200025,1-2,240,0,1,0,-1
pi_B,B,21200025,,240,0,1,0,-1
pi_A,A,21200026,,240,1,0,1,1
A_prime,A,21200026,1-3,240,1,1,0,0
N_prime,A,21200026,1-3,205,3,0,1,3
pi_B,A,21200026,,240,0,0,0,0
pi_A,B,21200026,,240,0,0,0,0
A_prime,B,21200026,1-3,240,0,1,0,-1
N_prime,B,21200026,1-3,240,0,1,0,-1
pi_B,B,21200026,,240,0,0,0,0
pi_A,A,21200027,,240,2,0,1,2
A_prime,A,21200027,2-3,240,2,0,1,2
N_prime,A,21200027,2-3,122,3,0,1,3
pi_B,A,21200027,,240,0,0,0,0
pi_A,B,21200027,,240,1,0,1,1
A_prime,B,21200027,2-3,240,0,2,0,-2
N_prime,B,21200027,2-3,240,0,1,0,-1
pi_B,B,21200027,,240,2,1,1,1
pi_A,A,21200028,,240,2,1,1,1
A_prime,A,21200028,0-1,139,3,1,1,2
N_prime,A,21200028,0-1,179,3,1,1,2
pi_B,A,21200028,,105,3,0,1,3
pi_A,B,21200028,,133,3,0,1,3
A_prime,B,21200028,0-1,240,1,0,1,1
N_prime,B,21200028,0-1,240,0,0,0,0
pi_B,B,21200028,,240,2,0,1,2
pi_A,A,21200029,,240,1,0,1,1
A_prime,A,21200029,0-2,125,3,0,1,3
N_prime,A,21200029,0-2,240,2,0,1,2
pi_B,A,21200029,,240,1,1,0,0
pi_A,B,21200029,,240,2,1,1,1
A_prime,B,21200029,0-2,240,0,0,0,0
N_prime,B,21200029,0-2,240,0,1,0,-1
pi_B,B,21200029,,240,1,2,0,-1
pi_A,A,21200030,,240,1,0,1,1
A_prime,A,21200030,0-3,234,3,0,1,3
N_prime,A,21200030,0-3,240,2,0,1,2
pi_B,A,21200030,,240,0,0,0,0
pi_A,B,21200030,,240,0,0,0,0
A_prime,B,21200030,0-3,240,1,1,0,0
N_prime,B,21200030,0-3,170,0,3,0,-3
pi_B,B,21200030,,240,2,0,1,2
pi_A,A,21200031,,240,2,0,1,2
A_prime,A,21200031,1-2,170,3,0,1,3
N_prime,A,21200031,1-2,171,3,1,1,2
pi_B,A,21200031,,240,0,0,0,0
pi_A,B,21200031,,240,0,0,0,0
A_prime,B,21200031,1-2,240,0,2,0,-2
N_prime,B,21200031,1-2,240,0,2,0,-2
pi_B,B,21200031,,240,1,1,0,0
pi_A,A,21200032,,240,1,0,1,1
A_prime,A,21200032,1-3,240,2,0,1,2
N_prime,A,21200032,1-3,229,3,1,1,2
pi_B,A,21200032,,170,3,1,1,2
pi_A,B,21200032,,103,3,0,1,3
A_prime,B,21200032,1-3,240,1,1,0,0
N_prime,B,21200032,1-3,240,0,1,0,-1
pi_B,B,21200032,,240,0,0,0,0
pi_A,A,21200033,,240,1,0,1,1
A_prime,A,21200033,2-3,235,3,1,1,2
N_prime,A,21200033,2-3,240,0,0,0,0
pi_B,A,21200033,,180,3,1,1,2
pi_A,B,21200033,,240,0,0,0,0
A_prime,B,21200033,2-3,240,0,0,0,0
N_prime,B,21200033,2-3,240,0,2,0,-2
pi_B,B,21200033,,240,2,1,1,1
pi_A,A,21200034,,240,1,0,1,1
A_prime,A,21200034,0-1,130,3,0,1,3
N_prime,A,21200034,0-1,151,3,1,1,2
pi_B,A,21200034,,240,1,0,1,1
pi_A,B,21200034,,240,0,0,0,0
A_prime,B,21200034,0-1,240,1,1,0,0
N_prime,B,21200034,0-1,240,1,0,1,1
pi_B,B,21200034,,240,0,0,0,0
pi_A,A,21200035,,136,3,0,1,3
A_prime,A,21200035,0-2,240,0,0,0,0
N_prime,A,21200035,0-2,240,0,2,0,-2
pi_B,A,21200035,,240,1,0,1,1
pi_A,B,21200035,,178,3,0,1,3
A_prime,B,21200035,0-2,240,0,0,0,0
N_prime,B,21200035,0-2,240,0,0,0,0
pi_B,B,21200035,,240,1,0,1,1
pi_A,A,21200036,,240,1,0,1,1
A_prime,A,21200036,0-3,240,2,2,0,0
N_prime,A,21200036,0-3,202,3,1,1,2
pi_B,A,21200036,,240,0,0,0,0
pi_A,B,21200036,,240,0,0,0,0
A_prime,B,21200036,0-3,240,0,1,0,-1
N_prime,B,21200036,0-3,240,0,2,0,-2
pi_B,B,21200036,,240,0,0,0,0
pi_A,A,21200037,,240,1,0,1,1
A_prime,A,21200037,1-2,240,2,0,1,2
N_prime,A,21200037,1-2,181,3,1,1,2
pi_B,A,21200037,,240,0,0,0,0
pi_A,B,21200037,,151,3,0,1,3
A_prime,B,21200037,1-2,240,0,0,0,0
N_prime,B,21200037,1-2,240,0,0,0,0
pi_B,B,21200037,,240,0,0,0,0
pi_A,A,21200038,,240,1,0,1,1
A_prime,A,21200038,1-3,239,3,2,1,1
N_prime,A,21200038,1-3,240,0,0,0,0
pi_B,A,21200038,,240,0,0,0,0
pi_A,B,21200038,,240,2,0,1,2
A_prime,B,21200038,1-3,240,1,0,1,1
N_prime,B,21200038,1-3,240,1,0,1,1
pi_B,B,21200038,,240,2,0,1,2
pi_A,A,21200039,,240,1,0,1,1
A_prime,A,21200039,2-3,240,0,0,0,0
N_prime,A,21200039,2-3,240,2,0,1,2
pi_B,A,21200039,,240,0,0,0,0
pi_A,B,21200039,,111,3,0,1,3
A_prime,B,21200039,2-3,240,0,1,0,-1
N_prime,B,21200039,2-3,240,0,1,0,-1
pi_B,B,21200039,,143,3,0,1,3
pi_A,A,21200040,,240,1,0,1,1
A_prime,A,21200040,0-1,240,2,0,1,2
N_prime,A,21200040,0-1,190,3,0,1,3
pi_B,A,21200040,,240,1,0,1,1
pi_A,B,21200040,,86,3,0,1,3
A_prime,B,21200040,0-1,240,0,1,0,-1
N_prime,B,21200040,0-1,240,0,0,0,0
pi_B,B,21200040,,240,1,0,1,1
pi_A,A,21200041,,240,1,0,1,1
A_prime,A,21200041,0-2,240,0,0,0,0
N_prime,A,21200041,0-2,240,0,0,0,0
pi_B,A,21200041,,240,0,0,0,0
pi_A,B,21200041,,240,0,0,0,0
A_prime,B,21200041,0-2,240,0,0,0,0
N_prime,B,21200041,0-2,240,0,1,0,-1
pi_B,B,21200041,,240,0,0,0,0
pi_A,A,21200042,,240,2,1,1,1
A_prime,A,21200042,0-3,204,3,0,1,3
N_prime,A,21200042,0-3,160,3,0,1,3
pi_B,A,21200042,,240,0,0,0,0
pi_A,B,21200042,,156,3,0,1,3
A_prime,B,21200042,0-3,240,1,0,1,1
N_prime,B,21200042,0-3,240,0,1,0,-1
pi_B,B,21200042,,206,3,0,1,3
pi_A,A,21200043,,240,2,0,1,2
A_prime,A,21200043,1-2,240,2,1,1,1
N_prime,A,21200043,1-2,132,3,0,1,3
pi_B,A,21200043,,240,0,0,0,0
pi_A,B,21200043,,89,3,0,1,3
A_prime,B,21200043,1-2,235,0,3,0,-3
N_prime,B,21200043,1-2,240,0,1,0,-1
pi_B,B,21200043,,125,3,0,1,3
pi_A,A,21200044,,240,0,0,0,0
A_prime,A,21200044,1-3,168,3,1,1,2
N_prime,A,21200044,1-3,210,3,0,1,3
pi_B,A,21200044,,240,0,0,0,0
pi_A,B,21200044,,145,3,0,1,3
A_prime,B,21200044,1-3,240,0,0,0,0
N_prime,B,21200044,1-3,240,0,0,0,0
pi_B,B,21200044,,191,3,0,1,3
pi_A,A,21200045,,240,1,0,1,1
A_prime,A,21200045,2-3,240,2,1,1,1
N_prime,A,21200045,2-3,200,3,2,1,1
pi_B,A,21200045,,240,2,0,1,2
pi_A,B,21200045,,240,1,0,1,1
A_prime,B,21200045,2-3,240,1,2,0,-1
N_prime,B,21200045,2-3,240,0,2,0,-2
pi_B,B,21200045,,240,1,1,0,0
pi_A,A,21200046,,240,0,0,0,0
A_prime,A,21200046,0-1,240,0,0,0,0
N_prime,A,21200046,0-1,240,2,0,1,2
pi_B,A,21200046,,240,0,0,0,0
pi_A,B,21200046,,240,0,0,0,0
A_prime,B,21200046,0-1,240,1,1,0,0
N_prime,B,21200046,0-1,240,0,1,0,-1
pi_B,B,21200046,,240,2,0,1,2
pi_A,A,21200047,,240,1,0,1,1
A_prime,A,21200047,0-2,240,0,0,0,0
N_prime,A,21200047,0-2,240,0,0,0,0
pi_B,A,21200047,,240,1,0,1,1
pi_A,B,21200047,,216,3,0,1,3
A_prime,B,21200047,0-2,240,0,0,0,0
N_prime,B,21200047,0-2,240,0,2,0,-2
pi_B,B,21200047,,240,1,0,1,1
pi_A,A,21200048,,240,2,0,1,2
A_prime,A,21200048,0-3,240,0,0,0,0
N_prime,A,21200048,0-3,240,2,0,1,2
pi_B,A,21200048,,240,0,0,0,0
pi_A,B,21200048,,84,3,0,1,3
A_prime,B,21200048,0-3,240,0,0,0,0
N_prime,B,21200048,0-3,240,1,1,0,0
pi_B,B,21200048,,240,2,0,1,2
pi_A,A,21200049,,240,1,0,1,1
A_prime,A,21200049,1-2,143,3,0,1,3
N_prime,A,21200049,1-2,240,2,1,1,1
pi_B,A,21200049,,240,0,0,0,0
pi_A,B,21200049,,171,3,0,1,3
A_prime,B,21200049,1-2,240,0,0,0,0
N_prime,B,21200049,1-2,240,0,0,0,0
pi_B,B,21200049,,240,2,0,1,2
pi_A,A,21200050,,240,0,0,0,0
A_prime,A,21200050,1-3,240,1,0,1,1
N_prime,A,21200050,1-3,240,2,1,1,1
pi_B,A,21200050,,240,0,0,0,0
pi_A,B,21200050,,240,0,0,0,0
A_prime,B,21200050,1-3,240,0,1,0,-1
N_prime,B,21200050,1-3,240,0,0,0,0
pi_B,B,21200050,,240,2,0,1,2
pi_A,A,21200051,,240,1,1,0,0
A_prime,A,21200051,2-3,240,1,0,1,1
N_prime,A,21200051,2-3,240,1,0,1,1
pi_B,A,21200051,,240,1,0,1,1
pi_A,B,21200051,,240,2,1,1,1
A_prime,B,21200051,2-3,240,2,2,0,0
N_prime,B,21200051,2-3,240,0,1,0,-1
pi_B,B,21200051,,240,2,0,1,2
pi_A,A,21200052,,240,1,0,1,1
A_prime,A,21200052,0-1,110,3,0,1,3
N_prime,A,21200052,0-1,182,3,0,1,3
pi_B,A,21200052,,147,3,0,1,3
pi_A,B,21200052,,87,3,0,1,3
A_prime,B,21200052,0-1,240,1,1,0,0
N_prime,B,21200052,0-1,240,0,0,0,0
pi_B,B,21200052,,240,0,0,0,0
pi_A,A,21200053,,240,1,0,1,1
A_prime,A,21200053,0-2,202,3,1,1,2
N_prime,A,21200053,0-2,240,0,0,0,0
pi_B,A,21200053,,240,1,1,0,0
pi_A,B,21200053,,240,0,0,0,0
A_prime,B,21200053,0-2,240,1,0,1,1
N_prime,B,21200053,0-2,240,0,1,0,-1
pi_B,B,21200053,,240,0,0,0,0
pi_A,A,21200054,,240,1,0,1,1
A_prime,A,21200054,0-3,126,3,1,1,2
N_prime,A,21200054,0-3,240,2,0,1,2
pi_B,A,21200054,,240,1,0,1,1
pi_A,B,21200054,,137,3,0,1,3
A_prime,B,21200054,0-3,240,1,0,1,1
N_prime,B,21200054,0-3,240,1,0,1,1
pi_B,B,21200054,,240,2,2,0,0
pi_A,A,21200055,,240,1,0,1,1
A_prime,A,21200055,1-2,240,2,1,1,1
N_prime,A,21200055,1-2,219,3,1,1,2
pi_B,A,21200055,,240,0,0,0,0
pi_A,B,21200055,,172,3,0,1,3
A_prime,B,21200055,1-2,240,0,0,0,0
N_prime,B,21200055,1-2,240,1,1,0,0
pi_B,B,21200055,,95,3,0,1,3
pi_A,A,21200056,,240,1,0,1,1
A_prime,A,21200056,1-3,240,2,0,1,2
N_prime,A,21200056,1-3,240,0,0,0,0
pi_B,A,21200056,,240,0,0,0,0
pi_A,B,21200056,,187,3,0,1,3
A_prime,B,21200056,1-3,240,1,1,0,0
N_prime,B,21200056,1-3,240,0,0,0,0
pi_B,B,21200056,,240,0,0,0,0
pi_A,A,21200057,,240,1,0,1,1
A_prime,A,21200057,2-3,240,0,0,0,0
N_prime,A,21200057,2-3,240,2,0,1,2
pi_B,A,21200057,,240,1,0,1,1
pi_A,B,21200057,,200,3,0,1,3
A_prime,B,21200057,2-3,240,0,0,0,0
N_prime,B,21200057,2-3,240,0,1,0,-1
pi_B,B,21200057,,240,2,0,1,2
pi_A,A,21200058,,240,1,0,1,1
A_prime,A,21200058,0-1,214,3,0,1,3
N_prime,A,21200058,0-1,240,1,1,0,0
pi_B,A,21200058,,111,3,0,1,3
pi_A,B,21200058,,240,0,0,0,0
A_prime,B,21200058,0-1,240,0,0,0,0
N_prime,B,21200058,0-1,240,1,0,1,1
pi_B,B,21200058,,240,0,0,0,0
pi_A,A,21200059,,240,0,0,0,0
A_prime,A,21200059,0-2,240,1,1,0,0
N_prime,A,21200059,0-2,240,0,1,0,-1
pi_B,A,21200059,,156,3,1,1,2
pi_A,B,21200059,,240,0,0,0,0
A_prime,B,21200059,0-2,240,0,0,0,0
N_prime,B,21200059,0-2,240,1,2,0,-1
pi_B,B,21200059,,240,0,0,0,0
pi_A,A,21200060,,240,0,0,0,0
A_prime,A,21200060,0-3,240,2,2,0,0
N_prime,A,21200060,0-3,240,0,0,0,0
pi_B,A,21200060,,240,1,1,0,0
pi_A,B,21200060,,125,3,0,1,3
A_prime,B,21200060,0-3,240,0,1,0,-1
N_prime,B,21200060,0-3,240,1,2,0,-1
pi_B,B,21200060,,212,3,0,1,3
pi_A,A,21200061,,240,1,0,1,1
A_prime,A,21200061,1-2,240,0,1,0,-1
N_prime,A,21200061,1-2,240,2,2,0,0
pi_B,A,21200061,,240,0,0,0,0
pi_A,B,21200061,,151,3,0,1,3
A_prime,B,21200061,1-2,240,0,2,0,-2
N_prime,B,21200061,1-2,240,0,2,0,-2
pi_B,B,21200061,,240,2,0,1,2
pi_A,A,21200062,,240,2,0,1,2
A_prime,A,21200062,1-3,240,2,0,1,2
N_prime,A,21200062,1-3,218,3,1,1,2
pi_B,A,21200062,,240,0,0,0,0
pi_A,B,21200062,,240,1,0,1,1
A_prime,B,21200062,1-3,240,0,0,0,0
N_prime,B,21200062,1-3,240,0,0,0,0
pi_B,B,21200062,,240,1,0,1,1
pi_A,A,21200063,,240,1,0,1,1
A_prime,A,21200063,2-3,234,3,1,1,2
N_prime,A,21200063,2-3,187,3,0,1,3
pi_B,A,21200063,,240,2,1,1,1
pi_A,B,21200063,,146,3,0,1,3
A_prime,B,21200063,2-3,240,0,1,0,-1
N_prime,B,21200063,2-3,240,0,0,0,0
pi_B,B,21200063,,240,2,0,1,2
pi_A,A,21200064,,82,3,0,1,3
A_prime,A,21200064,0-1,240,0,0,0,0
N_prime,A,21200064,0-1,240,0,0,0,0
pi_B,A,21200064,,240,1,0,1,1
pi_A,B,21200064,,240,0,0,0,0
A_prime,B,21200064,0-1,240,2,1,1,1
N_prime,B,21200064,0-1,240,1,2,0,-1
pi_B,B,21200064,,240,1,0,1,1
pi_A,A,21200065,,240,1,0,1,1
A_prime,A,21200065,0-2,240,0,0,0,0
N_prime,A,21200065,0-2,240,1,1,0,0
pi_B,A,21200065,,103,3,0,1,3
pi_A,B,21200065,,138,3,0,1,3
A_prime,B,21200065,0-2,240,1,1,0,0
N_prime,B,21200065,0-2,240,0,1,0,-1
pi_B,B,21200065,,240,0,0,0,0
pi_A,A,21200066,,240,1,0,1,1
A_prime,A,21200066,0-3,226,3,1,1,2
N_prime,A,21200066,0-3,215,2,3,0,-1
pi_B,A,21200066,,240,1,1,0,0
pi_A,B,21200066,,86,3,0,1,3
A_prime,B,21200066,0-3,240,0,0,0,0
N_prime,B,21200066,0-3,240,0,0,0,0
pi_B,B,21200066,,240,2,0,1,2
pi_A,A,21200067,,240,0,0,0,0
A_prime,A,21200067,1-2,240,2,0,1,2
N_prime,A,21200067,1-2,240,0,0,0,0
pi_B,A,21200067,,240,0,0,0,0
pi_A,B,21200067,,240,0,0,0,0
A_prime,B,21200067,1-2,240,0,2,0,-2
N_prime,B,21200067,1-2,240,0,0,0,0
pi_B,B,21200067,,240,2,1,1,1
pi_A,A,21200068,,240,1,0,1,1
A_prime,A,21200068,1-3,240,1,1,0,0
N_prime,A,21200068,1-3,196,3,0,1,3
pi_B,A,21200068,,240,1,0,1,1
pi_A,B,21200068,,240,0,0,0,0
A_prime,B,21200068,1-3,240,1,0,1,1
N_prime,B,21200068,1-3,240,0,0,0,0
pi_B,B,21200068,,222,3,0,1,3
pi_A,A,21200069,,240,2,0,1,2
A_prime,A,21200069,2-3,240,1,0,1,1
N_prime,A,21200069,2-3,240,0,0,0,0
pi_B,A,21200069,,240,0,0,0,0
pi_A,B,21200069,,240,0,0,0,0
A_prime,B,21200069,2-3,240,1,2,0,-1
N_prime,B,21200069,2-3,240,0,2,0,-2
pi_B,B,21200069,,240,0,0,0,0
pi_A,A,21200070,,240,1,0,1,1
A_prime,A,21200070,0-1,137,3,1,1,2
N_prime,A,21200070,0-1,166,3,1,1,2
pi_B,A,21200070,,240,2,0,1,2
pi_A,B,21200070,,86,3,0,1,3
A_prime,B,21200070,0-1,240,1,0,1,1
N_prime,B,21200070,0-1,240,0,1,0,-1
pi_B,B,21200070,,240,0,0,0,0
pi_A,A,21200071,,240,1,0,1,1
A_prime,A,21200071,0-2,240,0,0,0,0
N_prime,A,21200071,0-2,155,3,1,1,2
pi_B,A,21200071,,240,0,0,0,0
pi_A,B,21200071,,240,0,0,0,0
A_prime,B,21200071,0-2,240,0,0,0,0
N_prime,B,21200071,0-2,240,1,0,1,1
pi_B,B,21200071,,240,0,0,0,0
pi_A,A,21200072,,240,0,0,0,0
A_prime,A,21200072,0-3,240,0,1,0,-1
N_prime,A,21200072,0-3,240,1,0,1,1
pi_B,A,21200072,,240,2,0,1,2
pi_A,B,21200072,,240,0,0,0,0
A_prime,B,21200072,0-3,231,0,3,0,-3
N_prime,B,21200072,0-3,240,0,1,0,-1
pi_B,B,21200072,,240,1,0,1,1
pi_A,A,21200073,,240,2,0,1,2
A_prime,A,21200073,1-2,240,2,1,1,1
N_prime,A,21200073,1-2,240,1,0,1,1
pi_B,A,21200073,,240,1,0,1,1
pi_A,B,21200073,,240,2,0,1,2
A_prime,B,21200073,1-2,240,0,2,0,-2
N_prime,B,21200073,1-2,240,0,0,0,0
pi_B,B,21200073,,240,1,1,0,0
pi_A,A,21200074,,240,2,0,1,2
A_prime,A,21200074,1-3,240,1,0,1,1
N_prime,A,21200074,1-3,240,2,2,0,0
pi_B,A,21200074,,240,1,1,0,0
pi_A,B,21200074,,90,3,0,1,3
