composition,assignment,pole,seed,steps,true_defenders,share_pos_open,share_pos_alt,share_int_open,n_active_open,hold_id0,hold_id1,hold_id2,hold_id3,hold_id4,hold_id5,macro0,macro1,macro2,macro3,macro4,macro5,macro6,macro7
3A_3D,PREFIX,A,20700012,20,3,0.6116666666666666,0.645,0.3466666666666666,5.6,0.7,1.0,0.8,0.0,0.3,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700013,20,3,0.29,0.5533333333333333,0.41,5.9,0.4,0.4,0.6,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700014,20,3,0.5083333333333333,0.825,0.375,5.4,0.4,0.8,0.7,0.0,0.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700015,20,3,0.5833333333333333,0.6583333333333334,0.32,5.8,0.9,0.5,1.0,0.3,0.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,PREFIX,A,20700016,20,3,0.33333333333333337,0.4699999999999999,0.33333333333333337,6.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700001,20,3,0.5799999999999998,0.6300000000000001,0.42000000000000004,5.7,0.0,0.3,0.3,1.0,1.0,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700002,20,3,0.475,0.775,0.3833333333333333,5.4,0.0,0.2,0.0,1.0,0.6,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700003,20,3,0.44333333333333336,0.6399999999999999,0.42000000000000004,5.7,0.0,0.5,0.0,0.6,1.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700004,20,3,0.7033333333333334,0.795,0.32666666666666666,5.5,0.5,0.0,0.4,1.0,1.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700005,20,3,0.5266666666666666,0.76,0.3833333333333333,5.5,0.0,0.4,0.5,1.0,0.5,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700006,20,3,0.7066666666666667,0.59,0.29,5.9,0.6,0.7,0.0,1.0,1.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700007,20,3,0.495,0.6533333333333333,0.37666666666666665,5.6,0.4,0.0,0.6,0.5,0.3,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700008,20,3,0.5233333333333333,0.6366666666666666,0.29500000000000004,5.5,0.4,0.0,0.0,0.9,0.6,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700009,20,3,0.6316666666666666,0.7483333333333333,0.4066666666666666,5.5,0.5,0.3,0.0,0.8,1.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700010,20,3,0.6866666666666668,0.7533333333333333,0.36333333333333334,5.4,0.3,0.0,0.4,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700011,20,3,0.625,0.7833333333333333,0.35,5.4,0.3,0.0,0.4,0.8,0.9,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700012,20,3,0.58,0.78,0.37,5.5,0.0,0.5,0.0,0.8,0.9,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700013,20,3,0.3933333333333333,0.7183333333333334,0.43166666666666664,5.5,0.0,0.0,0.0,0.4,0.9,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700014,20,3,0.5083333333333333,0.7083333333333333,0.4833333333333333,5.4,0.0,0.4,0.0,0.6,1.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700015,20,3,0.6783333333333333,0.845,0.42666666666666664,5.3,0.5,0.0,0.6,0.8,0.9,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
3A_3D,SUFFIX,A,20700016,20,3,0.4333333333333333,0.5666666666666667,0.3666666666666667,6.0,0.0,0.1,0.6,0.6,0.6,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2A_4D,PREFIX,A,20700001,20,4,0.76,0.8933333333333333,0.4833333333333333,5.8,0.8,1.0,0.9,1.0,0.7,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700002,20,4,0.53,0.69,0.4933333333333333,5.9,0.7,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700003,20,4,0.5599999999999999,0.8433333333333334,0.4933333333333333,5.7,0.3,1.0,0.7,0.4,0.7,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700004,20,4,0.7033333333333334,0.8699999999999999,0.43666666666666665,5.6,0.9,0.4,1.0,1.0,0.6,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700005,20,4,0.57,0.8533333333333333,0.42666666666666664,5.7,0.7,0.7,0.8,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700006,20,4,0.7266666666666668,0.7933333333333333,0.5016666666666667,5.5,0.8,0.9,0.4,1.0,0.5,0.3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
2A_4D,PREFIX,A,20700007,20,4,0.57,0.72,0.4533333333333333,5.8,0.9,0.7,0.9,0.3,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
