policy,pole,arm,seed,defender_id,blue,red,win,margin,steps,sealed_blue,sealed_red,time_to_first_carry,time_to_first_carry_excl_defender,n_carry_starts,n_carry_starts_excl_defender,total_carry_ticks,total_carry_ticks_excl_defender,n_carry_clean_release,n_carry_tag_caught,red_carrying_ticks,n_red_carry_starts,tagged_ticks_total,tagged_fraction,first_tag_tick,mean_active_count
pi_A,B,plus_one_defender,20900065,1,2,0,1,2,240,2,0,13.0,13.0,10,10,51,51,2,8,0,0,478,0.33194444444444443,6.0,4.008333333333334
pi_B,A,native,20900065,1,1,0,1,1,240,1,0,12.0,12.0,2,2,216,216,1,0,210,1,61,0.04236111111111111,6.0,5.745833333333334
pi_B,A,plus_one_defender,20900065,1,3,0,1,3,82,3,0,12.0,12.0,4,4,46,46,2,1,0,0,91,0.18495934959349594,6.0,4.890243902439025
pi_B,B,native,20900065,1,3,0,1,3,100,3,0,13.0,13.0,5,5,48,48,2,2,0,0,182,0.30333333333333334,6.0,4.18
pi_B,B,plus_one_defender,20900065,1,2,0,1,2,240,2,0,13.0,13.0,9,9,44,44,2,7,0,0,509,0.35347222222222224,6.0,3.879166666666667
pi_A,A,native,20900066,2,1,0,1,1,240,1,0,14.0,14.0,3,3,210,210,1,1,209,2,76,0.05277777777777778,6.0,5.683333333333334
pi_A,A,plus_one_defender,20900066,2,3,0,1,3,90,3,0,14.0,14.0,4,4,47,47,2,1,4,1,85,0.1574074074074074,7.0,5.055555555555555
pi_A,B,native,20900066,2,3,0,1,3,105,3,0,25.0,25.0,3,3,46,46,2,0,6,1,133,0.2111111111111111,6.0,4.733333333333333
pi_A,B,plus_one_defender,20900066,2,0,0,0,0,240,0,0,15.0,15.0,1,1,225,225,0,0,214,3,120,0.08333333333333333,7.0,5.5
pi_B,A,native,20900066,2,3,0,1,3,81,3,0,13.0,38.0,3,2,43,30,2,0,7,3,136,0.27983539094650206,7.0,4.320987654320987
pi_B,A,plus_one_defender,20900066,2,3,0,1,3,212,3,0,17.0,17.0,5,5,165,165,2,2,140,1,168,0.1320754716981132,7.0,5.2075471698113205
pi_B,B,native,20900066,2,0,0,0,0,240,0,0,15.0,15.0,1,1,225,225,0,0,214,1,41,0.02847222222222222,7.0,5.829166666666667
pi_B,B,plus_one_defender,20900066,2,0,0,0,0,240,0,0,16.0,16.0,1,1,224,224,0,0,212,2,116,0.08055555555555556,7.0,5.516666666666667
pi_A,A,native,20900067,3,2,0,1,2,240,2,0,14.0,14.0,3,3,205,205,2,0,184,2,110,0.0763888888888889,6.0,5.541666666666667
pi_A,A,plus_one_defender,20900067,3,0,0,0,0,240,0,0,14.0,14.0,1,1,226,226,0,0,220,1,136,0.09444444444444444,6.0,5.433333333333334
pi_A,B,native,20900067,3,1,0,1,1,240,1,0,12.0,12.0,4,4,201,201,1,2,198,1,110,0.0763888888888889,6.0,5.541666666666667
pi_A,B,plus_one_defender,20900067,3,1,0,1,1,240,1,0,13.0,13.0,10,10,37,37,1,9,3,1,504,0.35,6.0,3.9
pi_B,A,native,20900067,3,1,0,1,1,240,1,0,14.0,14.0,2,2,214,214,1,0,191,1,81,0.05625,6.0,5.6625
pi_B,A,plus_one_defender,20900067,3,0,0,0,0,240,0,0,14.0,14.0,1,1,226,226,0,0,220,1,136,0.09444444444444444,6.0,5.433333333333334
pi_B,B,native,20900067,3,1,0,1,1,240,1,0,12.0,12.0,4,3,210,206,1,2,194,1,89,0.06180555555555556,6.0,5.629166666666666
pi_B,B,plus_one_defender,20900067,3,3,0,1,3,129,3,0,13.0,13.0,4,4,74,74,2,1,54,1,165,0.2131782945736434,6.0,4.72093023255814
pi_A,A,native,20900068,4,2,0,1,2,240,2,0,16.0,16.0,6,5,184,170,2,3,138,3,190,0.13194444444444445,7.0,5.208333333333333
pi_A,A,plus_one_defender,20900068,4,1,0,1,1,240,1,0,15.0,15.0,5,5,190,190,1,3,174,3,175,0.12152777777777778,8.0,5.270833333333333
pi_A,B,native,20900068,4,2,0,1,2,240,2,0,16.0,16.0,3,3,194,194,2,0,175,2,148,0.10277777777777777,7.0,5.383333333333334
pi_A,B,plus_one_defender,20900068,4,1,0,1,1,240,1,0,16.0,16.0,2,2,209,209,1,0,183,1,170,0.11805555555555555,8.0,5.291666666666667
pi_B,A,native,20900068,4,1,0,1,1,240,1,0,15.0,15.0,6,6,205,205,1,4,202,1,104,0.07222222222222222,7.0,5.566666666666666
pi_B,A,plus_one_defender,20900068,4,0,0,0,0,240,0,0,15.0,15.0,4,4,189,189,0,3,186,1,226,0.15694444444444444,8.0,5.058333333333334
pi_B,B,native,20900068,4,2,0,1,2,240,2,0,16.0,16.0,3,3,197,197,2,0,167,1,113,0.07847222222222222,7.0,5.529166666666667
pi_B,B,plus_one_defender,20900068,4,0,0,0,0,240,0,0,14.0,14.0,3,3,175,175,0,2,168,1,247,0.17152777777777778,10.0,4.970833333333333
pi_A,A,native,20900069,5,1,0,1,1,240,1,0,15.0,15.0,4,4,211,211,1,2,194,2,71,0.049305555555555554,9.0,5.704166666666667
pi_A,A,plus_one_defender,20900069,5,3,0,1,3,136,3,0,15.0,15.0,11,11,64,64,2,8,4,2,212,0.25980392156862747,9.0,4.4411764705882355
pi_A,B,native,20900069,5,1,0,1,1,240,1,0,16.0,16.0,8,7,148,146,1,6,124,1,310,0.2152777777777778,8.0,4.708333333333333
pi_A,B,plus_one_defender,20900069,5,3,0,1,3,210,3,0,15.0,15.0,9,9,54,54,2,6,1,1,407,0.32301587301587303,9.0,4.061904761904762
pi_B,A,native,20900069,5,1,0,1,1,240,1,0,15.0,40.0,2,1,215,200,1,0,207,1,29,0.02013888888888889,6.0,5.879166666666666
pi_B,A,plus_one_defender,20900069,5,1,0,1,1,240,1,0,15.0,15.0,2,2,214,214,1,0,209,1,125,0.08680555555555555,6.0,5.479166666666667
pi_B,B,native,20900069,5,1,0,1,1,240,1,0,12.0,12.0,2,2,215,215,1,0,198,1,75,0.052083333333333336,6.0,5.6875
pi_B,B,plus_one_defender,20900069,5,3,0,1,3,83,3,0,12.0,12.0,3,3,40,40,2,0,0,0,94,0.18875502008032127,6.0,4.867469879518072
pi_A,A,native,20900070,0,1,0,1,1,240,1,0,13.0,13.0,2,1,215,15,1,0,209,1,30,0.020833333333333332,6.0,5.875
pi_A,A,plus_one_defender,20900070,0,3,0,1,3,80,3,0,13.0,13.0,3,3,40,40,2,0,0,0,64,0.13333333333333333,6.0,5.2
pi_A,B,native,20900070,0,1,0,1,1,240,1,0,12.0,12.0,3,3,209,209,1,1,193,2,107,0.07430555555555556,6.0,5.554166666666666
pi_A,B,plus_one_defender,20900070,0,3,0,1,3,183,3,0,12.0,12.0,7,7,54,54,2,4,0,0,312,0.28415300546448086,6.0,4.295081967213115
pi_B,A,native,20900070,0,1,0,1,1,240,1,0,13.0,13.0,2,2,216,216,1,0,210,1,58,0.04027777777777778,6.0,5.758333333333334
pi_B,A,plus_one_defender,20900070,0,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,210,1,138,0.09583333333333334,6.0,5.425
pi_B,B,native,20900070,0,3,0,1,3,95,3,0,14.0,14.0,4,3,43,30,2,1,0,0,148,0.2596491228070175,6.0,4.442105263157894
pi_B,B,plus_one_defender,20900070,0,3,0,1,3,85,3,0,14.0,14.0,3,3,43,43,2,0,0,0,90,0.17647058823529413,6.0,4.9411764705882355
pi_A,A,native,20900071,1,1,0,1,1,240,1,0,14.0,240.0,2,0,211,0,1,0,199,2,101,0.07013888888888889,6.0,5.579166666666667
pi_A,A,plus_one_defender,20900071,1,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,206,2,122,0.08472222222222223,6.0,5.491666666666666
pi_A,B,native,20900071,1,1,0,1,1,240,1,0,20.0,20.0,2,2,207,207,1,0,191,2,114,0.07916666666666666,5.0,5.525
pi_A,B,plus_one_defender,20900071,1,3,0,1,3,131,3,0,13.0,13.0,6,6,49,49,2,3,0,0,223,0.2837150127226463,5.0,4.297709923664122
pi_B,A,native,20900071,1,1,0,1,1,240,1,0,14.0,14.0,2,2,214,214,1,0,209,1,53,0.03680555555555556,6.0,5.779166666666667
pi_B,A,plus_one_defender,20900071,1,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,208,2,169,0.11736111111111111,6.0,5.295833333333333
pi_B,B,native,20900071,1,3,0,1,3,220,3,0,13.0,13.0,15,13,68,62,2,12,0,0,500,0.3787878787878788,6.0,3.727272727272727
pi_B,B,plus_one_defender,20900071,1,2,0,1,2,240,2,0,13.0,13.0,9,9,110,110,2,6,70,1,373,0.2590277777777778,6.0,4.445833333333334
pi_A,A,native,20900072,2,2,0,1,2,240,2,0,16.0,16.0,3,2,193,178,2,0,187,2,147,0.10208333333333333,9.0,5.3875
pi_A,A,plus_one_defender,20900072,2,2,0,1,2,240,2,0,27.0,27.0,7,7,165,165,2,4,121,1,220,0.1527777777777778,7.0,5.083333333333333
pi_A,B,native,20900072,2,2,0,1,2,240,2,0,20.0,20.0,6,5,160,145,2,3,125,1,227,0.15763888888888888,7.0,5.054166666666666
pi_A,B,plus_one_defender,20900072,2,0,0,0,0,240,0,0,50.0,50.0,10,10,22,22,0,10,0,0,532,0.36944444444444446,6.0,3.783333333333333
pi_B,A,native,20900072,2,1,0,1,1,240,1,0,12.0,12.0,3,3,214,214,1,1,204,3,54,0.0375,7.0,5.775
pi_B,A,plus_one_defender,20900072,2,3,0,1,3,179,3,0,12.0,12.0,4,4,141,141,2,1,114,2,132,0.12290502793296089,7.0,5.262569832402234
pi_B,B,native,20900072,2,3,0,1,3,147,3,0,14.0,14.0,8,7,56,41,2,5,2,1,307,0.34807256235827666,6.0,3.9115646258503403
pi_B,B,plus_one_defender,20900072,2,2,0,1,2,240,2,0,16.0,16.0,9,9,52,52,2,7,0,0,494,0.34305555555555556,6.0,3.941666666666667
pi_A,A,native,20900073,3,1,0,1,1,240,1,0,12.0,12.0,2,2,215,215,1,0,191,1,58,0.04027777777777778,6.0,5.758333333333334
pi_A,A,plus_one_defender,20900073,3,3,0,1,3,152,3,0,18.0,18.0,8,8,58,58,2,5,5,1,231,0.2532894736842105,6.0,4.480263157894737
pi_A,B,native,20900073,3,2,1,1,1,240,2,1,12.0,12.0,14,12,63,53,2,12,20,1,521,0.36180555555555555,6.0,3.8291666666666666
pi_A,B,plus_one_defender,20900073,3,3,0,1,3,219,3,0,18.0,18.0,8,8,55,55,2,5,0,0,435,0.3310502283105023,6.0,4.013698630136986
pi_B,A,native,20900073,3,1,0,1,1,240,1,0,12.0,12.0,4,3,214,201,1,2,187,1,82,0.05694444444444444,6.0,5.658333333333333
pi_B,A,plus_one_defender,20900073,3,1,0,1,1,240,1,0,13.0,13.0,6,6,187,187,1,4,175,1,215,0.14930555555555555,6.0,5.104166666666667
pi_B,B,native,20900073,3,3,0,1,3,82,3,0,12.0,12.0,4,3,44,29,2,1,3,1,109,0.22154471544715448,6.0,4.670731707317073
pi_B,B,plus_one_defender,20900073,3,2,0,1,2,240,2,0,13.0,13.0,4,4,139,139,2,1,106,1,307,0.21319444444444444,6.0,4.720833333333333
pi_A,A,native,20900074,4,2,0,1,2,240,2,0,26.0,26.0,4,4,184,184,2,1,166,3,118,0.08194444444444444,7.0,5.508333333333334
pi_A,A,plus_one_defender,20900074,4,1,0,1,1,240,1,0,15.0,15.0,2,2,212,212,1,0,193,2,155,0.1076388888888889,6.0,5.354166666666667
pi_A,B,native,20900074,4,3,0,1,3,116,3,0,21.0,21.0,4,3,44,42,2,1,0,0,211,0.3031609195402299,8.0,4.181034482758621
pi_A,B,plus_one_defender,20900074,4,1,0,1,1,240,1,0,13.0,13.0,9,9,44,44,1,7,0,0,482,0.3347222222222222,6.0,3.9916666666666667
pi_B,A,native,20900074,4,1,0,1,1,240,1,0,13.0,13.0,3,3,213,213,1,1,187,1,76,0.05277777777777778,6.0,5.683333333333334
pi_B,A,plus_one_defender,20900074,4,3,0,1,3,86,3,0,14.0,14.0,4,4,45,45,2,1,0,0,107,0.20736434108527133,6.0,4.755813953488372
pi_B,B,native,20900074,4,3,0,1,3,86,3,0,14.0,14.0,4,4,44,44,2,1,4,1,103,0.1996124031007752,6.0,4.8023255813953485
pi_B,B,plus_one_defender,20900074,4,2,0,1,2,240,2,0,14.0,14.0,11,11,54,54,2,9,1,1,510,0.3541666666666667,6.0,3.875
pi_A,A,native,20900075,5,2,0,1,2,240,2,0,15.0,15.0,3,2,200,31,2,0,164,2,103,0.07152777777777777,6.0,5.570833333333334
pi_A,A,plus_one_defender,20900075,5,1,0,1,1,240,1,0,15.0,15.0,2,2,209,209,1,0,195,1,123,0.08541666666666667,7.0,5.4875
pi_A,B,native,20900075,5,3,0,1,3,107,3,0,15.0,15.0,6,6,45,45,2,3,0,0,207,0.32242990654205606,7.0,4.065420560747664
pi_A,B,plus_one_defender,20900075,5,1,0,1,1,240,1,0,14.0,14.0,14,14,51,51,1,12,1,1,495,0.34375,7.0,3.9375
pi_B,A,native,20900075,5,1,0,1,1,240,1,0,15.0,15.0,2,1,214,14,1,0,191,2,81,0.05625,6.0,5.6625
pi_B,A,plus_one_defender,20900075,5,3,0,1,3,79,3,0,17.0,17.0,3,3,43,43,2,0,0,0,83,0.1751054852320675,7.0,4.949367088607595
pi_B,B,native,20900075,5,3,0,1,3,89,3,0,14.0,14.0,4,4,42,42,2,1,4,1,130,0.24344569288389514,7.0,4.53932584269663
pi_B,B,plus_one_defender,20900075,5,2,0,1,2,240,2,0,26.0,26.0,11,11,45,45,2,9,0,0,502,0.3486111111111111,7.0,3.908333333333333
pi_A,A,native,20900076,0,1,0,1,1,240,1,0,14.0,14.0,3,3,208,208,1,1,204,2,88,0.06111111111111111,8.0,5.633333333333334
pi_A,A,plus_one_defender,20900076,0,3,0,1,3,82,3,0,14.0,14.0,4,4,45,45,2,1,0,0,96,0.1951219512195122,8.0,4.829268292682927
pi_A,B,native,20900076,0,3,0,1,3,90,3,0,14.0,14.0,3,3,44,44,2,0,1,1,129,0.2388888888888889,7.0,4.566666666666666
pi_A,B,plus_one_defender,20900076,0,3,0,1,3,124,3,0,14.0,14.0,3,3,43,43,2,0,0,0,193,0.2594086021505376,7.0,4.443548387096774
pi_B,A,native,20900076,0,1,0,1,1,240,1,0,14.0,14.0,5,4,211,24,1,3,205,1,130,0.09027777777777778,7.0,5.458333333333333
pi_B,A,plus_one_defender,20900076,0,3,0,1,3,78,3,0,14.0,14.0,3,3,42,42,2,0,0,0,73,0.15598290598290598,7.0,5.064102564102564
pi_B,B,native,20900076,0,3,0,1,3,141,3,0,13.0,13.0,8,7,50,37,2,5,0,0,309,0.36524822695035464,7.0,3.8085106382978724
pi_B,B,plus_one_defender,20900076,0,2,0,1,2,240,2,0,13.0,13.0,8,8,34,34,2,5,0,0,525,0.3645833333333333,7.0,3.8125
pi_A,A,native,20900077,1,1,0,1,1,240,1,0,13.0,13.0,5,4,208,194,1,3,192,2,106,0.07361111111111111,7.0,5.558333333333334
pi_A,A,plus_one_defender,20900077,1,1,0,1,1,240,1,0,13.0,13.0,4,4,206,206,1,2,202,2,174,0.12083333333333333,7.0,5.275
pi_A,B,native,20900077,1,3,0,1,3,99,3,0,13.0,13.0,5,4,48,34,2,2,0,0,166,0.27946127946127947,7.0,4.3232323232323235
pi_A,B,plus_one_defender,20900077,1,3,0,1,3,103,3,0,13.0,13.0,4,4,44,44,2,1,3,1,160,0.2588996763754045,7.0,4.446601941747573
pi_B,A,native,20900077,1,1,0,1,1,240,1,0,13.0,13.0,4,4,214,214,1,2,184,1,112,0.07777777777777778,7.0,5.533333333333333
pi_B,A,plus_one_defender,20900077,1,3,0,1,3,94,3,0,13.0,13.0,5,5,51,51,2,2,0,0,113,0.20035460992907803,7.0,4.797872340425532
pi_B,B,native,20900077,1,1,0,1,1,240,1,0,13.0,13.0,4,4,210,210,1,2,189,1,114,0.07916666666666666,7.0,5.525
pi_B,B,plus_one_defender,20900077,1,3,0,1,3,163,3,0,13.0,13.0,5,5,47,47,2,2,0,0,295,0.3016359918200409,7.0,4.190184049079755
pi_A,A,native,20900078,2,1,0,1,1,240,1,0,18.0,18.0,2,2,211,211,1,0,196,2,85,0.059027777777777776,6.0,5.645833333333333
pi_A,A,plus_one_defender,20900078,2,0,0,0,0,240,0,0,25.0,25.0,2,2,214,214,0,1,211,1,163,0.11319444444444444,6.0,5.320833333333334
pi_A,B,native,20900078,2,3,0,1,3,99,3,0,12.0,12.0,5,5,46,46,2,2,0,0,145,0.2441077441077441,6.0,4.5353535353535355
pi_A,B,plus_one_defender,20900078,2,3,0,1,3,206,3,0,18.0,18.0,7,7,54,54,2,4,2,1,349,0.28236245954692557,6.0,4.305825242718447
pi_B,A,native,20900078,2,1,0,1,1,240,1,0,12.0,12.0,2,2,216,216,1,0,211,1,63,0.04375,6.0,5.7375
pi_B,A,plus_one_defender,20900078,2,0,0,0,0,240,0,0,12.0,12.0,1,1,228,228,0,0,219,1,124,0.08611111111111111,6.0,5.483333333333333
pi_B,B,native,20900078,2,3,0,1,3,106,3,0,12.0,12.0,8,8,51,51,2,5,0,0,196,0.3081761006289308,6.0,4.150943396226415
pi_B,B,plus_one_defender,20900078,2,2,0,1,2,240,2,0,12.0,12.0,12,12,53,53,2,10,2,2,485,0.3368055555555556,6.0,3.9791666666666665
pi_A,A,native,20900079,3,2,0,1,2,240,2,0,14.0,14.0,4,4,196,196,2,1,159,3,96,0.06666666666666667,7.0,5.6
pi_A,A,plus_one_defender,20900079,3,3,0,1,3,94,3,0,14.0,14.0,7,7,53,53,2,4,0,0,102,0.18085106382978725,7.0,4.914893617021277
pi_A,B,native,20900079,3,1,0,1,1,240,1,0,14.0,14.0,4,4,205,205,1,2,198,1,95,0.06597222222222222,8.0,5.604166666666667
pi_A,B,plus_one_defender,20900079,3,3,0,1,3,162,3,0,14.0,14.0,7,7,50,50,2,4,0,0,288,0.2962962962962963,8.0,4.222222222222222
pi_B,A,native,20900079,3,1,0,1,1,240,1,0,14.0,14.0,3,3,215,215,1,1,206,1,71,0.049305555555555554,7.0,5.704166666666667
pi_B,A,plus_one_defender,20900079,3,1,0,1,1,240,1,0,14.0,14.0,3,3,215,215,1,1,208,1,136,0.09444444444444444,7.0,5.433333333333334
pi_B,B,native,20900079,3,3,0,1,3,100,3,0,14.0,14.0,6,6,50,50,2,3,0,0,183,0.305,8.0,4.17
pi_B,B,plus_one_defender,20900079,3,0,0,0,0,240,0,0,14.0,14.0,11,11,23,23,0,11,0,0,558,0.3875,8.0,3.675
pi_A,A,native,20900080,4,1,0,1,1,240,1,0,16.0,16.0,4,4,201,201,1,2,189,1,123,0.08541666666666667,6.0,5.4875
pi_A,A,plus_one_defender,20900080,4,3,0,1,3,116,3,0,16.0,16.0,6,6,59,59,2,3,2,1,131,0.1882183908045977,7.0,4.870689655172414
pi_A,B,native,20900080,4,3,0,1,3,186,3,0,16.0,16.0,12,11,73,69,2,9,0,0,366,0.3279569892473118,6.0,4.032258064516129
pi_A,B,plus_one_defender,20900080,4,3,0,1,3,190,3,0,15.0,15.0,8,8,58,58,2,5,3,2,350,0.30701754385964913,7.0,4.157894736842105
pi_B,A,native,20900080,4,1,0,1,1,240,1,0,16.0,16.0,4,3,208,205,1,2,177,2,134,0.09305555555555556,6.0,5.441666666666666
pi_B,A,plus_one_defender,20900080,4,2,0,1,2,240,2,0,16.0,16.0,10,10,167,167,2,7,130,1,248,0.17222222222222222,7.0,4.966666666666667
pi_B,B,native,20900080,4,3,0,1,3,116,3,0,16.0,16.0,6,6,55,55,2,3,0,0,214,0.3074712643678161,6.0,4.155172413793103
pi_B,B,plus_one_defender,20900080,4,2,0,1,2,240,2,0,15.0,15.0,10,10,51,51,2,8,0,0,502,0.3486111111111111,7.0,3.908333333333333
pi_A,A,native,20900081,5,1,0,1,1,240,1,0,13.0,13.0,4,3,211,198,1,2,201,1,101,0.07013888888888889,5.0,5.579166666666667
pi_A,A,plus_one_defender,20900081,5,3,0,1,3,103,3,0,13.0,13.0,7,7,51,51,2,4,5,2,144,0.23300970873786409,5.0,4.601941747572815
pi_A,B,native,20900081,5,3,0,1,3,147,3,0,13.0,13.0,5,5,43,43,2,2,0,0,293,0.3321995464852608,5.0,4.006802721088436
pi_A,B,plus_one_defender,20900081,5,3,0,1,3,148,3,0,13.0,13.0,7,7,49,49,2,4,0,0,252,0.28378378378378377,5.0,4.297297297297297
pi_B,A,native,20900081,5,1,0,1,1,240,1,0,13.0,13.0,5,4,212,199,1,3,206,1,91,0.06319444444444444,5.0,5.620833333333334
pi_B,A,plus_one_defender,20900081,5,1,0,1,1,240,1,0,13.0,13.0,4,4,206,206,1,2,194,1,204,0.14166666666666666,5.0,5.15
pi_B,B,native,20900081,5,3,0,1,3,106,3,0,13.0,13.0,4,4,45,45,2,1,3,1,213,0.33490566037735847,5.0,3.990566037735849
pi_B,B,plus_one_defender,20900081,5,1,0,1,1,240,1,0,13.0,13.0,4,4,176,176,1,2,161,1,249,0.17291666666666666,5.0,4.9625
pi_A,A,native,20900082,0,2,0,1,2,240,2,0,12.0,12.0,3,3,201,201,2,0,185,3,127,0.08819444444444445,7.0,5.470833333333333
pi_A,A,plus_one_defender,20900082,0,1,0,1,1,240,1,0,12.0,12.0,3,3,214,214,1,1,210,1,160,0.1111111111111111,7.0,5.333333333333333
pi_A,B,native,20900082,0,3,0,1,3,181,3,0,12.0,12.0,8,7,57,43,2,5,0,0,407,0.3747697974217311,9.0,3.751381215469613
pi_A,B,plus_one_defender,20900082,0,0,0,0,0,240,0,0,12.0,12.0,9,9,26,26,0,9,0,0,534,0.37083333333333335,9.0,3.775
pi_B,A,native,20900082,0,0,0,0,0,240,0,0,12.0,12.0,2,1,225,5,0,1,221,1,42,0.029166666666666667,9.0,5.825
pi_B,A,plus_one_defender,20900082,0,3,0,1,3,97,3,0,12.0,12.0,6,6,57,57,2,3,0,0,115,0.19759450171821305,7.0,4.814432989690721
pi_B,B,native,20900082,0,3,0,1,3,142,3,0,12.0,12.0,9,9,62,62,2,6,0,0,272,0.3192488262910798,9.0,4.084507042253521
pi_B,B,plus_one_defender,20900082,0,1,0,1,1,240,1,0,12.0,12.0,11,11,38,38,1,10,0,0,526,0.36527777777777776,9.0,3.808333333333333
pi_A,A,native,20900083,1,1,0,1,1,240,1,0,14.0,14.0,5,5,209,209,1,3,199,1,135,0.09375,6.0,5.4375
pi_A,A,plus_one_defender,20900083,1,2,0,1,2,240,2,0,14.0,14.0,6,6,178,178,2,3,132,2,208,0.14444444444444443,6.0,5.133333333333334
pi_A,B,native,20900083,1,3,0,1,3,114,3,0,12.0,15.0,7,5,48,31,2,4,7,2,179,0.26169590643274854,6.0,4.4298245614035086
pi_A,B,plus_one_defender,20900083,1,0,0,0,0,240,0,0,14.0,14.0,15,15,35,35,0,14,0,0,532,0.36944444444444446,6.0,3.783333333333333
pi_B,A,native,20900083,1,1,0,1,1,240,1,0,14.0,14.0,3,2,211,18,1,1,185,1,115,0.0798611111111111,6.0,5.520833333333333
pi_B,A,plus_one_defender,20900083,1,3,0,1,3,112,3,0,14.0,14.0,6,6,52,52,2,3,3,2,142,0.2113095238095238,6.0,4.732142857142857
pi_B,B,native,20900083,1,3,0,1,3,114,3,0,12.0,25.0,5,3,47,31,2,2,0,0,248,0.36257309941520466,6.0,3.824561403508772
pi_B,B,plus_one_defender,20900083,1,1,0,1,1,240,1,0,29.0,29.0,9,9,33,33,1,8,0,0,550,0.3819444444444444,6.0,3.7083333333333335
pi_A,A,native,20900084,2,2,0,1,2,240,2,0,14.0,14.0,4,3,195,182,2,1,160,4,145,0.10069444444444445,9.0,5.395833333333333
pi_A,A,plus_one_defender,20900084,2,0,0,0,0,240,0,0,15.0,15.0,4,4,218,218,0,3,225,1,165,0.11458333333333333,9.0,5.3125
pi_A,B,native,20900084,2,2,0,1,2,240,2,0,14.0,14.0,13,13,62,62,2,10,0,0,560,0.3888888888888889,7.0,3.6666666666666665
pi_A,B,plus_one_defender,20900084,2,3,0,1,3,167,3,0,33.0,33.0,8,8,58,58,2,5,4,1,279,0.27844311377245506,10.0,4.3293413173652695
pi_B,A,native,20900084,2,1,0,1,1,240,1,0,14.0,14.0,2,2,214,214,1,0,209,2,41,0.02847222222222222,9.0,5.829166666666667
pi_B,A,plus_one_defender,20900084,2,1,0,1,1,240,1,0,14.0,14.0,7,7,179,179,1,5,165,2,241,0.1673611111111111,9.0,4.995833333333334
pi_B,B,native,20900084,2,2,0,1,2,240,2,0,14.0,14.0,6,6,194,194,2,3,162,1,167,0.11597222222222223,7.0,5.304166666666666
pi_B,B,plus_one_defender,20900084,2,3,0,1,3,151,3,0,14.0,14.0,6,6,48,48,2,3,0,0,268,0.2958057395143488,7.0,4.225165562913907
pi_A,A,native,20900085,3,1,0,1,1,240,1,0,13.0,13.0,3,3,213,213,1,1,208,1,66,0.04583333333333333,8.0,5.725
pi_A,A,plus_one_defender,20900085,3,1,0,1,1,240,1,0,19.0,19.0,5,5,189,189,1,3,179,1,198,0.1375,18.0,5.175
pi_A,B,native,20900085,3,1,0,1,1,240,1,0,20.0,20.0,5,4,187,185,1,3,162,1,169,0.11736111111111111,9.0,5.295833333333333
pi_A,B,plus_one_defender,20900085,3,1,0,1,1,240,1,0,21.0,21.0,9,9,40,40,1,7,0,0,496,0.34444444444444444,19.0,3.933333333333333
pi_B,A,native,20900085,3,1,0,1,1,240,1,0,15.0,15.0,2,2,217,217,1,0,208,1,62,0.043055555555555555,8.0,5.741666666666666
pi_B,A,plus_one_defender,20900085,3,3,0,1,3,113,3,0,15.0,15.0,6,6,51,51,2,3,0,0,182,0.26843657817109146,8.0,4.389380530973451
pi_B,B,native,20900085,3,3,0,1,3,85,3,0,15.0,17.0,4,3,42,41,2,1,0,0,125,0.24509803921568626,7.0,4.529411764705882
pi_B,B,plus_one_defender,20900085,3,2,0,1,2,240,2,0,28.0,28.0,10,10,52,52,2,8,1,1,483,0.33541666666666664,7.0,3.9875
pi_A,A,native,20900086,4,1,0,1,1,240,1,0,16.0,16.0,2,2,211,211,1,0,206,1,66,0.04583333333333333,6.0,5.725
pi_A,A,plus_one_defender,20900086,4,3,0,1,3,114,3,0,16.0,16.0,6,6,53,53,2,3,5,1,132,0.19298245614035087,7.0,4.842105263157895
pi_A,B,native,20900086,4,1,0,1,1,240,1,0,17.0,17.0,2,2,208,208,1,0,194,1,103,0.07152777777777777,6.0,5.570833333333334
pi_A,B,plus_one_defender,20900086,4,1,1,0,0,240,1,1,16.0,16.0,9,9,31,31,1,8,26,1,521,0.36180555555555555,7.0,3.8291666666666666
pi_B,A,native,20900086,4,1,0,1,1,240,1,0,16.0,16.0,2,2,214,214,1,0,206,1,53,0.03680555555555556,6.0,5.779166666666667
pi_B,A,plus_one_defender,20900086,4,3,0,1,3,84,3,0,17.0,17.0,3,3,42,42,2,0,0,0,89,0.1765873015873016,7.0,4.940476190476191
pi_B,B,native,20900086,4,3,0,1,3,101,3,0,16.0,16.0,4,4,46,46,2,1,2,1,168,0.27722772277227725,6.0,4.336633663366337
pi_B,B,plus_one_defender,20900086,4,3,0,1,3,191,3,0,16.0,16.0,10,10,60,60,2,7,2,1,362,0.3158813263525305,7.0,4.104712041884817
pi_A,A,native,20900087,5,1,0,1,1,240,1,0,13.0,13.0,2,2,219,219,1,0,210,1,64,0.044444444444444446,7.0,5.733333333333333
pi_A,A,plus_one_defender,20900087,5,1,0,1,1,240,1,0,28.0,28.0,2,2,200,200,1,0,196,1,171,0.11875,9.0,5.2875
pi_A,B,native,20900087,5,3,0,1,3,101,3,0,21.0,25.0,4,3,43,42,2,1,0,0,159,0.2623762376237624,7.0,4.425742574257426
